,Hash,String
162,0A712D0000000000,AM-39 Exocet
163,05D12D0000000000,AS.34 Kormoran
164,57E42D0000000000,ATGM
165,1621300000000000,S-13
166,8152310000000000,BK 90/L40
167,8570310000000000,M-14-OF
168,C870310000000000,9M27F
169,8273310000000000,BMD-1
170,8473310000000000,BMD-3
171,8276310000000000,BMP-1
172,8376310000000000,BMP-2
173,8476310000000000,BMP-3
174,9E76310000000000,BMPT
175,C2C5310000000000,BRM-1K #reco3
176,0EE7310000000000,BTR-D
177,8206320000000000,BVP-1
178,8306320000000000,BVP-2
179,8216320000000000,BWP-1
180,8316320000000000,BWP-2
181,A74C330000000000,HE Bomb
182,4390340000000000,Yingji-82
183,8900350000000000,CF-18 HORNET
184,4721350000000000,HKP 4C
185,8421350000000000,CH-53
186,5D38350000000000,CIWS
187,08C8350000000000,M151 CRV7
188,5E20380000000000,D-10T
189,DE61380000000000,D-56T
190,C6A0380000000000,D/925
191,9CF6380000000000,DEPRECATED
192,E2C83D0000000000,Eryx
193,C342440000000000,H&K G3A2
194,C542440000000000,H&K G3KA4
195,C4D0450000000000,Gsh-23
196,896E460000000000,GAU-8/A Avenger
197,0442490000000000,HJ-73
198,4B42490000000000,HJ-8A
199,4C42490000000000,HJ-8B
200,8B81490000000000,HN-5A
201,8C81490000000000,HN-5B
202,8D81490000000000,HN-5C
203,C2B1490000000000,HQ-61
204,306F4A0000000000,MIM-23A Hawk
205,66CC4E0000000000,Igla
206,1721540000000000,R-13M
207,8161560000000000,Ka-50 AKULA
208,C4D0560000000000,Kh-23
209,C6D0560000000000,Kh-25L
210,C9D0560000000000,Kh-28
211,06D1560000000000,Kh-35
212,89D1560000000000,Kh-58
213,C7D1560000000000,Kh-66
214,AC79570000000000,Krag-Jørgensen
215,1DB7580000000000,LARS
216,17B8580000000000,LAV-M
217,C9D5580000000000,LCM 8
218,CDC2590000000000,LRAC F1
219,49205C0000000000,M10-8
220,4A205C0000000000,M109 R.C.H.A.
221,88205C0000000000,M117
222,C2205C0000000000,M30
223,03215C0000000000,M132 ZIPPO
224,06215C0000000000,M135
225,01315C0000000000,M230
226,4A315C0000000000,M249 SAW
227,C2325C0000000000,M2A1
228,0E525C0000000000,Akan m/47D
229,08625C0000000000,#command M577 CPC
230,C2705C0000000000,M621
231,1DB75C0000000000,MARS
232,88305D0000000000,Mi-8MTV
233,C6305D0000000000,Mi-25
234,C7305D0000000000,Mi-26
235,DE305D0000000000,Mi-2T
236,06315D0000000000,Mi-35
237,4B315D0000000000,Mi-4A
238,5E325D0000000000,Mi-8 ZAOP.
239,1D675D0000000000,Multiple Rocket Launcher Vehicle
240,41715D0000000000,MM-40 Exocet
241,8CE55D0000000000,MT-LBV
242,8A005F0000000000,Mk19
243,E6AC5F0000000000,MUNA
244,D292610000000000,NOAH
245,C4C0610000000000,NR-23
246,01C1610000000000,NR-30
247,C4D0610000000000,NS-23
248,C6E1650000000000,OT-65 #reco1
249,4A02690000000000,PF-89
250,8260690000000000,PL-11
251,52A7690000000000,Type 49
252,D7C2690000000000,PRAM vz.82
253,42D4690000000000,H&K PSG1
254,02E2690000000000,PT-71 #reco2
255,46E2690000000000,PT-85 #reco2
256,81E2690000000000,PT-90
257,41126A0000000000,PW-80
258,04F46B0000000000,PzF 3
259,1C31700000000000,R-23R Vympel
260,5C31700000000000,R-24R Vympel
261,1C32700000000000,R-27R Vympel
262,1E32700000000000,R-27T Vympel
263,0F41700000000000,R-33E Vympel
264,5E50700000000000,R-40T Vympel
265,0161700000000000,R530
266,5770700000000000,R-60M Molniya
267,46C0700000000000,Rb 05A
268,C5C0700000000000,Rb 24J
269,C9C0700000000000,Rb 28 Falcon
270,02C2700000000000,Rb 71
271,05C2700000000000,Rb 74
272,06C2700000000000,Rb 75
273,E635710000000000,RIMa
274,43A4710000000000,RPG-2
275,48A4710000000000,RPG-7
276,92B5740000000000,SALH
277,05B6740000000000,9K33M OSA-M
278,06B6740000000000,Strela-2M
279,CEF2740000000000,SEAD
280,E172750000000000,SMAW
281,4AA4750000000000,SPG-9
282,D7C0750000000000,#command TOPAS R-2M
283,82D0750000000000,SS-11
284,0CA2770000000000,Su-7B
285,8B61780000000000,T-55A
286,9661780000000000,T-55L
287,0362780000000000,T57-2
288,4B71780000000000,T-64A
289,4C71780000000000,T-64B
290,CB80780000000000,T-72A
291,CC80780000000000,T-72B
292,4B90780000000000,T-80A
293,4C90780000000000,T-80B
294,5F90780000000000,T-80U
295,8490780000000000,V-LKV T813
296,8691790000000000,TO-55
297,C391790000000000,TO-62
298,81327A0000000000,TY-90
299,9D677C0000000000,U-5TS
300,8B207D0000000000,#command UH-1A ACP
301,4170800000000000,V600
302,0151810000000000,VK-30
303,0671890000000000,XM-35
304,4437910000000000,ZIS-3
305,C4F0910000000000,ZU-23-2
306,D7B2A40000000000,Air-to-Air Missiles are used by planes during air combat against other planes. Some can be used against helicopters
307,57B4A40000000000,Air-to-Ground Missiles are anti-tank missile fired by planes against armored target. They can only be used against ground targets.
308,D125A50000000000,Heavy Machine-Guns are firing more powerful ammunitions than MMG. The Soviet 14
309,E162A50000000000,Light anti-tank weapons are modern bazookas
310,D165A50000000000,Light-Machine Guns are carried by infantry squads and provide them not only with extra firepower
311,D175A50000000000,Medium-Machine Guns are mounted on vehicles and provide them not only with extra firepower
312,D7D2A50000000000,Surface-to-Air Missiles are medium to long range weapons dedicated to engage aerial targets. They are ineffective against ground ones.
313,E1D2A50000000000,Squad Automatic Weapons are lighter LMGs carried by dedicated assault squads and providing them not only with extra firepower
314,D1D5A50000000000,Ranging from obsolete WW2 leftovers to the most modern special forces weapons
315,57D7A50000000000,Anti-ship missile designed to engage capital ships and one of the few weapons able to deal significant damage to them
316,AC79AF0000000000,Frag
317,6AEAEE0000000000,vide
318,84F1EF0000000000,PLDvK vz. 53/59
319,8AF1EF0000000000,BZK vz.59A
320,B21C040200000000,100mm
321,B24C040200000000,103mm
322,B26C040200000000,105mm
323,B27C040200000000,106mm
324,B28C040200000000,107mm
325,B21C080200000000,110mm
326,B25C080200000000,114mm
327,B26C080200000000,115mm
328,B21C0C0200000000,120mm
329,B23C0C0200000000,122mm
330,B26C0C0200000000,125mm
331,B28C0C0200000000,127mm
332,B21C100200000000,130mm
333,B26C100200000000,135mm
334,B21C140200000000,140mm
335,8233180200000000,D-1
336,B23C180200000000,152mm
337,B26C180200000000,155mm
338,B26C1C0200000000,165mm
339,B21C200200000000,170mm
340,B26C200200000000,175mm
341,2C4C240200000000,183kg
342,0442490200000000,BRDM-1 HJ-73
343,B24C040300000000,203mm
344,775A070300000000,QF 20-pdr
345,B21C0C0300000000,220mm
346,2C8C0C0300000000,227kg
347,B28C0C0300000000,227mm
348,B21C140300000000,240mm
349,2C6C140300000000,245kg
350,2C1C180300000000,250kg
351,B21C240300000000,280mm
352,57422C0300000000,Twin 2A38M
353,D7512C0300000000,2A46M
354,42522C0300000000,2A48-1
355,C4D0450300000000,Twin Gsh-23
356,C4C0610300000000,Twin NR-23
357,B21C040400000000,300mm
358,2C1C140400000000,340kg
359,C4E1210400000000,T63
360,C4C0610400000000,Triple NR-23
361,01C1610400000000,Triple NR-30
362,2C1C040500000000,400kg
363,2C1C180500000000,450kg
364,2C1C040600000000,500kg
365,CAE1210600000000,T69
366,9DC4680600000000,Bo 105P/BSH
367,B21C080700000000,610mm
368,B26C940700000000,6
369,B26C940800000000,7
370,B28C940800000000,7
371,4271050A00000000,M41
372,2C6C0C0A00000000,925kg
373,8620540A00000000,Metys
374,C220540A00000000,9K121 Vikhr
375,0141540A00000000,9K330
376,82205C0A00000000,Fagot
377,83205C0A00000000,Kobra
378,84205C0A00000000,Konkurs
379,85205C0A00000000,Kokon
380,88205C0A00000000,Bastion
381,89205C0A00000000,Sheksna
382,8A205C0A00000000,Svir
383,C1205C0A00000000,Ataka V
384,C9205C0A00000000,Agona
385,57215C0A00000000,Malyutka-M
386,5A215C0A00000000,Malyutka-P
387,1A225C0A00000000,Fleyta
388,82405C0A00000000,9M311
389,07415C0A00000000,9M336
390,C3455C0A00000000,9M33M2
391,9DB7380B00000000,M113 ADATS
392,04043A0B00000000,TORNADO F.3
393,8370450B00000000,AGM-12C Bullpup
394,4671450B00000000,AGM-45B Shrike
395,0972450B00000000,AGM-78D Standard
396,4572450B00000000,AGM-84 Harpoon
397,4972450B00000000,AGM-88 HARM
398,88D0450B00000000,AGS-17
399,85714D0B00000000,AIM-54 Phoenix
400,0F724D0B00000000,AIM-7E Sparrow
401,10724D0B00000000,AIM-7F Sparrow
402,17724D0B00000000,AIM-7M Sparrow
403,8C724D0B00000000,AIM-9B
404,90724D0B00000000,AIM-9F
405,94724D0B00000000,AIM-9J
406,96724D0B00000000,AIM-9L
407,97724D0B00000000,AIM-9M
408,C921500B00000000,AJ 168
409,0722540B00000000,AK-176
410,0131540B00000000,AK230 CIWS
411,0171540B00000000,AK630 CIWS
412,17B7580B00000000,ALARM
413,C1615D0B00000000,AML 60
414,81625D0B00000000,AML 90 #reco1
415,03215E0B00000000,AMX-32
416,41215E0B00000000,AMX-40
417,88D1710B00000000,ARS-57
418,5640740B00000000,AS30L
419,4341740B00000000,AS.34 Kormoran 2
420,1C42740B00000000,AS-37 Martel AR
421,46F2750B00000000,ASU-85M
422,C4A0910B00000000,AZP-23 Amur
423,B027DF0B00000000,Command Tank
424,57A0540C00000000,BK90 Mjölner
425,8681580C00000000,BL-755
426,C711590C00000000,BLG-66 Beluga
427,57315C0C00000000,BM-24M
428,95E05C0C00000000,#command BMD-1K
429,8EA05D0C00000000,BMP-1D
430,95A05D0C00000000,#command BMP-1K
431,9AA05D0C00000000,BMP-1P
432,CEA05D0C00000000,BMP-2D
433,43025F0C00000000,Mk 82
434,44025F0C00000000,Mk 83
435,45025F0C00000000,Mk 84
436,C2E5700C00000000,BRDM-1 #reco1
437,C3E5700C00000000,BRDM-2 #reco1
438,9570710C00000000,BWR-1D #reco3
439,41C1790C00000000,BTR-40 #reco1
440,01C2790C00000000,BTR-70
441,41C2790C00000000,BTR-80
442,95A0810C00000000,#command BVP-1K
443,9AA0810C00000000,BVP-1P
444,CEA0850C00000000,BWP-2D
445,4C06990C00000000,Logisitic support vessel
446,2A7B9B0C00000000,Landing Craft Mechanized
447,D1D5090D00000000,C1 SMG
448,D1721D0D00000000,C6
449,9C10200D00000000,C-701R
450,86C02D0D00000000,CAR-15
451,8920480D00000000,CH-118
452,0621480D00000000,CH-135
453,0721480D00000000,CH-136 #reco1
454,4821480D00000000,CH-147 CARGO
455,99C32D0E00000000,DARDO CIWS
456,CDE2610F00000000,ENTAC
457,01A1CA0F00000000,Dual Emerlec 30
458,9120081000000000,F111G
459,DA42091000000000,F-1
460,8621481000000000,FH155
461,4542491000000000,FHJ-84
462,D172611000000000,L7A1
463,0351801000000000,FV432
464,39CD9A1000000000,PT?S FAGOT
465,AA6CC61000000000,Flamethrower
466,81F0311100000000,GBU-27/B Paveway III
467,83F0311100000000,GBU-12 Paveway II
468,C8F0311100000000,GBU-27 Paveway III
469,C440761100000000,GSz-23
470,83A09B1100000000,GAU-12/A Equalizer
471,DEA2DE1100000000,Grenade AT
472,02A4DE1100000000,F1
473,0672ED1100000000,Gv M75
474,9E773D1200000000,HEMTT
475,0C81501200000000,HJ-73B
476,42E9651200000000,HOT 1
477,43E9651200000000,HOT 2
478,C190741200000000,HS.820
479,94E09B1200000000,Hai Ying-1J
480,0D51C31200000000,HKP 3C
481,4B51C31200000000,HKP 4A
482,CB51C31200000000,HKP 6A #reco2
483,A6BAD31200000000,Hovea m/49
484,306FB61300000000,MIM-23B I-Hawk
485,82B2C31300000000,IKV 91
486,CBB2CE1300000000,Anti-Aircraft Team
487,DEB2CE1300000000,Anti-Tank Team
488,B79ACF1300000000,Interceptor
489,B7B9CF1300000000,Invar
490,15C60C1400000000,F-5B
491,B7CA9A1400000000,JÄGER
492,B1BA9B1400000000,Javelin
493,55C6091500000000,K1
494,1617101500000000,K30
495,15461C1500000000,ZSD-531A
496,87315C1500000000,KM256
497,01426A1500000000,KPz 70 KEILER
498,1731B41500000000,Kh-23M
499,8E32B41500000000,Kh-29D
500,9632B41500000000,Kh-29L
501,9E32B41500000000,Kh-29T
502,8B40B41500000000,Kh-31A
503,9A40B41500000000,Kh-58U
504,381DD31500000000,T813 KOLOS
505,B729D31500000000,KOMAR
506,343BD31500000000,#command KONGO
507,39EED61500000000,Kpist m/45B
508,5DA0EC1500000000,Kv-90S73
509,C242081600000000,L13A1
510,C252101600000000,L34A1
511,43C72D1600000000,LARS-2
512,C6002E1600000000,LAV-25 FSV
513,41122E1600000000,LAW 80
514,85A1411600000000,LFP 54
515,8191691600000000,LPO-50
516,88E6811600000000,LVTP-7
517,9112081700000000,SKH M/109G
518,8B100C1700000000,M201A
519,50260C1700000000,M-21OF
520,C3A2101700000000,Twin Pontiac M39A2
521,1C17141700000000,M40 RR
522,9523141700000000,M41 DK1 #reco1
523,1182181700000000,#command M577G
524,C4131C1700000000,M60E3
525,C532201700000000,M72A4 LAW
526,55C6251700000000,M8 PANSERBIL #reco1
527,4AE12D1700000000,MAT 49
528,01E2311700000000,MBT-70
529,4160341700000000,MC / GP Mk.10
530,5D66351700000000,MCLOS
531,5031381700000000,MD24-F
532,C381441700000000,Machine Gun 7.62
533,4B314C1700000000,Mi-24A
534,4E314C1700000000,Mi-24D
535,5A314C1700000000,Mi-24P
536,61314C1700000000,Mi-24W
537,15364C1700000000,Mi-2 #reco2
538,34374C1700000000,Mi-2Ro #reco3
539,DD374C1700000000,Mi-2 US
540,E0524C1700000000,Mi-4AV
541,15564C1700000000,Mi-4
542,15964C1700000000,Mi-8
543,A0974C1700000000,Mi-8T
544,D8624D1700000000,MILAN F1
545,5735691700000000,Mpi-KM
546,B89FAB1700000000,STRZELCY PODHALA?SCY
547,C8C0BA1700000000,MiG-27
548,81A1C61700000000,Mk 61
549,A75E551800000000,Deprec! 2K12 KUB
550,87205C1800000000,NM116 #reco2
551,06215C1800000000,NM135
552,43215C1800000000,NM142
553,86225C1800000000,NM195
554,C351791800000000,62 Shiki
555,B3FB9A1800000000,#command NAJIN
556,D5B2741900000000,OSA-AK
557,8190781900000000,OT-810D
558,0792791900000000,OTO Melara
559,C170AB1900000000,Oerlikon 20
560,4942461A00000000,PGZ-88
561,0B41501A00000000,Dual PJ-33A
562,C6B0581A00000000,ZPT 90
563,CC81781A00000000,PT-76B #reco1
564,306FB61A00000000,MIM-23B I-Hawk PIP II
565,4501FD1A00000000,PzF 44
566,02870C1C00000000,R-27R1 Vympel
567,5760181C00000000,R.550 Magic
568,C245201C00000000,R-73M1 Vympel
569,87D1311C00000000,RBS 56
570,01D2311C00000000,RBS 70
571,81D2311C00000000,RBS 90
572,C771451C00000000,RGM-66D
573,4572451C00000000,RGM-84 Harpoon
574,17724D1C00000000,RIM-7M Sea Sparrow
575,0702651C00000000,L23A1
576,8710691C00000000,RPG-16D
577,C710691C00000000,RPG-26
578,CA10691C00000000,RPG-29 Vampyr
579,0612691C00000000,RPG-75
580,2012691C00000000,RPG-7V
581,4851691C00000000,RPK
582,0552691C00000000,RPK-74
583,DD37741C00000000,R-55
584,B7999A1C00000000,Radar
585,338DAA1C00000000,recon
586,6ABCBA1C00000000,Battle Rifle
587,C651351D00000000,Newnanbu M66
588,4361441D00000000,SG-542
589,4461441D00000000,SG-543
590,8297551D00000000,#command SKOT R-3
591,8397551D00000000,SKOT-2
592,DC255C1D00000000,SM1 MR block V
593,DC355C1D00000000,SM2 MR block II
594,C1116A1D00000000,#command SPW-60(S)
595,01126A1D00000000,SPW-70
596,8131881D00000000,SX250
597,B75A9B1D00000000,ŽENISTÉ
598,B94EA31D00000000,PR?ZKUMNÍCI #reco2
599,B12AB71D00000000,SHMEL
600,F24DE71D00000000,STORMER
601,1532E81D00000000,Su-27K
602,1556101E00000000,T-34/85
603,D762181E00000000,T-55AM
604,64331C1E00000000,T-62cz
605,C2351C1E00000000,T-62M
606,E0351C1E00000000,T-62MV-1
607,15361C1E00000000,T-62D
608,16471C1E00000000,T63
609,17531C1E00000000,T-64BM
610,20531C1E00000000,T-64BV
611,0233201E00000000,T-72B1
612,C235201E00000000,T-72M1 JAGUAR
613,1667201E00000000,T75
614,2013241E00000000,T-80BV
615,DDA2651E00000000,TOPAS
616,81819A1E00000000,C15 LRSW
617,F45DA71E00000000,Tank Destroyer Prototype
618,8470B21E00000000,TGB 13
619,8DC62C2000000000,#command VAB PC
620,1C64312000000000,VBL #reco2
621,8261902100000000,WZ-551
622,D590502300000000,Yingji-82K
623,93D4182400000000,Z-5
624,93D4282400000000,Z-9A
625,4160302400000000,ZB500
626,8302592400000000,WZ-550
627,C3E7692400000000,ZPTU-2
628,C5E7692400000000,ZPTU-4
629,745DBB2400000000,MONITOR ZIPPO
630,C374FD2800000000,Mi-2 #reco2
631,86E1FD2800000000,T-55
632,03E2FD2800000000,T-72
633,57E42D2900000000,Anti-Tank Guided Missiles are dedicated anti-tank weapons
634,A74C332900000000,Bombs are dropped by planes on ground targets. Using only gravity as a mean of projection
635,5D38352900000000,Close-in weapon systems are designed to provide anti-missile point-defense. They quickly fire and destroy incoming missiles.
636,2D6EC62B00000000,Flashbang
637,2C1C048100000000,1000kg
638,44C7048100000000,BS-3
639,AF89058100000000,100 gun
640,8AE1058100000000,T69-II
641,44E2198100000000,T83
642,46E2198300000000,PLA 125
643,4672218300000000,M85
644,B28C948300000000,12
645,4771058400000000,M-46
646,B26C948500000000,14
647,47710D8600000000,M-46
648,0261198600000000,L31
649,5DE605C300000000,MO.1.01.04
650,0A29CBC400000000,23mm Z-9
651,C3750CCB00000000,2A26M2
652,C29510CB00000000,2A38M
653,013114CB00000000,2A42
654,C725CB0801000000,M6
655,B24C206501000000,4
656,B26C14A501000000,5
657,B27C18A501000000,5
658,83B12C0602000000,AA-52
659,81B1740602000000,SA.50
660,C1710D0702000000,M60
661,44740D0702000000,MG3
662,02840D0702000000,NF-1
663,57A50D0702000000,PKT
664,C3225C0702000000,M1A2
665,05015F0702000000,Mk34
666,B23C940702000000,76
667,B23C1C2502000000,7
668,C425CB8102000000,M3
669,9721089502000000,Metys-M
670,9720089702000000,Faktoriya
671,1721089702000000,Konkurs-M
672,1722089702000000,Arkan
673,9722089702000000,Refleks
674,9720109702000000,9M311M
675,C345109702000000,9M33M2
676,C295109702000000,9M38M1
677,4665189702000000,9M55K
678,57E72DCE02000000,ADATS
679,01813DCE02000000,ADEN 30
680,8A205CD102000000,Penguin
681,C3205CD102000000,AGM-122 Sidearm
682,8C715CD102000000,AGM-65B Maverick
683,8D715CD102000000,AGM-65C Maverick
684,8E715CD102000000,AGM-65D Maverick
685,8F715CD102000000,AGM-65E Maverick
686,90715CD102000000,AGM-65F Maverick
687,91715CD102000000,AGM-65G Maverick
688,DD4709D202000000,AH-1J COBRA  #reco1
689,5F5720D502000000,AKS-74U
690,5A2088D702000000,AMX-10P
691,4C4088D702000000,AMX-30
692,DD624DDA02000000,APILAS
693,9E6708DD02000000,AS.15TT
694,0DB858DD02000000,#command ASLAV-C
695,97917CDD02000000,ASU-85M
696,DDD52CDE02000000,M39
697,D7D245DE02000000,Dual purpose missile
698,413064DE02000000,ATO-200
699,412074DE02000000,ATS-103
700,38EECAE602000000,Anti-Aircraft Missile
701,304ADFE602000000,Jaktraket m/57
702,B5DEDDEE02000000,Air Superiority fighter
703,06329BF002000000,Akan m/75
704,A9DCC8F702000000,Command Armor
705,A9DDE1F802000000,Assault Squad
706,15260C1703000000,BM-21
707,15560C1703000000,BM-24
708,1526681703000000,KORSHUN
709,DF70391C03000000,#command BRDM-2U
710,4B50701E03000000,BTR-40A  #reco1
711,4C50701E03000000,SPW-40 #reco1
712,5580701E03000000,#command BTR-70K
713,C120542103000000,BWK120
714,8B309B3003000000,BKAN 1A
715,8535AB3703000000,Bren L4
716,42B84D5203000000,QW-1
717,86E1395703000000,#command T-55AD-1
718,03E2395703000000,#command T-72K1
719,DE025E5903000000,COMVAT
720,DE82805C03000000,WDU-5002/B CRV7
721,DE72E96D03000000,Chu-MAT
722,A9DDC97403000000,Command Squad
723,D7D2D17703000000,Crotale
724,C320048403000000,D-30
725,01B1408F03000000,DEFA 550
726,58162D9C03000000,M47 Dragon
727,33CD9AB703000000,DRAGONER
728,A9A9DBB803000000,#command VELITELSKÝ ŠTÁB
729,0BC4410504000000,F-4F KWS
730,55C62D0604000000,F-5A
731,8131300B04000000,FAB 250
732,4160300B04000000,FAB 500
733,D740142004000000,FV432(M)
734,8621784D04000000,GCT F1
735,01E12D5304000000,GIAT 30
736,4240485D04000000,GSh-301
737,4340485D04000000,GSh-2-30
738,4740485D04000000,GSh-6-30
739,5540485D04000000,GSh-30k
740,C470485D04000000,GSh-6-23
741,8822E46604000000,M197 Vulcan
742,E96DD66A04000000,FLAKPZ. GEPARD
743,C111A97704000000,G60
744,C271A97704000000,M61
745,C871A97704000000,M67
746,4572A97704000000,M84
747,4475A97704000000,MK3
748,58C4A97704000000,RGN
749,59C4A97704000000,RGO
750,CFD2A97704000000,SAE-210
751,5639AB7704000000,Grenade Launcher
752,BB99E37A04000000,Carl Gustav M2
753,93D4209B04000000,HQ-7
754,0291749D04000000,HSS.831
755,B91ACBA604000000,Hamlet
756,4A71F1B404000000,M-49
757,868158CC04000000,IBL-755
758,9760C6EC04000000,Igla-1M
759,4420ECF004000000,IKV 103
760,B3099BFB04000000,Twin Ivakan m/36
761,93D4340805000000,J-7C
762,93D4480805000000,J-7H
763,4620841D05000000,JSW 105
764,8621841D05000000,JSW 155
765,B7CAAA2605000000,JÆGERE #reco2
766,DE72D52605000000,MAT
767,DE72F93A05000000,Jyu-MAT
768,57B5544C05000000,kbk AKM
769,C2921C5705000000,KM68A1
770,86E1915A05000000,KPz T-55
771,89216B5D05000000,Ksp m/58
772,8CA70C6605000000,Ka-29TB
773,D6650C6D05000000,Kh-25ML
774,DA650C6D05000000,Kh-25MPU
775,03E2FD7505000000,KPz T-72
776,DA42E97E05000000,#command MITHUBISHI CV
777,04D22C9C05000000,LRAC 73
778,33EDB2AA05000000,LEGION
779,4474B9AA05000000,l.MG3
780,C1D0CFBE05000000,Twin M621
781,95D3CFBE05000000,LYNX
782,C27204C205000000,PzMrs M113
783,C37204C205000000,M106A2
784,C3A204C205000000,M109A2
785,C4A204C205000000,SKH M/109A3
786,0B1708C205000000,M110 R.A.
787,C34208C205000000,M113A1
788,C44208C205000000,M113A3
789,C25208C205000000,#command M114A1
790,C35208C205000000,M114A2 #reco1
791,C2620CC205000000,M125A1
792,55C625C205000000,M18
793,C22204C305000000,M201A1
794,8D2604C305000000,M201 #reco2
795,BFC904C305000000,M20A1 Super Bazooka
796,55C61DC405000000,M36
797,8DB004C505000000,M40A1C RR
