[ID],ControllerName,Selection,Default,_ShortDatabaseName,InitStage
19647,MouvementHandlerController,Collection[1],106 : 32572 (False) - TMouvementHandlerLandVehicleDescriptor,null,null
19648,FuelController,Collection[1],107 : 32573 (False) - TFuelModuleDescriptor,null,null
19649,ScannerConfigurationController,Collection[1],108 : 32574 (False) - TScannerConfigurationDescriptor,null,null
19650,ScannerController,Collection[1],109 : 32575 (False) - TModernWarfareScannerModuleDescriptor,null,null
19652,MissileCarriageController,Collection[1],114 : 32577 (False) - TMissileCarriageModuleDescriptor,null,null
19654,IAStratController,Collection[1],110 : 32579 (False) - TIAStratModuleDescriptor,null,2
19657,TypeUnitController,Collection[2],96 : 32581 (False) - TTypeUnitModuleDescriptor,null,null
19658,CompanyUnitController,Collection[1],101 : 32582 (False) - TCompanyUnitModuleDescriptor,null,null
19660,WeaponManagerController,Collection[1],103 : 32584 (True) - TWeaponManagerModuleDescriptor,null,null
19661,MouvementHandlerController,Collection[1],106 : 32585 (False) - TMouvementHandlerLandVehicleDescriptor,null,null
19662,FuelController,Collection[1],107 : 32586 (False) - TFuelModuleDescriptor,null,null
19663,IAStratController,Collection[1],110 : 32587 (False) - TIAStratModuleDescriptor,null,2
19665,TypeUnitController,Collection[2],96 : 32589 (False) - TTypeUnitModuleDescriptor,null,null
19666,CompanyUnitController,Collection[1],101 : 32590 (False) - TCompanyUnitModuleDescriptor,null,null
19668,WeaponManagerController,Collection[1],103 : 32592 (True) - TWeaponManagerModuleDescriptor,null,null
19670,TypeUnitController,Collection[2],96 : 32594 (False) - TTypeUnitModuleDescriptor,null,null
19672,PositionController,Collection[1],93 : 32595 (False) - TPositionModuleDescriptor,null,null
19673,CompanyUnitController,Collection[1],101 : 32596 (False) - TCompanyUnitModuleDescriptor,null,null
19675,WeaponManagerController,Collection[1],103 : 32598 (True) - TWeaponManagerModuleDescriptor,null,null
19676,MouvementHandlerController,Collection[1],106 : 32599 (False) - TMouvementHandlerLandVehicleDescriptor,null,null
19677,FuelController,Collection[1],107 : 32600 (False) - TFuelModuleDescriptor,null,null
19678,ScannerConfigurationController,Collection[1],108 : 32601 (False) - TScannerConfigurationDescriptor,null,null
19679,ScannerController,Collection[1],109 : 32602 (False) - TModernWarfareScannerModuleDescriptor,null,null
19681,IAStratController,Collection[1],110 : 32604 (False) - TIAStratModuleDescriptor,null,2
19683,TypeUnitController,Collection[2],96 : 32606 (False) - TTypeUnitModuleDescriptor,null,null
19684,CompanyUnitController,Collection[1],101 : 32607 (False) - TCompanyUnitModuleDescriptor,null,null
19686,WeaponManagerController,Collection[1],103 : 32609 (True) - TWeaponManagerModuleDescriptor,null,null
19687,DamageController,Collection[1],104 : 32610 (False) - TModernWarfareDamageModuleDescriptor,null,null
19688,MouvementHandlerController,Collection[1],106 : 32611 (False) - TMouvementHandlerLandVehicleDescriptor,null,null
19691,TypeUnitController,Collection[2],96 : 32613 (False) - TTypeUnitModuleDescriptor,null,null
19692,CompanyUnitController,Collection[1],101 : 32614 (False) - TCompanyUnitModuleDescriptor,null,null
19694,WeaponManagerController,Collection[1],103 : 32616 (True) - TWeaponManagerModuleDescriptor,null,null
19695,FuelController,Collection[1],107 : 32617 (False) - TFuelModuleDescriptor,null,null
19697,TypeUnitController,Collection[2],96 : 32619 (False) - TTypeUnitModuleDescriptor,null,null
19698,CompanyUnitController,Collection[1],101 : 32620 (False) - TCompanyUnitModuleDescriptor,null,null
19700,WeaponManagerController,Collection[1],103 : 32622 (True) - TWeaponManagerModuleDescriptor,null,null
19702,TypeUnitController,Collection[2],96 : 32624 (False) - TTypeUnitModuleDescriptor,null,null
19703,CompanyUnitController,Collection[1],101 : 32625 (False) - TCompanyUnitModuleDescriptor,null,null
19705,WeaponManagerController,Collection[1],103 : 32627 (True) - TWeaponManagerModuleDescriptor,null,null
19706,MouvementHandlerController,Collection[1],106 : 32628 (False) - TMouvementHandlerLandVehicleDescriptor,null,null
19707,FuelController,Collection[1],107 : 32629 (False) - TFuelModuleDescriptor,null,null
19708,IAStratController,Collection[1],110 : 32630 (False) - TIAStratModuleDescriptor,null,2
19710,TypeUnitController,Collection[2],96 : 32632 (False) - TTypeUnitModuleDescriptor,null,null
19711,CompanyUnitController,Collection[1],101 : 32633 (False) - TCompanyUnitModuleDescriptor,null,null
19713,WeaponManagerController,Collection[1],103 : 32635 (True) - TWeaponManagerModuleDescriptor,null,null
19714,MouvementHandlerController,Collection[1],106 : 32636 (False) - TMouvementHandlerLandVehicleDescriptor,null,null
19716,TypeUnitController,Collection[2],96 : 32638 (False) - TTypeUnitModuleDescriptor,null,null
19717,CompanyUnitController,Collection[1],101 : 32639 (False) - TCompanyUnitModuleDescriptor,null,null
19719,WeaponManagerController,Collection[1],103 : 32641 (True) - TWeaponManagerModuleDescriptor,null,null
19721,TypeUnitController,Collection[2],96 : 32643 (False) - TTypeUnitModuleDescriptor,null,null
19722,CompanyUnitController,Collection[1],101 : 32644 (False) - TCompanyUnitModuleDescriptor,null,null
19724,WeaponManagerController,Collection[1],103 : 32646 (True) - TWeaponManagerModuleDescriptor,null,null
19725,DamageController,Collection[1],104 : 32647 (False) - TModernWarfareDamageModuleDescriptor,null,null
19726,FuelController,Collection[1],107 : 32648 (False) - TFuelModuleDescriptor,null,null
19728,TypeUnitController,Collection[2],96 : 32650 (False) - TTypeUnitModuleDescriptor,null,null
19729,CompanyUnitController,Collection[1],101 : 32651 (False) - TCompanyUnitModuleDescriptor,null,null
19731,WeaponManagerController,Collection[1],103 : 32653 (True) - TWeaponManagerModuleDescriptor,null,null
19733,TypeUnitController,Collection[2],96 : 32655 (False) - TTypeUnitModuleDescriptor,null,null
19734,CompanyUnitController,Collection[1],101 : 32656 (False) - TCompanyUnitModuleDescriptor,null,null
19736,WeaponManagerController,Collection[1],103 : 32658 (True) - TWeaponManagerModuleDescriptor,null,null
19738,TypeUnitController,Collection[2],96 : 32660 (False) - TTypeUnitModuleDescriptor,null,null
19739,CompanyUnitController,Collection[1],101 : 32661 (False) - TCompanyUnitModuleDescriptor,null,null
19741,WeaponManagerController,Collection[1],103 : 32663 (True) - TWeaponManagerModuleDescriptor,null,null
19742,MouvementHandlerController,Collection[1],106 : 32664 (False) - TMouvementHandlerLandVehicleDescriptor,null,null
19744,TypeUnitController,Collection[2],96 : 32666 (False) - TTypeUnitModuleDescriptor,null,null
19746,CriticalEffectController,Collection[1],97 : 32667 (True) - TCriticalEffectModuleDescriptor,null,null
19747,PositionController,Collection[1],93 : 32669 (False) - TPositionModuleDescriptor,null,null
19748,CompanyUnitController,Collection[1],101 : 32670 (False) - TCompanyUnitModuleDescriptor,null,null
19749,VisibilityController,Collection[1],102 : 32671 (False) - TVisibilityModuleDescriptor,null,null
19750,WeaponManagerController,Collection[1],103 : 32672 (True) - TWeaponManagerModuleDescriptor,null,null
19751,DamageController,Collection[1],104 : 32673 (False) - TModernWarfareDamageModuleDescriptor,null,null
19752,HaloController,Collection[1],105 : 32674 (False) - THaloModuleDescriptor,InfantryHaloModuleDescriptor,null
19753,GroupeCombatController,Collection[1],115 : 32675 (False) - TGroupeCombatModuleDescriptor,null,null
19754,MouvementHandlerController,Collection[1],106 : 32676 (False) - TMouvementHandlerLandVehicleDescriptor,null,null
19756,CommandManagerController,Collection[1],116 : 32678 (False) - TCommandManagerModuleDescriptor,null,null
19757,CadavreController,Collection[1],null,null,null
19758,IAStratController,Collection[1],110 : 32680 (False) - TIAStratModuleDescriptor,null,2
19762,TypeUnitController,Collection[2],96 : 32682 (False) - TTypeUnitModuleDescriptor,null,null
19764,PositionController,Collection[1],93 : 32683 (False) - TPositionModuleDescriptor,null,null
19765,CompanyUnitController,Collection[1],101 : 32684 (False) - TCompanyUnitModuleDescriptor,null,null
19766,VisibilityController,Collection[1],102 : 32685 (False) - TVisibilityModuleDescriptor,null,null
19767,WeaponManagerController,Collection[1],103 : 32686 (True) - TWeaponManagerModuleDescriptor,null,null
19768,GroupeCombatController,Collection[1],115 : 32687 (False) - TGroupeCombatModuleDescriptor,null,null
19769,MouvementHandlerController,Collection[1],106 : 32688 (False) - TMouvementHandlerLandVehicleDescriptor,null,null
19770,ScannerConfigurationController,Collection[1],108 : 32689 (False) - TScannerConfigurationDescriptor,null,null
19771,ScannerController,Collection[1],109 : 32690 (False) - TModernWarfareScannerModuleDescriptor,null,null
19773,IAStratController,Collection[1],110 : 32692 (False) - TIAStratModuleDescriptor,null,2
19775,TypeUnitController,Collection[2],96 : 32694 (False) - TTypeUnitModuleDescriptor,null,null
19776,CompanyUnitController,Collection[1],101 : 32695 (False) - TCompanyUnitModuleDescriptor,null,null
19777,WeaponManagerController,Collection[1],103 : 32696 (True) - TWeaponManagerModuleDescriptor,null,null
19778,DamageController,Collection[1],104 : 32697 (False) - TModernWarfareDamageModuleDescriptor,null,null
19779,GroupeCombatController,Collection[1],115 : 32698 (False) - TGroupeCombatModuleDescriptor,null,null
19781,IAStratController,Collection[1],110 : 32700 (False) - TIAStratModuleDescriptor,null,2
19784,TypeUnitController,Collection[2],96 : 32702 (False) - TTypeUnitModuleDescriptor,null,null
19785,CompanyUnitController,Collection[1],101 : 32703 (False) - TCompanyUnitModuleDescriptor,null,null
19786,WeaponManagerController,Collection[1],103 : 32704 (True) - TWeaponManagerModuleDescriptor,null,null
19787,GroupeCombatController,Collection[1],115 : 32705 (False) - TGroupeCombatModuleDescriptor,null,null
19789,IAStratController,Collection[1],110 : 32706 (False) - TIAStratModuleDescriptor,null,2
19792,TypeUnitController,Collection[2],96 : 32708 (False) - TTypeUnitModuleDescriptor,null,null
19793,CompanyUnitController,Collection[1],101 : 32709 (False) - TCompanyUnitModuleDescriptor,null,null
19795,WeaponManagerController,Collection[1],103 : 32711 (True) - TWeaponManagerModuleDescriptor,null,null
19796,DamageController,Collection[1],104 : 32712 (False) - TModernWarfareDamageModuleDescriptor,null,null
19797,MouvementHandlerController,Collection[1],106 : 32713 (False) - TMouvementHandlerLandVehicleDescriptor,null,null
19800,TypeUnitController,Collection[2],96 : 32715 (False) - TTypeUnitModuleDescriptor,null,null
19801,CompanyUnitController,Collection[1],101 : 32716 (False) - TCompanyUnitModuleDescriptor,null,null
19803,WeaponManagerController,Collection[1],103 : 32718 (True) - TWeaponManagerModuleDescriptor,null,null
19805,TypeUnitController,Collection[2],96 : 32720 (False) - TTypeUnitModuleDescriptor,null,null
19806,CompanyUnitController,Collection[1],101 : 32721 (False) - TCompanyUnitModuleDescriptor,null,null
19808,WeaponManagerController,Collection[1],103 : 32723 (True) - TWeaponManagerModuleDescriptor,null,null
19810,TypeUnitController,Collection[2],96 : 32725 (False) - TTypeUnitModuleDescriptor,null,null
19811,CompanyUnitController,Collection[1],101 : 32726 (False) - TCompanyUnitModuleDescriptor,null,null
19813,WeaponManagerController,Collection[1],103 : 32728 (True) - TWeaponManagerModuleDescriptor,null,null
19815,TypeUnitController,Collection[2],96 : 32730 (False) - TTypeUnitModuleDescriptor,null,null
19816,CompanyUnitController,Collection[1],101 : 32731 (False) - TCompanyUnitModuleDescriptor,null,null
19818,WeaponManagerController,Collection[1],103 : 32733 (True) - TWeaponManagerModuleDescriptor,null,null
19819,MouvementHandlerController,Collection[1],106 : 32734 (False) - TMouvementHandlerLandVehicleDescriptor,null,null
19820,FuelController,Collection[1],107 : 32735 (False) - TFuelModuleDescriptor,null,null
19821,ScannerConfigurationController,Collection[1],108 : 32736 (False) - TScannerConfigurationDescriptor,null,null
19822,MissileCarriageController,Collection[1],114 : 32737 (False) - TMissileCarriageModuleDescriptor,null,null
19825,TypeUnitController,Collection[2],96 : 32740 (False) - TTypeUnitModuleDescriptor,null,null
19826,CompanyUnitController,Collection[1],101 : 32741 (False) - TCompanyUnitModuleDescriptor,null,null
19828,WeaponManagerController,Collection[1],103 : 32743 (True) - TWeaponManagerModuleDescriptor,null,null
19829,MouvementHandlerController,Collection[1],106 : 32744 (False) - TMouvementHandlerLandVehicleDescriptor,null,null
19830,MissileCarriageController,Collection[1],114 : 32745 (False) - TMissileCarriageModuleDescriptor,null,null
19833,TypeUnitController,Collection[2],96 : 32748 (False) - TTypeUnitModuleDescriptor,null,null
19834,CompanyUnitController,Collection[1],101 : 32749 (False) - TCompanyUnitModuleDescriptor,null,null
19836,WeaponManagerController,Collection[1],103 : 32751 (True) - TWeaponManagerModuleDescriptor,null,null
19837,MissileCarriageController,Collection[1],114 : 32752 (False) - TMissileCarriageModuleDescriptor,null,null
19840,TypeUnitController,Collection[2],96 : 32755 (False) - TTypeUnitModuleDescriptor,null,null
19841,PositionController,Collection[1],93 : 32757 (False) - TPositionModuleDescriptor,null,null
19842,CompanyUnitController,Collection[1],101 : 32758 (False) - TCompanyUnitModuleDescriptor,null,null
19844,WeaponManagerController,Collection[1],103 : 32760 (True) - TWeaponManagerModuleDescriptor,null,null
19845,MouvementHandlerController,Collection[1],106 : 32761 (False) - TMouvementHandlerLandVehicleDescriptor,null,null
19846,FuelController,Collection[1],107 : 32762 (False) - TFuelModuleDescriptor,null,null
19849,TypeUnitController,Collection[2],96 : 32764 (False) - TTypeUnitModuleDescriptor,null,null
19850,PositionController,Collection[1],93 : 32766 (False) - TPositionModuleDescriptor,null,null
19851,CompanyUnitController,Collection[1],101 : 32767 (False) - TCompanyUnitModuleDescriptor,null,null
19853,WeaponManagerController,Collection[1],103 : 32769 (True) - TWeaponManagerModuleDescriptor,null,null
19854,MouvementHandlerController,Collection[1],106 : 32770 (False) - TMouvementHandlerLandVehicleDescriptor,null,null
19855,FuelController,Collection[1],107 : 32771 (False) - TFuelModuleDescriptor,null,null
19856,ScannerConfigurationController,Collection[1],108 : 32772 (False) - TScannerConfigurationDescriptor,null,null
19858,TypeUnitController,Collection[2],96 : 32774 (False) - TTypeUnitModuleDescriptor,null,null
19859,CompanyUnitController,Collection[1],101 : 32775 (False) - TCompanyUnitModuleDescriptor,null,null
19861,WeaponManagerController,Collection[1],103 : 32777 (True) - TWeaponManagerModuleDescriptor,null,null
19862,MouvementHandlerController,Collection[1],106 : 32778 (False) - TMouvementHandlerLandVehicleDescriptor,null,null
19863,FuelController,Collection[1],107 : 32779 (False) - TFuelModuleDescriptor,null,null
19865,TypeUnitController,Collection[2],96 : 32781 (False) - TTypeUnitModuleDescriptor,null,null
19866,CompanyUnitController,Collection[1],101 : 32782 (False) - TCompanyUnitModuleDescriptor,null,null
19867,VisibilityController,Collection[1],102 : 32783 (False) - TVisibilityModuleDescriptor,null,null
19869,WeaponManagerController,Collection[1],103 : 32785 (True) - TWeaponManagerModuleDescriptor,null,null
19870,DamageController,Collection[1],104 : 32786 (False) - TModernWarfareDamageModuleDescriptor,null,null
19871,MouvementHandlerController,Collection[1],106 : 32787 (False) - TMouvementHandlerLandVehicleDescriptor,null,null
19872,FuelController,Collection[1],107 : 32788 (False) - TFuelModuleDescriptor,null,null
19873,ScannerConfigurationController,Collection[1],108 : 32789 (False) - TScannerConfigurationDescriptor,null,null
19874,ScannerController,Collection[1],109 : 32790 (False) - TModernWarfareScannerModuleDescriptor,null,null
19876,IAStratController,Collection[1],110 : 32791 (False) - TIAStratModuleDescriptor,null,2
19878,TypeUnitController,Collection[2],96 : 32793 (False) - TTypeUnitModuleDescriptor,null,null
19879,PositionController,Collection[1],93 : 32794 (False) - TPositionModuleDescriptor,null,null
19880,CompanyUnitController,Collection[1],101 : 32795 (False) - TCompanyUnitModuleDescriptor,null,null
19882,WeaponManagerController,Collection[1],103 : 32797 (True) - TWeaponManagerModuleDescriptor,null,null
19883,ScannerConfigurationController,Collection[1],108 : 32798 (False) - TScannerConfigurationDescriptor,null,null
19885,IAStratController,Collection[1],110 : 32800 (False) - TIAStratModuleDescriptor,null,2
19887,TypeUnitController,Collection[2],96 : 32802 (False) - TTypeUnitModuleDescriptor,null,null
19888,PositionController,Collection[1],93 : 32803 (False) - TPositionModuleDescriptor,null,null
19889,CompanyUnitController,Collection[1],101 : 32804 (False) - TCompanyUnitModuleDescriptor,null,null
19891,WeaponManagerController,Collection[1],103 : 32806 (True) - TWeaponManagerModuleDescriptor,null,null
19892,DamageController,Collection[1],104 : 32807 (False) - TModernWarfareDamageModuleDescriptor,null,null
19893,MouvementHandlerController,Collection[1],106 : 32808 (False) - TMouvementHandlerLandVehicleDescriptor,null,null
19894,FuelController,Collection[1],107 : 32809 (False) - TFuelModuleDescriptor,null,null
19895,TransporterController,Collection[1],117 : 32810 (False) - TTransporterModuleDescriptor,null,null
19896,IAStratController,Collection[1],110 : 32811 (False) - TIAStratModuleDescriptor,null,2
19898,TypeUnitController,Collection[2],96 : 32813 (False) - TTypeUnitModuleDescriptor,null,null
19899,CompanyUnitController,Collection[1],101 : 32814 (False) - TCompanyUnitModuleDescriptor,null,null
19901,WeaponManagerController,Collection[1],103 : 32816 (True) - TWeaponManagerModuleDescriptor,null,null
19903,TypeUnitController,Collection[2],96 : 32818 (False) - TTypeUnitModuleDescriptor,null,null
19904,CompanyUnitController,Collection[1],101 : 32819 (False) - TCompanyUnitModuleDescriptor,null,null
19906,WeaponManagerController,Collection[1],103 : 32821 (True) - TWeaponManagerModuleDescriptor,null,null
19907,MouvementHandlerController,Collection[1],106 : 32822 (False) - TMouvementHandlerLandVehicleDescriptor,null,null
19908,FuelController,Collection[1],107 : 32823 (False) - TFuelModuleDescriptor,null,null
19909,IAStratController,Collection[1],110 : 32824 (False) - TIAStratModuleDescriptor,null,2
19911,TypeUnitController,Collection[2],96 : 32826 (False) - TTypeUnitModuleDescriptor,null,null
19912,CompanyUnitController,Collection[1],101 : 32827 (False) - TCompanyUnitModuleDescriptor,null,null
19914,WeaponManagerController,Collection[1],103 : 32829 (True) - TWeaponManagerModuleDescriptor,null,null
19915,ScannerConfigurationController,Collection[1],108 : 32830 (False) - TScannerConfigurationDescriptor,null,null
19917,TypeUnitController,Collection[2],96 : 32832 (False) - TTypeUnitModuleDescriptor,null,null
19918,CompanyUnitController,Collection[1],101 : 32833 (False) - TCompanyUnitModuleDescriptor,null,null
19920,WeaponManagerController,Collection[1],103 : 32835 (True) - TWeaponManagerModuleDescriptor,null,null
19922,TypeUnitController,Collection[2],96 : 32837 (False) - TTypeUnitModuleDescriptor,null,null
19923,CompanyUnitController,Collection[1],101 : 32838 (False) - TCompanyUnitModuleDescriptor,null,null
19925,WeaponManagerController,Collection[1],103 : 32840 (True) - TWeaponManagerModuleDescriptor,null,null
19926,MouvementHandlerController,Collection[1],106 : 32841 (False) - TMouvementHandlerLandVehicleDescriptor,null,null
19927,FuelController,Collection[1],107 : 32842 (False) - TFuelModuleDescriptor,null,null
19929,TypeUnitController,Collection[2],96 : 32844 (False) - TTypeUnitModuleDescriptor,null,null
19930,PositionController,Collection[1],93 : 32845 (False) - TPositionModuleDescriptor,null,null
19931,CompanyUnitController,Collection[1],101 : 32846 (False) - TCompanyUnitModuleDescriptor,null,null
19933,WeaponManagerController,Collection[1],103 : 32848 (True) - TWeaponManagerModuleDescriptor,null,null
19934,DamageController,Collection[1],104 : 32849 (False) - TModernWarfareDamageModuleDescriptor,null,null
19935,MouvementHandlerController,Collection[1],106 : 32850 (False) - TMouvementHandlerLandVehicleDescriptor,null,null
19936,FuelController,Collection[1],107 : 32851 (False) - TFuelModuleDescriptor,null,null
19937,ScannerConfigurationController,Collection[1],108 : 32852 (False) - TScannerConfigurationDescriptor,null,null
19938,IAStratController,Collection[1],110 : 32853 (False) - TIAStratModuleDescriptor,null,2
19940,TypeUnitController,Collection[2],96 : 32855 (False) - TTypeUnitModuleDescriptor,null,null
19941,CompanyUnitController,Collection[1],101 : 32856 (False) - TCompanyUnitModuleDescriptor,null,null
19943,WeaponManagerController,Collection[1],103 : 32858 (True) - TWeaponManagerModuleDescriptor,null,null
19945,TypeUnitController,Collection[2],96 : 32860 (False) - TTypeUnitModuleDescriptor,null,null
19946,CompanyUnitController,Collection[1],101 : 32861 (False) - TCompanyUnitModuleDescriptor,null,null
19948,WeaponManagerController,Collection[1],103 : 32863 (True) - TWeaponManagerModuleDescriptor,null,null
19949,FuelController,Collection[1],107 : 32864 (False) - TFuelModuleDescriptor,null,null
19952,TypeUnitController,Collection[2],96 : 32866 (False) - TTypeUnitModuleDescriptor,null,null
19953,CompanyUnitController,Collection[1],101 : 32867 (False) - TCompanyUnitModuleDescriptor,null,null
19955,WeaponManagerController,Collection[1],103 : 32869 (True) - TWeaponManagerModuleDescriptor,null,null
19957,TypeUnitController,Collection[2],96 : 32871 (False) - TTypeUnitModuleDescriptor,null,null
19958,CompanyUnitController,Collection[1],101 : 32872 (False) - TCompanyUnitModuleDescriptor,null,null
19960,WeaponManagerController,Collection[1],103 : 32874 (True) - TWeaponManagerModuleDescriptor,null,null
19961,DamageController,Collection[1],104 : 32875 (False) - TModernWarfareDamageModuleDescriptor,null,null
19962,FuelController,Collection[1],107 : 32876 (False) - TFuelModuleDescriptor,null,null
19965,TypeUnitController,Collection[2],96 : 32878 (False) - TTypeUnitModuleDescriptor,null,null
19966,CompanyUnitController,Collection[1],101 : 32879 (False) - TCompanyUnitModuleDescriptor,null,null
19968,WeaponManagerController,Collection[1],103 : 32881 (True) - TWeaponManagerModuleDescriptor,null,null
19969,DamageController,Collection[1],104 : 32882 (False) - TModernWarfareDamageModuleDescriptor,null,null
19970,MouvementHandlerController,Collection[1],106 : 32883 (False) - TMouvementHandlerLandVehicleDescriptor,null,null
19972,TypeUnitController,Collection[2],96 : 32885 (False) - TTypeUnitModuleDescriptor,null,null
19973,CompanyUnitController,Collection[1],101 : 32886 (False) - TCompanyUnitModuleDescriptor,null,null
19975,WeaponManagerController,Collection[1],103 : 32888 (True) - TWeaponManagerModuleDescriptor,null,null
19977,TypeUnitController,Collection[2],96 : 32890 (False) - TTypeUnitModuleDescriptor,null,null
19978,CompanyUnitController,Collection[1],101 : 32891 (False) - TCompanyUnitModuleDescriptor,null,null
19980,WeaponManagerController,Collection[1],103 : 32893 (True) - TWeaponManagerModuleDescriptor,null,null
19981,DamageController,Collection[1],104 : 32894 (False) - TModernWarfareDamageModuleDescriptor,null,null
19982,IAStratController,Collection[1],110 : 32895 (False) - TIAStratModuleDescriptor,null,2
19984,TypeUnitController,Collection[2],96 : 32897 (False) - TTypeUnitModuleDescriptor,null,null
19985,CompanyUnitController,Collection[1],101 : 32898 (False) - TCompanyUnitModuleDescriptor,null,null
19987,WeaponManagerController,Collection[1],103 : 32900 (True) - TWeaponManagerModuleDescriptor,null,null
19988,DamageController,Collection[1],104 : 32901 (False) - TModernWarfareDamageModuleDescriptor,null,null
19990,TypeUnitController,Collection[2],96 : 32903 (False) - TTypeUnitModuleDescriptor,null,null
19991,CompanyUnitController,Collection[1],101 : 32904 (False) - TCompanyUnitModuleDescriptor,null,null
19993,WeaponManagerController,Collection[1],103 : 32906 (True) - TWeaponManagerModuleDescriptor,null,null
19995,TypeUnitController,Collection[2],96 : 32908 (False) - TTypeUnitModuleDescriptor,null,null
19996,CompanyUnitController,Collection[1],101 : 32909 (False) - TCompanyUnitModuleDescriptor,null,null
19998,WeaponManagerController,Collection[1],103 : 32911 (True) - TWeaponManagerModuleDescriptor,null,null
19999,DamageController,Collection[1],104 : 32912 (False) - TModernWarfareDamageModuleDescriptor,null,null
20000,MouvementHandlerController,Collection[1],106 : 32913 (False) - TMouvementHandlerLandVehicleDescriptor,null,null
20001,FuelController,Collection[1],107 : 32914 (False) - TFuelModuleDescriptor,null,null
20003,TypeUnitController,Collection[2],96 : 32916 (False) - TTypeUnitModuleDescriptor,null,null
20004,CompanyUnitController,Collection[1],101 : 32917 (False) - TCompanyUnitModuleDescriptor,null,null
20006,WeaponManagerController,Collection[1],103 : 32919 (True) - TWeaponManagerModuleDescriptor,null,null
20007,DamageController,Collection[1],104 : 32920 (False) - TModernWarfareDamageModuleDescriptor,null,null
20008,FuelController,Collection[1],107 : 32921 (False) - TFuelModuleDescriptor,null,null
20010,TypeUnitController,Collection[2],96 : 32923 (False) - TTypeUnitModuleDescriptor,null,null
20011,CompanyUnitController,Collection[1],101 : 32924 (False) - TCompanyUnitModuleDescriptor,null,null
20013,WeaponManagerController,Collection[1],103 : 32926 (True) - TWeaponManagerModuleDescriptor,null,null
20014,DamageController,Collection[1],104 : 32927 (False) - TModernWarfareDamageModuleDescriptor,null,null
20016,TypeUnitController,Collection[2],96 : 32929 (False) - TTypeUnitModuleDescriptor,null,null
20017,CompanyUnitController,Collection[1],101 : 32930 (False) - TCompanyUnitModuleDescriptor,null,null
20019,WeaponManagerController,Collection[1],103 : 32932 (True) - TWeaponManagerModuleDescriptor,null,null
20020,MouvementHandlerController,Collection[1],106 : 32933 (False) - TMouvementHandlerLandVehicleDescriptor,null,null
20022,TypeUnitController,Collection[2],96 : 32935 (False) - TTypeUnitModuleDescriptor,null,null
20023,CompanyUnitController,Collection[1],101 : 32936 (False) - TCompanyUnitModuleDescriptor,null,null
20025,WeaponManagerController,Collection[1],103 : 32938 (True) - TWeaponManagerModuleDescriptor,null,null
20027,TypeUnitController,Collection[2],96 : 32940 (False) - TTypeUnitModuleDescriptor,null,null
20028,ExperienceController,Collection[1],100 : 32941 (False) - TModernWarfareExperienceModuleDescriptor,null,null
20029,CompanyUnitController,Collection[1],101 : 32942 (False) - TCompanyUnitModuleDescriptor,null,null
20031,MouvementHandlerController,Collection[1],106 : 32944 (False) - TMouvementHandlerLandVehicleDescriptor,null,null
