[ID],DescriptorId,Name,TypeName,TypeArme,Arme,ProjectileType,Puissance,TempsEntreDeuxTirs,TempsEntreDeuxFx,PorteeMaximale,PorteeMaximaleBateaux,AngleDispersion,RadiusSplashSuppressDamages,SuppressDamages,RayonPinned,TirIndirect,TirReflexe,FX_tir_sans_physic,FX_vitesse_de_depart,FX_frottement,FX_tir_tendu,TempsEntreDeuxSalves,NbrProjectilesSimultanes,NbTirParSalves,AffichageMunitionParSalve,Level,HitRollRule,FireDescriptor,FireTriggeringProbability,RadiusSplashPhysicalDamages,PhysicalDamages,Caliber,WeaponCursorType,PorteeMinimale,PorteeMinimaleBateaux,DispersionAtMinRange,DispersionAtMaxRange,NoiseDissimulationMalus,TempsDeVisee,InterfaceWeaponTexture,AffichageMenu,SupplyCost,SmokeDescriptor,PorteeMaximaleTBA,PorteeMinimaleTBA,PorteeMaximaleHA,MissileDescriptor,MissileTimeBetweenCorrections,Guidance,EfficaciteSelonPortee,AffecteParNombre,NeedModelChange,IsFireAndForget,IgnoreInflammabilityConditions,InterdireTirReflexe,CorrectedShotDispersionMultiplier,IsSubAmmunition,RandomDispersion,TempsAnimation,PorteeMaximaleProjectile,PorteeMinimaleProjectile,PorteeMinimaleHA
30535,00000000-0000-0000-0600-00002b080000,9CF6380000000000,9CF6380000000000,9CF6380000000000,3,3,600,0.5,0.5,208000,208000,0.1,18200,350,26000,True,True,True,10000,0.001,True,5,1,1,1,5,113 : 32563 (False) - TModernWarfareHitRollRule,82 : 32564 (True) - TUniteDescriptor,0.25,9100,7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
56041,00000000-0000-0000-0600-0000e1070000,9CF6380000000000,9CF6380000000000,9CF6380000000000,3,null,260,0.5,0.5,208000,208000,0.1,5200,50,7800,True,True,True,10000,0.001,True,5,1,1,1,3,113 : 32563 (False) - TModernWarfareHitRollRule,null,null,2600,0.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77217,00000000-0000-0000-0600-000083070000,0822556D07000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,10,10,1404000,1404000,0.001,15808,350,15600,True,True,null,55000,0.01,null,30,1,10,10,3,113 : 32563 (False) - TModernWarfareHitRollRule,82 : 32564 (True) - TUniteDescriptor,0.3,7904,7,B23C180200000000,7,140400,140400,15600,15600,2.01,30,78 : 89600 (True) - TUIResourceTexture,True,483,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77218,00000000-0000-0000-0600-000084070000,0822556D07000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,10,10,1404000,1404000,0.001,15808,null,15600,True,True,null,55000,0.01,null,15,1,10,10,3,113 : 32563 (False) - TModernWarfareHitRollRule,82 : 32564 (True) - TUniteDescriptor,0.05,7904,null,B23C180200000000,7,140400,140400,15600,15600,2.01,15,78 : 89601 (True) - TUIResourceTexture,True,483,82 : 89602 (True) - TUniteDescriptor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77219,00000000-0000-0000-0600-000046060000,0822556D07000000,0B06000000000000,B31E95B36B5E0000,41,null,250,1,1,143000,143000,0.005,19760,175,2080,null,True,null,180000,0.01,True,10,1,1,1,2,113 : 89604 (False) - TModernWarfareHitRollRule,null,null,130,1,DEF248B23C180200,4,null,null,null,null,2.52,1,78 : 89603 (True) - TUIResourceTexture,True,30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77220,00000000-0000-0000-0600-0000e9030000,558B3BC820000000,0B06000000000000,D175010000000000,1,null,16,0.8,0.2,78000,78000,0.01,832,90,260,null,True,null,180000,0.01,True,2,1,10,100,3,113 : 89606 (False) - TModernWarfareHitRollRule,null,null,260,0.75,B28C948300000000,6,null,null,null,null,1.254,1,78 : 89605 (True) - TUIResourceTexture,True,20,null,65000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77245,00000000-0000-0000-0600-00008e090000,07415C0A00000000,0B06000000000000,D7D2010000000000,3,5,500,1,1,null,null,0.01,32760,360,26000,null,True,True,65000,null,null,25,1,3,3,1,113 : 89622 (False) - TModernWarfareHitRollRule,null,null,16380,9,B7999A1C00000000,3,null,null,null,null,2,0.2,78 : 89621 (True) - TUIResourceTexture,True,486,null,182000,36400,286000,82 : 89623 (True) - TUniteDescriptor,10,1,null,null,null,null,null,null,null,null,null,null,null,null,null
77256,00000000-0000-0000-0600-0000a6070000,57422C0300000000,0B06000000000000,74AE2FE5ECF21E00,3,null,14,0.2,0.012,78000,78000,0.002,3770,120,130,null,True,null,180000,0.01,True,5,1,30,500,3,113 : 89646 (False) - TModernWarfareHitRollRule,null,null,598,1,A9C9C97240000000,5,null,null,null,null,5.2,1,78 : 89645 (True) - TUIResourceTexture,True,500,null,208000,null,195000,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null
77257,00000000-0000-0000-0600-00008b090000,9720109702000000,0B06000000000000,D7D2010000000000,3,5,500,1,1,null,null,0.01,25480,280,26000,null,True,True,104000,null,null,20,1,8,8,1,113 : 89648 (False) - TModernWarfareHitRollRule,null,null,12740,7,5D66354B07000000,3,null,null,null,null,2,1,78 : 89647 (True) - TUIResourceTexture,True,952,null,247000,null,195000,82 : 89649 (True) - TUniteDescriptor,10,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77262,00000000-0000-0000-0600-00008a090000,82405C0A00000000,0B06000000000000,D7D2010000000000,3,5,500,1,1,null,null,0.01,25480,280,26000,null,True,True,104000,null,null,20,1,8,8,1,113 : 89651 (False) - TModernWarfareHitRollRule,null,null,12740,7,5D66354B07000000,3,null,null,null,null,2,1,78 : 89650 (True) - TUIResourceTexture,True,868,null,221000,null,182000,82 : 89652 (True) - TUniteDescriptor,10,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77273,00000000-0000-0000-0600-00005c050000,4120ECF44D630000,0B06000000000000,B31E95B36B5E0000,17,null,250,5,5,156000,156000,0.01,13000,115,2080,null,True,null,180000,0.01,True,5,1,22,22,2,113 : 89666 (False) - TModernWarfareHitRollRule,null,null,130,1,B21C040200000000,4,null,null,null,null,2,1,78 : 89665 (True) - TUIResourceTexture,True,440,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null,null
77274,00000000-0000-0000-0600-00006e060000,4120ECF44D630000,0B06000000000000,B31E95B36B5E0000,3,null,260,5,5,156000,156000,0.01,6500,115,7800,null,True,null,140000,0.01,True,5,1,22,22,3,113 : 89666 (False) - TModernWarfareHitRollRule,82 : 32564 (True) - TUniteDescriptor,0.1,1950,3,B21C040200000000,4,null,null,null,null,2,1.4,78 : 89667 (True) - TUIResourceTexture,True,440,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77280,00000000-0000-0000-0600-000049050000,C5B10C0000000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,6,6,2158000,2158000,0.001,15808,350,15600,True,True,null,55000,0.01,null,30,1,5,5,3,113 : 32563 (False) - TModernWarfareHitRollRule,82 : 32564 (True) - TUniteDescriptor,0.3,7904,7,B23C180200000000,7,215800,215800,13000,13000,2.01,10,78 : 89669 (True) - TUIResourceTexture,True,333,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77281,00000000-0000-0000-0600-00004a050000,C5B10C0000000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,6,6,2158000,2158000,0.001,15808,null,15600,True,True,null,55000,0.01,null,15,1,5,5,3,113 : 32563 (False) - TModernWarfareHitRollRule,82 : 32564 (True) - TUniteDescriptor,0.05,7904,null,B23C180200000000,7,215800,215800,13000,13000,2.01,5,78 : 89670 (True) - TUIResourceTexture,True,333,82 : 89602 (True) - TUniteDescriptor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77282,00000000-0000-0000-0600-0000ed050000,C5B10C0000000000,0B06000000000000,B31E95B36B5E0000,50,null,250,1,1,143000,143000,0.005,19760,175,2080,null,True,null,180000,0.01,True,7.5,1,1,1,2,113 : 89672 (False) - TModernWarfareHitRollRule,null,null,130,1,DEF248B23C180200,4,null,null,null,null,2.52,1,78 : 89671 (True) - TUIResourceTexture,True,30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77283,00000000-0000-0000-0600-0000ec030000,1ED861C820000000,0B06000000000000,D175010000000000,1,null,16,0.8,0.2,78000,78000,0.01,832,90,260,null,True,null,180000,0.01,True,2,1,10,100,3,113 : 89672 (False) - TModernWarfareHitRollRule,null,null,260,0.75,B28C948300000000,6,null,null,null,null,1.254,1,78 : 89673 (True) - TUIResourceTexture,True,20,null,65000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77292,00000000-0000-0000-0600-000043050000,89B00C0000000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,10,10,1118000,1118000,0.001,12688,281,15600,True,True,null,43000,0.01,null,30,1,12,12,3,113 : 32563 (False) - TModernWarfareHitRollRule,82 : 32564 (True) - TUniteDescriptor,0.3,6344,6,B23C0C0200000000,7,111800,111800,20800,20800,1.81,25,78 : 89677 (True) - TUIResourceTexture,True,350,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77293,00000000-0000-0000-0600-000044050000,89B00C0000000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,10,10,1118000,1118000,0.001,12688,null,15600,True,True,null,43000,0.01,null,15,1,12,12,3,113 : 32563 (False) - TModernWarfareHitRollRule,82 : 32564 (True) - TUniteDescriptor,0.05,6344,null,B23C0C0200000000,7,111800,111800,20800,20800,1.81,12,78 : 89678 (True) - TUIResourceTexture,True,350,82 : 89679 (True) - TUniteDescriptor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77294,00000000-0000-0000-0600-0000ea050000,89B00C0000000000,0B06000000000000,B31E95B36B5E0000,43,null,250,1,1,143000,143000,0.005,15860,141,2080,null,True,null,180000,0.01,True,12,1,1,1,2,113 : 89672 (False) - TModernWarfareHitRollRule,null,null,130,1,DEF248B23C0C0200,4,null,null,null,null,2.22,1,78 : 89680 (True) - TUIResourceTexture,True,20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77307,00000000-0000-0000-0600-000037080000,C1B10C0000000000,0B06000000000000,B799DFF405000000,3,1,200,4,4,572000,572000,0.001,9360,265,15600,True,True,null,43000,0.01,null,12,1,3,3,3,113 : 32563 (False) - TModernWarfareHitRollRule,82 : 32564 (True) - TUniteDescriptor,0.3,3120,5,B21C0C0200000000,7,57200,57200,7800,7800,1.8,8,78 : 89688 (True) - TUIResourceTexture,True,120,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77308,00000000-0000-0000-0600-000038080000,C1B10C0000000000,0B06000000000000,B799DFF405000000,3,1,200,4,4,572000,572000,0.001,9360,null,15600,True,True,null,43000,0.01,null,4,1,6,6,3,113 : 32563 (False) - TModernWarfareHitRollRule,82 : 32564 (True) - TUniteDescriptor,0.05,3120,null,B21C0C0200000000,7,57200,57200,13000,13000,1.8,4,78 : 89689 (True) - TUIResourceTexture,True,120,82 : 89690 (True) - TUniteDescriptor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77309,00000000-0000-0000-0600-0000ec050000,C1B10C0000000000,0B06000000000000,B31E95B36B5E0000,48,null,250,1,1,143000,143000,0.01,15600,138,2080,null,True,null,180000,0.01,True,8,1,1,1,2,113 : 89604 (False) - TModernWarfareHitRollRule,null,null,130,1,DEF248B21C0C0200,4,null,null,null,null,2.2,1,78 : 89691 (True) - TUIResourceTexture,True,20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77310,00000000-0000-0000-0600-000002040000,57A50D0702000000,0B06000000000000,D175010000000000,null,null,16,0.8,0.2,65000,65000,0.01,520,55,260,null,True,null,180000,0.01,True,2,1,10,100,3,113 : 89672 (False) - TModernWarfareHitRollRule,null,null,156,0.5,B23C1C2502000000,6,null,null,null,null,1.762,1,78 : 89692 (True) - TUIResourceTexture,True,20,null,39000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77316,00000000-0000-0000-0600-000059060000,C3E0000000000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,10,10,1430000,1430000,0.001,15808,350,15600,True,True,null,55000,0.01,null,30,1,10,10,3,113 : 32563 (False) - TModernWarfareHitRollRule,82 : 32564 (True) - TUniteDescriptor,0.3,7904,7,B23C180200000000,7,143000,143000,20800,20800,2.01,30,78 : 89694 (True) - TUIResourceTexture,True,338,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77317,00000000-0000-0000-0600-00005a060000,C3E0000000000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,10,10,1430000,1430000,0.001,15808,null,15600,True,True,null,55000,0.01,null,15,1,10,10,3,113 : 32563 (False) - TModernWarfareHitRollRule,82 : 32564 (True) - TUniteDescriptor,0.05,7904,null,B23C180200000000,7,143000,143000,20800,20800,2.01,15,78 : 89695 (True) - TUIResourceTexture,True,338,82 : 89602 (True) - TUniteDescriptor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77318,00000000-0000-0000-0600-00002f060000,C3E0000000000000,0B06000000000000,B31E95B36B5E0000,16,null,250,1,1,143000,143000,0.005,19760,175,2080,null,True,null,180000,0.01,True,10,1,1,1,2,113 : 89672 (False) - TModernWarfareHitRollRule,null,null,130,1,B23C180200000000,4,null,null,null,null,2.52,1,78 : 89696 (True) - TUIResourceTexture,True,30,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null,null
77324,00000000-0000-0000-0600-000057060000,C3E0000000000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,12,12,1378000,1378000,0.001,15808,350,15600,True,True,null,55000,0.01,null,30,1,10,10,3,113 : 32563 (False) - TModernWarfareHitRollRule,82 : 32564 (True) - TUniteDescriptor,0.3,7904,7,B23C180200000000,7,137800,137800,26000,26000,2.01,30,78 : 89698 (True) - TUIResourceTexture,True,250,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77325,00000000-0000-0000-0600-000058060000,C3E0000000000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,12,12,1378000,1378000,0.001,15808,null,15600,True,True,null,55000,0.01,null,15,1,10,10,3,113 : 32563 (False) - TModernWarfareHitRollRule,82 : 32564 (True) - TUniteDescriptor,0.05,7904,null,B23C180200000000,7,137800,137800,26000,26000,2.01,15,78 : 89699 (True) - TUIResourceTexture,True,250,82 : 89602 (True) - TUniteDescriptor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77332,00000000-0000-0000-0600-000047050000,45B10C0000000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,15,15,3120000,3120000,0.001,21112,467,15600,True,True,null,55000,0.01,null,30,1,8,8,3,113 : 32563 (False) - TModernWarfareHitRollRule,82 : 32564 (True) - TUniteDescriptor,0.3,10556,10,B24C040300000000,7,312000,312000,10400,10400,2.35,35,78 : 89702 (True) - TUIResourceTexture,True,907,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77333,00000000-0000-0000-0600-000048050000,45B10C0000000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,15,15,3120000,3120000,0.001,21112,null,15600,True,True,null,55000,0.01,null,15,1,8,8,3,113 : 32563 (False) - TModernWarfareHitRollRule,82 : 32564 (True) - TUniteDescriptor,0.05,10556,null,B24C040300000000,7,312000,312000,10400,10400,2.35,17,78 : 89703 (True) - TUIResourceTexture,True,907,82 : 89704 (True) - TUniteDescriptor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77339,00000000-0000-0000-0600-000045050000,45B10C0000000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,15,15,2782000,2782000,0.001,21112,467,15600,True,True,null,55000,0.01,null,30,1,4,4,3,113 : 32563 (False) - TModernWarfareHitRollRule,82 : 32564 (True) - TUniteDescriptor,0.3,10556,10,B24C040300000000,7,278200,278200,13000,13000,2.35,35,78 : 89705 (True) - TUIResourceTexture,True,353,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77340,00000000-0000-0000-0600-000046050000,45B10C0000000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,15,15,2782000,2782000,0.001,21112,null,15600,True,True,null,55000,0.01,null,15,1,4,4,3,113 : 32563 (False) - TModernWarfareHitRollRule,82 : 32564 (True) - TUniteDescriptor,0.05,10556,null,B24C040300000000,7,278200,278200,13000,13000,2.35,17,78 : 89706 (True) - TUIResourceTexture,True,353,82 : 89704 (True) - TUniteDescriptor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77349,00000000-0000-0000-0600-000035080000,82B10C0000000000,0B06000000000000,B799DFF405000000,3,1,200,4,4,572000,572000,0.001,9360,265,15600,True,True,null,43000,0.01,null,12,1,3,3,3,113 : 32563 (False) - TModernWarfareHitRollRule,82 : 32564 (True) - TUniteDescriptor,0.3,3120,5,B21C0C0200000000,7,57200,57200,9100,9100,1.8,8,78 : 89707 (True) - TUIResourceTexture,True,120,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77350,00000000-0000-0000-0600-000036080000,82B10C0000000000,0B06000000000000,B799DFF405000000,3,1,200,4,4,572000,572000,0.001,9360,null,15600,True,True,null,43000,0.01,null,4,1,6,6,3,113 : 32563 (False) - TModernWarfareHitRollRule,82 : 32564 (True) - TUniteDescriptor,0.05,3120,null,B21C0C0200000000,7,57200,57200,13000,13000,1.8,4,78 : 89708 (True) - TUIResourceTexture,True,120,82 : 89690 (True) - TUniteDescriptor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77351,00000000-0000-0000-0600-0000eb050000,82B10C0000000000,0B06000000000000,B31E95B36B5E0000,48,null,250,1,1,143000,143000,0.01,15600,138,2080,null,True,null,180000,0.01,True,8,1,1,1,2,113 : 89710 (False) - TModernWarfareHitRollRule,null,null,130,1,DEF248B21C0C0200,4,null,null,null,null,2.2,1,78 : 89709 (True) - TUIResourceTexture,True,20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77354,00000000-0000-0000-0600-0000a5040000,4AE12D1700000000,0B06000000000000,D1D5010000000000,null,null,10,2,2,33800,33800,0.01,520,30,260,null,True,null,180000,0.01,True,4,1,4,40,3,113 : 89714 (False) - TModernWarfareHitRollRule,null,null,182,1,B2AC000000000000,6,130,130,null,null,1.9,1,78 : 89713 (True) - TUIResourceTexture,True,4,null,33800,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
77355,00000000-0000-0000-0600-0000a4040000,4AE12D1700000000,0B06000000000000,D1D5010000000000,null,null,10,2,2,130,130,0.01,520,30,260,null,True,null,180000,0.01,True,4,1,4,40,3,113 : 89716 (False) - TModernWarfareHitRollRule,null,null,182,1,B2AC000000000000,6,null,null,null,null,1.9,1,78 : 89715 (True) - TUIResourceTexture,True,4,null,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
77356,00000000-0000-0000-0600-0000b2040000,02840D0702000000,0B06000000000000,D165010000000000,null,null,16,1,0.2,65000,65000,0.01,2600,55,260,null,True,null,180000,0.01,True,5,1,10,100,3,113 : 89710 (False) - TModernWarfareHitRollRule,null,null,156,0.5,B23C1C2502000000,6,6500,6500,null,null,2.25,2,78 : 89717 (True) - TUIResourceTexture,True,10,null,44200,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77366,00000000-0000-0000-0600-00004b040000,ABCB75CBB5400000,0B06000000000000,5C99C7BA89E30B00,null,null,10,3,3,39000,39000,0.01,520,40,260,null,True,null,180000,0.01,True,6,1,4,40,3,113 : 89738 (False) - TModernWarfareHitRollRule,null,null,130,1,B27C18A501000000,6,130,130,null,null,1.556,1,78 : 89737 (True) - TUIResourceTexture,True,4,null,39000,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
77367,00000000-0000-0000-0600-00004a040000,ABCB75CBB5400000,0B06000000000000,5C99C7BA89E30B00,null,null,10,3,3,130,130,0.01,520,40,260,null,True,null,180000,0.01,True,6,1,4,40,3,113 : 89740 (False) - TModernWarfareHitRollRule,null,null,130,1,B27C18A501000000,6,null,null,null,null,1.556,1,78 : 89739 (True) - TUIResourceTexture,True,4,null,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
77368,00000000-0000-0000-0600-000008080000,CDC2590000000000,0B06000000000000,E162010000000000,53,null,150,1,1,52000,52000,0.015,10920,336,1300,null,True,null,40000,0.01,True,6,1,1,1,3,113 : 89742 (False) - TModernWarfareHitRollRule,null,null,130,1,DEF248B25C240000,1,null,null,null,null,2.68,null,78 : 89741 (True) - TUIResourceTexture,True,20,null,null,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null
77369,00000000-0000-0000-0600-000010040000,83B12C0602000000,0B06000000000000,E1D2010000000000,null,null,16,1,0.2,65000,65000,0.01,2600,55,260,null,True,null,180000,0.01,True,5,1,10,100,3,113 : 89744 (False) - TModernWarfareHitRollRule,null,null,156,0.5,B26C940800000000,6,null,null,null,null,2.25,2,78 : 89743 (True) - TUIResourceTexture,True,10,null,44200,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77374,00000000-0000-0000-0600-000039040000,4203000000000000,0B06000000000000,6ABCBA1C00000000,null,null,10,4,4,44200,44200,0.01,520,50,260,null,True,null,180000,0.01,True,8,1,4,40,3,113 : 89760 (False) - TModernWarfareHitRollRule,null,null,156,1,B23C1C2502000000,6,130,130,null,null,1.762,1,78 : 89759 (True) - TUIResourceTexture,True,4,null,44200,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
