[ID],NbFX,MountedWeaponDescriptorList,Tag,TagIndex,VitesseRotation,AngleRotationMax,AngleRotationMaxPitch,AngleRotationBasePitch,UnitIdleManagerDescriptor,TargetPositionPhysicalPropertyName,FlyingTimeAndHitPhysicalPropertyName,AngleRotationMinPitch,AngleRotationBase
45288,1,Collection[1],tourelle2,2,0.5235988,6.283185,0.4363323,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
45292,1,Collection[2],tourelle1,1,0.5235988,0.2617994,0.4363323,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45293,1,Collection[1],tourelle2,2,0.5235988,6.283185,0.4363323,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
45327,1,Collection[2],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45331,1,Collection[2],tourelle1,1,0.6981317,6.283185,0.4363323,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45335,1,Collection[2],tourelle1,1,0.6981317,6.283185,0.4363323,null,183 : 56376 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45339,1,Collection[1],tourelle1,1,2.617994,6.283185,0.7853982,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
45343,1,Collection[1],tourelle1,1,2.617994,6.283185,0.7853982,null,183 : 56376 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
45347,1,Collection[1],tourelle1,1,2.617994,6.283185,0.7853982,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
45348,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
45349,1,Collection[1],tourelle3,3,2.617994,6.283185,0.7853982,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret3,FlyingTimeAndHit3,-0.1745329,null
45378,1,Collection[2],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 56376 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45386,1,Collection[2],tourelle1,1,2.617994,6.283185,0.7853982,null,183 : 56376 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
45396,1,Collection[1],tourelle1,1,1.396263,6.283185,1.308997,null,167 : 56027 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,-0.1745329,null
45401,1,Collection[1],tourelle1,1,2.617994,6.283185,0.7853982,null,183 : 56376 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
45405,1,Collection[1],tourelle1,1,0.5235988,3.141593,1.308997,0.1745329,167 : 56027 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
45409,1,Collection[1],tourelle1,1,0.5235988,3.141593,1.308997,0.1745329,167 : 56027 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
45413,1,Collection[1],tourelle1,1,0.5235988,3.141593,1.308997,0.1745329,167 : 56027 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
45417,1,Collection[1],tourelle1,1,0.5235988,3.141593,1.308997,0.1745329,167 : 56027 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
45421,1,Collection[2],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 56376 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45425,1,Collection[3],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45429,1,Collection[3],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45433,1,Collection[2],tourelle1,1,1.396263,6.283185,0.4363323,null,183 : 56376 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
45437,1,Collection[3],tourelle1,1,1.396263,6.283185,0.4363323,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
45441,1,Collection[3],tourelle1,1,1.396263,6.283185,0.4363323,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
45445,1,Collection[3],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45449,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
45450,1,Collection[2],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45454,1,Collection[2],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 56376 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45458,1,Collection[3],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45463,1,Collection[2],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 56376 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
45464,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,183 : 56376 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
45468,1,Collection[2],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45472,1,Collection[2],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45476,1,Collection[3],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45480,1,Collection[3],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 56376 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45484,1,Collection[2],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 56376 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45485,1,Collection[1],tourelle2,2,1.396263,6.283185,1.308997,null,183 : 56376 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45489,1,Collection[2],tourelle1,1,0.6981317,6.283185,0.4363323,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45494,1,Collection[3],tourelle1,1,1.396263,6.283185,0.4363323,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
45499,1,Collection[2],tourelle1,1,1.396263,6.283185,0.4363323,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
45503,1,Collection[3],tourelle1,1,1.396263,6.283185,0.4363323,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
45507,1,Collection[2],tourelle1,1,1.396263,6.283185,0.4363323,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
45511,1,Collection[3],tourelle1,1,1.396263,6.283185,0.4363323,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
45515,1,Collection[4],tourelle1,1,0.8726646,6.283185,0.4363323,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
45519,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
45520,1,Collection[3],tourelle1,1,0.8726646,6.283185,0.4363323,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
45525,1,Collection[3],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45529,1,Collection[1],tourelle1,1,0.5235988,3.141593,1.308997,0.1745329,167 : 56027 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
45533,12,Collection[1],tourelle1,1,0.5235988,3.141593,1.308997,0.1745329,167 : 56027 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
45537,1,Collection[1],tourelle1,1,0.5235988,3.141593,1.308997,0.1745329,167 : 56027 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
45541,12,Collection[1],tourelle1,1,0.5235988,3.141593,1.308997,0.1745329,167 : 56027 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
45564,1,Collection[1],tourelle1,1,1.396263,6.283185,1.308997,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45569,2,Collection[1],tourelle1,1,1.396263,6.283185,1.308997,0.1745329,178 : 56061 (True) - TUnitIdleManagerDCADescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
45574,2,Collection[1],tourelle1,1,1.396263,6.283185,1.308997,0.1745329,178 : 56061 (True) - TUnitIdleManagerDCADescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
45578,1,Collection[1],tourelle1,1,2.617994,6.283185,0.7853982,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
45588,1,Collection[2],tourelle1,1,1.396263,6.283185,0.4363323,null,183 : 56376 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
45592,1,Collection[1],tourelle1,1,2.617994,6.283185,0.7853982,null,183 : 56376 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
45596,1,Collection[1],tourelle1,1,1.396263,0.08726646,1.308997,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45601,1,Collection[2],tourelle1,1,2.617994,6.283185,0.7853982,null,183 : 56376 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
45611,1,Collection[1],tourelle1,1,1.396263,6.283185,1.308997,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45615,1,Collection[1],tourelle1,1,1.396263,6.283185,1.308997,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45619,1,Collection[1],tourelle1,1,1.396263,6.283185,1.308997,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45623,1,Collection[1],tourelle1,1,1.396263,6.283185,1.308997,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45627,1,Collection[1],tourelle1,1,1.396263,6.283185,1.308997,null,183 : 56105 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
45631,1,Collection[2],tourelle1,1,2.617994,6.283185,0.7853982,null,183 : 56376 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
