[ID],ControllerName,TypeUnitValue,TypeUnitHintToken,NameInMenuToken,GenerateName,Filters,MotherCountry,UnitInfoJaugeType,Training,CIWS,Sailing
32702,TypeUnitController,null,EB3CB12A07000000,778EDF744E5F8102,True,Collection[4],URSS,1,D6173D5C19619C07,null,null
32708,TypeUnitController,null,38EECAE602000000,A74C73C445109502,True,Collection[4],POL,5,null,null,null
32715,TypeUnitController,null,38EECAE602000000,4B971144A5000000,True,Collection[4],URSS,5,null,null,null
32720,TypeUnitController,null,38EECAE602000000,D5B2741941540A00,True,Collection[4],URSS,5,null,null,null
32725,TypeUnitController,null,38EECAE602000000,57B52C5D46109502,True,Collection[4],URSS,5,null,null,null
32730,TypeUnitController,null,38EECAE602000000,66ACDE7967109502,True,Collection[4],URSS,5,null,null,null
32740,TypeUnitController,null,38EECAE602000000,B0CE2044A5000000,True,Collection[4],URSS,5,null,null,null
32748,TypeUnitController,null,38EECAE602000000,C205EB0C42540A00,True,Collection[4],URSS,5,null,null,null
32755,TypeUnitController,26,EEFCDD667ED31700,B1B9DF6A07000000,True,Collection[4],FR,null,null,null,null
32764,TypeUnitController,26,EEFCDD667ED31700,4FD875D9B5000000,True,Collection[4],SWE,null,null,null,null
32774,TypeUnitController,22,B9CBD3527E2F0000,C2015F462088D702,True,Collection[4],HOL,null,null,null,null
32781,TypeUnitController,7,34AA72B47C2F0000,D82058102188D702,True,Collection[4],HOL,2,null,null,null
32793,TypeUnitController,4,F06C7ABBD9000000,982158102188D702,True,Collection[4],HOL,2,null,null,null
32802,TypeUnitController,10,8DB6000000000000,9E071282782D0000,True,Collection[4],FR,2,null,null,null
32813,TypeUnitController,22,B9CBD3527E2F0000,81F12D462088D702,True,Collection[4],FR,null,null,null,null
32818,TypeUnitController,null,2034010000000000,5A2088D702000000,True,Collection[4],FR,2,null,null,null
32826,TypeUnitController,12,31EAB6EA9E2F0000,5E266981205E0B00,True,Collection[4],FR,2,null,null,null
32832,TypeUnitController,12,31EAB6EA9E2F0000,66EC5E5A2088D702,True,Collection[4],FR,2,null,null,null
32837,TypeUnitController,7,34AA72B47C2F0000,0D1708E2B5000000,True,Collection[4],FR,2,null,null,null
32844,TypeUnitController,4,F06C7ABBD9000000,B7DE355C2088D702,True,Collection[4],FR,2,null,null,null
32855,TypeUnitController,7,34AA72B47C2F0000,814208E2B5000000,True,Collection[4],FR,2,null,null,null
32860,TypeUnitController,11,31EAB6EA6E2E0000,4BE31082782D0000,True,Collection[4],FR,5,null,null,null
32866,TypeUnitController,4,F06C7ABBD9000000,F56D4A84205E0B00,True,Collection[4],FR,2,null,null,null
32871,TypeUnitController,2,1E73010000000000,4C4088D702000000,True,Collection[4],FR,2,null,null,null
32878,TypeUnitController,2,1E73010000000000,031310E2B5000000,True,Collection[4],FR,2,null,null,null
32885,TypeUnitController,2,1E73010000000000,746CEE4C4088D702,True,Collection[4],FR,2,null,null,null
32890,TypeUnitController,2,1E73010000000000,F3ACDE4C4088D702,True,Collection[4],FR,2,null,null,null
32897,TypeUnitController,null,38EECAE602000000,0EB6581907000000,True,Collection[4],FR,5,null,null,null
32903,TypeUnitController,null,38EECAE602000000,83832D56C6010000,True,Collection[4],FR,5,null,null,null
32908,TypeUnitController,3,744EDF9AC75C0000,03215E0B00000000,True,Collection[4],FR,2,null,null,null
32916,TypeUnitController,3,744EDF9AC75C0000,41215E0B00000000,True,Collection[4],FR,2,null,null,null
32923,TypeUnitController,22,B9CBD3527E2F0000,02A42FE2B5000000,True,Collection[4],FR,null,null,null,null
32929,TypeUnitController,12,31EAB6EA9E2F0000,16E62D9C265E0B00,True,Collection[4],HOL,2,null,null,null
32935,TypeUnitController,10,8DB6000000000000,1636719A782D0000,True,Collection[4],HOL,2,null,null,null
32940,TypeUnitController,15,7E5CD77A07000000,16C6819C265E0B00,True,Collection[4],HOL,2,null,null,null
32950,TypeUnitController,null,EB3CB12A07000000,A62CD34DA090D802,True,Collection[4],ANZ,1,5593495D19619C07,null,null
32955,TypeUnitController,null,EB3CB12A07000000,2ACBBA4EA090D802,True,Collection[4],ANZ,1,D6173D5C19619C07,null,null
32960,TypeUnitController,null,A9DDC97403000000,A66E77CED590D802,True,Collection[4],ANZ,1,D6173D5C19619C07,null,null
32965,TypeUnitController,null,EB3CB12A07000000,E96CCA32DD90D802,True,Collection[4],ANZ,1,5593495D19619C07,null,null
32970,TypeUnitController,null,EB3CB12A07000000,F8ADB2ACEB90D802,True,Collection[4],ANZ,1,D6173D5C19619C07,null,null
32975,TypeUnitController,16,DEB2CE1300000000,D8624D17892D0000,True,Collection[4],ANZ,1,D6173D5C19619C07,null,null
32984,TypeUnitController,null,A9DDD57A374F0000,E1B27017892D0000,True,Collection[4],ANZ,1,D6173D5C19619C07,null,null
32991,TypeUnitController,null,A8CAADF3143F0000,DDD29118892D0000,True,Collection[4],ANZ,1,8F37594F19619C07,null,null
32998,TypeUnitController,20,2E3B3FEBEC020000,B7EACEB4AB91D802,True,Collection[4],ANZ,1,D6173D5C19619C07,null,null
33005,TypeUnitController,17,CBB2CE1300000000,01D2311C892D0000,True,Collection[4],ANZ,1,D6173D5C19619C07,null,null
33013,TypeUnitController,17,CBB2CE1300000000,AAAFA62A47620B00,True,Collection[4],ANZ,1,D6173D5C19619C07,null,null
33018,TypeUnitController,21,7586AA7507000000,5CB77424B6000000,True,Collection[4],ANZ,1,8F37594F19619C07,null,null
33025,TypeUnitController,19,34AA72EB3C010000,78AED36847620B00,True,Collection[4],ANZ,1,D6173D5C19619C07,null,null
33030,TypeUnitController,22,B9CBD3527E2F0000,ADBA9B371328DD02,True,Collection[4],UK,null,null,null,null
33036,TypeUnitController,7,34AA72B47C2F0000,24B61803B858DD02,True,Collection[4],ANZ,2,null,null,null
33043,TypeUnitController,25,F94DD7B5DE010000,60071903B858DD02,True,Collection[4],ANZ,2,null,null,null
33049,TypeUnitController,12,31EAB6EA9E2F0000,61E61903B858DD02,True,Collection[4],ANZ,2,null,null,null
33054,TypeUnitController,null,A9DCC8F702000000,0DB858DD02000000,True,Collection[4],ANZ,2,null,null,null
33063,TypeUnitController,10,8DB6000000000000,24B6341AB858DD02,True,Collection[4],ANZ,2,null,null,null
33070,TypeUnitController,7,34AA72B47C2F0000,24B674E062750B00,True,Collection[4],ANZ,2,null,null,null
33077,TypeUnitController,25,F94DD7B5DE010000,46F2750B00000000,True,Collection[4],URSS,2,null,null,null
33085,TypeUnitController,25,F94DD7B5DE010000,97917CDD02000000,True,Collection[4],POL,2,null,null,null
33090,TypeUnitController,16,DEB2CE1300000000,D06CC6EE7545DE02,True,Collection[4],FR,1,D6173D5C19619C07,null,null
33095,TypeUnitController,16,DEB2CE1300000000,03349BB17B5D0000,True,Collection[4],FR,1,D6173D5C19619C07,null,null
33100,TypeUnitController,16,DEB2CE1300000000,CB00CD66EC5E1700,True,Collection[4],FR,1,D6173D5C19619C07,null,null
33105,TypeUnitController,null,EB3CB12A07000000,33CD9AB77345DE02,True,null,US,1,D6173D5C19619C07,null,null
33110,TypeUnitController,19,34AA72EB3C010000,D334D3AC793B1700,True,Collection[4],US,1,D6173D5C19619C07,null,null
33116,TypeUnitController,6,F45DA71E00000000,412074DE02000000,True,Collection[4],NK,2,null,null,null
33121,TypeUnitController,25,F94DD7B5DE010000,6007DD26ABD30D00,True,Collection[4],CAN,2,null,null,null
33126,TypeUnitController,7,34AA72B47C2F0000,B7C9EA74A345E002,True,Collection[4],CAN,2,null,null,null
33131,TypeUnitController,10,8DB6000000000000,F1FFBB77A445E002,True,Collection[4],CAN,2,null,null,null
33137,TypeUnitController,null,A9DCC8F702000000,9BE4C7FFEFDE1100,True,Collection[4],CAN,2,null,null,null
33142,TypeUnitController,10,8DB6000000000000,B97B9B7F8B2E0000,True,Collection[4],ISR,2,null,null,null
33150,TypeUnitController,null,A9DCC8F702000000,AE96BBB7F9B7E802,True,Collection[4],ISR,2,null,null,null
33158,TypeUnitController,15,7E5CD77A07000000,7C6CE61DEEEEF102,True,Collection[4],UK,2,null,null,null
33164,TypeUnitController,10,8DB6000000000000,24B6E41DEEEEF102,True,Collection[4],ANZ,2,null,null,null
33172,TypeUnitController,10,8DB6000000000000,D59777B8BBC70B00,True,Collection[4],UK,2,null,null,null
33176,TypeUnitController,15,7E5CD77A07000000,B17BAAEEE9AEF202,True,Collection[4],SWE,2,null,null,null
33180,TypeUnitController,10,8DB6000000000000,F86CDEB9BBCA0B00,True,Collection[4],SWE,2,null,null,null
33184,TypeUnitController,20,2E3B3FEBEC020000,ECFCE4B16EE2F802,True,Collection[4],US,1,D6173D5C19619C07,null,null
33189,TypeUnitController,7,34AA72B47C2F0000,C2C531BF06AFFA02,True,Collection[4],RDA,2,null,null,null
33197,TypeUnitController,8,338DAA1C00000000,E4F2FD500CAFFA02,True,Collection[4],RDA,2,null,null,null
33205,TypeUnitController,8,338DAA1C00000000,A05691CBF743310C,True,Collection[4],RDA,2,null,null,null
33210,TypeUnitController,null,A9DDD57A374F0000,1226925F45490F07,True,Collection[4],SA,1,D6173D5C19619C07,null,null
33215,TypeUnitController,null,578B2F0000000000,57D7590B03000000,True,Collection[4],URSS,null,null,null,null
33224,TypeUnitController,8,338DAA1C00000000,865AFBF9200C1403,True,Collection[4],CHI,2,null,null,null
33229,TypeUnitController,23,1D675D0000000000,CEC245C270310000,True,Collection[4],URSS,null,null,null,null
33236,TypeUnitController,23,1D675D0000000000,8BC321C3C5000000,True,Collection[4],RDA,null,null,null,null
33242,TypeUnitController,23,1D675D0000000000,B3C99AF7870C1703,True,Collection[4],URSS,null,null,null,null
33247,TypeUnitController,23,1D675D0000000000,2D7AAB7217101703,True,Collection[4],URSS,null,null,null,null
33252,TypeUnitController,null,A9DCC8F702000000,95E05C0C00000000,True,Collection[4],URSS,2,null,null,null
33259,TypeUnitController,null,2034010000000000,5DC77D9AE05C0C00,True,Collection[4],URSS,2,null,null,null
33264,TypeUnitController,null,2034010000000000,8273310000000000,True,Collection[4],URSS,2,null,null,null
33269,TypeUnitController,null,A9DCC8F702000000,5DC77DD5E05C0C00,True,Collection[4],URSS,2,null,null,null
33276,TypeUnitController,null,2034010000000000,5DC77D8373310000,True,Collection[4],URSS,2,null,null,null
33281,TypeUnitController,null,2034010000000000,8473310000000000,True,Collection[4],URSS,2,null,null,null
33288,TypeUnitController,null,2034010000000000,8276310000000000,True,Collection[4],URSS,2,null,null,null
33295,TypeUnitController,null,2034010000000000,8EA05D0C00000000,True,Collection[4],URSS,2,null,null,null
33301,TypeUnitController,null,A9DCC8F702000000,8B965595A05D0C00,True,Collection[4],FIN,2,null,null,null
33306,TypeUnitController,null,2034010000000000,9AA05D0C00000000,True,Collection[4],URSS,2,null,null,null
33313,TypeUnitController,7,34AA72B47C2F0000,A2A05D0C00000000,True,Collection[4],FIN,2,null,null,null
33318,TypeUnitController,null,2034010000000000,B30B09DAC5000000,True,Collection[4],FIN,2,null,null,null
33323,TypeUnitController,null,2034010000000000,82D609DAC5000000,True,Collection[4],RDA,2,null,null,null
33328,TypeUnitController,null,2034010000000000,8BC30D5A27681703,True,Collection[4],RDA,2,null,null,null
33333,TypeUnitController,null,A9DCC8F702000000,95A05D0C00000000,True,Collection[4],URSS,2,null,null,null
33338,TypeUnitController,7,34AA72B47C2F0000,14E509DAC5000000,True,Collection[4],FIN,2,null,null,null
33343,TypeUnitController,4,F06C7ABBD9000000,4672DC272D681703,True,Collection[4],URSS,2,null,null,null
33350,TypeUnitController,null,2034010000000000,8376310000000000,True,Collection[4],URSS,2,null,null,null
33357,TypeUnitController,null,2034010000000000,38EECA3436681703,True,Collection[4],RDA,2,null,null,null
33362,TypeUnitController,null,2034010000000000,CEA05D0C00000000,True,Collection[4],URSS,2,null,null,null
33368,TypeUnitController,null,2034010000000000,B30B0DDAC5000000,True,Collection[4],FIN,2,null,null,null
33373,TypeUnitController,null,2034010000000000,8922DC273D681703,True,Collection[4],URSS,2,null,null,null
33378,TypeUnitController,null,2034010000000000,8476310000000000,True,Collection[4],URSS,2,null,null,null
33385,TypeUnitController,25,F94DD7B5DE010000,9E76310000000000,True,Collection[4],URSS,2,null,null,null
33393,TypeUnitController,null,2034010000000000,1526681703000000,True,Collection[4],NK,2,null,null,null
33398,TypeUnitController,23,1D675D0000000000,15260C1703000000,True,Collection[4],NK,null,null,null,null
33403,TypeUnitController,23,1D675D0000000000,57315C0C00000000,True,Collection[4],POL,null,null,null,null
33409,TypeUnitController,23,1D675D0000000000,93D414C3C5000000,True,Collection[4],CHI,null,null,null,null
33415,TypeUnitController,23,1D675D0000000000,15560C1703000000,True,Collection[4],NK,null,null,null,null
33420,TypeUnitController,12,31EAB6EA9E2F0000,9995690298310000,True,Collection[4],YUG,2,null,null,null
33430,TypeUnitController,11,31EAB6EA6E2E0000,0498310000000000,True,Collection[4],YUG,5,null,null,null
33436,TypeUnitController,11,31EAB6EA6E2E0000,0101660C00000000,True,Collection[4],YUG,5,null,null,null
33441,TypeUnitController,10,8DB6000000000000,4772811903000000,True,Collection[4],YUG,2,null,null,null
33448,TypeUnitController,25,F94DD7B5DE010000,B899ABB0C9811903,True,Collection[4],YUG,2,null,null,null
33455,TypeUnitController,7,34AA72B47C2F0000,26FCAB7307FE1A03,True,Collection[4],TCH,2,null,null,null
33461,TypeUnitController,7,34AA72B47C2F0000,C2E5700C00000000,True,Collection[4],POL,2,null,null,null
33467,TypeUnitController,12,31EAB6EA9E2F0000,0442490200000000,True,Collection[4],CHI,2,null,null,null
33474,TypeUnitController,7,34AA72B47C2F0000,C3E5700C00000000,True,Collection[4],URSS,2,null,null,null
33480,TypeUnitController,null,A9DCC8F702000000,DF70391C03000000,True,Collection[4],URSS,2,null,null,null
33484,TypeUnitController,null,A9DCC8F702000000,74AE7BDF70391C03,True,null,URSS,2,null,null,null
33489,TypeUnitController,12,31EAB6EA9E2F0000,173CD3D570391C03,True,Collection[4],URSS,2,null,null,null
33495,TypeUnitController,12,31EAB6EA9E2F0000,3A3CD3D570391C03,True,Collection[4],URSS,2,null,null,null
33500,TypeUnitController,12,31EAB6EA9E2F0000,177EEBF04C57C305,True,Collection[4],TCH,2,null,null,null
33505,TypeUnitController,12,31EAB6EA9E2F0000,9709E7BA1F9BD700,True,Collection[4],POL,2,null,null,null
33510,TypeUnitController,12,31EAB6EA9E2F0000,9A09E7BA1F9BD700,True,Collection[4],URSS,2,null,null,null
33515,TypeUnitController,7,34AA72B47C2F0000,AC3E0E97C3310000,True,Collection[4],YUG,2,null,null,null
33520,TypeUnitController,7,34AA72B47C2F0000,5DC77DC4E5700C00,True,Collection[4],URSS,2,null,null,null
33525,TypeUnitController,7,34AA72B47C2F0000,15265C0EC7000000,True,Collection[4],NK,2,null,null,null
33530,TypeUnitController,12,31EAB6EA9E2F0000,9809E7BA1F9BD700,True,Collection[4],NK,2,null,null,null
33535,TypeUnitController,12,31EAB6EA9E2F0000,BA1F9BD770391C03,True,Collection[4],YUG,2,null,null,null
33542,TypeUnitController,7,34AA72B47C2F0000,15365C0EC7000000,True,Collection[4],NK,2,null,null,null
33547,TypeUnitController,null,38EECAE602000000,15262CD6C3791D00,True,Collection[4],NK,5,null,null,null
33554,TypeUnitController,null,38EECAE602000000,827AE7DD70391C03,True,Collection[4],POL,5,null,null,null
33559,TypeUnitController,null,38EECAE602000000,B17AE7DD70391C03,True,Collection[4],URSS,5,null,null,null
33564,TypeUnitController,7,34AA72B47C2F0000,C2C5310000000000,True,Collection[4],URSS,2,null,null,null
33569,TypeUnitController,7,34AA72B47C2F0000,9570710C00000000,True,Collection[4],POL,2,null,null,null
33574,TypeUnitController,10,8DB6000000000000,41C1790C00000000,True,Collection[4],POL,2,null,null,null
33581,TypeUnitController,7,34AA72B47C2F0000,4B50701E03000000,True,Collection[4],POL,2,null,null,null
33587,TypeUnitController,10,8DB6000000000000,4C50701E03000000,True,Collection[4],RDA,2,null,null,null
33593,TypeUnitController,14,E96CCA32DD000000,A90EBB5A50701E03,True,Collection[4],ISR,2,null,null,null
33599,TypeUnitController,7,34AA72B47C2F0000,8C161C9CC7000000,True,Collection[4],RDA,2,null,null,null
33604,TypeUnitController,10,8DB6000000000000,B30B315A70701E03,True,Collection[4],FIN,2,null,null,null
33609,TypeUnitController,null,2034010000000000,A4161C9CC7000000,True,Collection[4],URSS,2,null,null,null
33614,TypeUnitController,null,2034010000000000,01C2790C00000000,True,Collection[4],URSS,2,null,null,null
33621,TypeUnitController,null,A9DCC8F702000000,5580701E03000000,True,Collection[4],URSS,2,null,null,null
33627,TypeUnitController,6,F45DA71E00000000,746CB66480701E03,True,Collection[4],URSS,2,null,null,null
33633,TypeUnitController,null,2034010000000000,41C2790C00000000,True,Collection[4],URSS,2,null,null,null
33639,TypeUnitController,null,2034010000000000,15B60409E7310000,True,Collection[4],NK,2,null,null,null
33644,TypeUnitController,null,2034010000000000,5DC77D4B90701E03,True,Collection[4],URSS,2,null,null,null
33649,TypeUnitController,null,2034010000000000,5DC77D81C2790C00,True,Collection[4],URSS,2,null,null,null
33655,TypeUnitController,null,2034010000000000,5DC77D1EE7310000,True,Collection[4],URSS,2,null,null,null
33662,TypeUnitController,25,F94DD7B5DE010000,C3E769E433180000,True,Collection[4],URSS,2,null,null,null
33669,TypeUnitController,25,F94DD7B5DE010000,C5E769E433180000,True,Collection[4],URSS,2,null,null,null
33674,TypeUnitController,10,8DB6000000000000,5C370D86C0790C00,True,Collection[4],ISR,2,null,null,null
33681,TypeUnitController,10,8DB6000000000000,1536180000000000,True,Collection[4],NK,2,null,null,null
33686,TypeUnitController,11,31EAB6EA6E2E0000,57E30D86C0790C00,True,Collection[4],ISR,5,null,null,null
33692,TypeUnitController,7,34AA72B47C2F0000,15B60405E7310000,True,Collection[4],NK,2,null,null,null
33697,TypeUnitController,10,8DB6000000000000,81C1790C00000000,True,Collection[4],FIN,2,null,null,null
33704,TypeUnitController,10,8DB6000000000000,15566981C1010000,True,Collection[4],NK,2,null,null,null
33709,TypeUnitController,null,A9DCC8F702000000,13380606E7310000,True,Collection[4],FIN,2,null,null,null
33714,TypeUnitController,12,31EAB6EA9E2F0000,B1CBBA6060701E03,True,Collection[4],FIN,2,null,null,null
33719,TypeUnitController,null,2034010000000000,15C668C1C1790C00,True,Collection[4],NK,2,null,null,null
33724,TypeUnitController,10,8DB6000000000000,15A60507E7310000,True,Collection[4],NK,2,null,null,null
33729,TypeUnitController,10,8DB6000000000000,0EE7310000000000,True,Collection[4],URSS,2,null,null,null
33734,TypeUnitController,null,2034010000000000,397DD29CC3711E03,True,Collection[4],URSS,2,null,null,null
33739,TypeUnitController,null,2034010000000000,BF7AC39D43721E03,True,Collection[4],URSS,2,null,null,null
33745,TypeUnitController,null,2034010000000000,8206320000000000,True,Collection[4],TCH,2,null,null,null
33750,TypeUnitController,null,A9DCC8F702000000,95A0810C00000000,True,Collection[4],TCH,2,null,null,null
33755,TypeUnitController,null,2034010000000000,9AA0810C00000000,True,Collection[4],TCH,2,null,null,null
33760,TypeUnitController,null,2034010000000000,8306320000000000,True,Collection[4],TCH,2,null,null,null
33765,TypeUnitController,null,2034010000000000,47F2EF8306320000,True,Collection[4],TCH,2,null,null,null
33770,TypeUnitController,null,2034010000000000,4B905C1AC8000000,True,Collection[4],YUG,2,null,null,null
33778,TypeUnitController,null,2034010000000000,2E282C4172692003,True,Collection[4],YUG,2,null,null,null
33785,TypeUnitController,null,2034010000000000,77EA828772692003,True,Collection[4],YUG,2,null,null,null
33792,TypeUnitController,null,2034010000000000,8216320000000000,True,Collection[4],POL,2,null,null,null
33797,TypeUnitController,null,2034010000000000,8316320000000000,True,Collection[4],POL,2,null,null,null
33802,TypeUnitController,null,2034010000000000,CEA0850C00000000,True,Collection[4],POL,2,null,null,null
33808,TypeUnitController,14,E96CCA32DD000000,8DD579C110182303,True,Collection[4],CHI,2,null,null,null
33814,TypeUnitController,10,8DB6000000000000,B819ABE96D320000,True,Collection[4],ISR,2,null,null,null
33819,TypeUnitController,17,CBB2CE1300000000,B309DF2603000000,True,Collection[4],ISR,1,D6173D5C19619C07,null,null
33824,TypeUnitController,23,1D675D0000000000,CF5845CF28590E06,True,Collection[4],SA,null,null,null,null
33833,TypeUnitController,17,CBB2CE1300000000,B0F99B0C00000000,True,Collection[4],ISR,1,D6173D5C19619C07,null,null
33838,TypeUnitController,19,34AA72EB3C010000,F8ECEA74AA320000,True,Collection[4],ISR,1,D6173D5C19619C07,null,null
33843,TypeUnitController,null,578B2F0000000000,74FFE4AA1BDF2A03,True,Collection[4],FR,null,null,null,null
33850,TypeUnitController,22,B9CBD3527E2F0000,8B309B3003000000,True,Collection[4],SWE,null,null,null,null
33857,TypeUnitController,22,B9CBD3527E2F0000,8D309B3003000000,True,Collection[4],SWE,null,null,null,null
33862,TypeUnitController,11,31EAB6EA6E2E0000,4DD641A1D5705708,True,Collection[4],SA,5,null,null,null
33867,TypeUnitController,7,34AA72B47C2F0000,BB999B7B07FE3503,True,Collection[4],TCH,2,null,null,null
33874,TypeUnitController,25,F94DD7B5DE010000,57D6F86A9C9A3703,True,Collection[4],US,2,null,null,null
33881,TypeUnitController,null,EB3CB12A07000000,26AED6268CA73703,True,Collection[4],YUG,1,D6173D5C19619C07,null,null
33887,TypeUnitController,null,EB3CB12A07000000,E32775A37741D002,True,Collection[4],SA,1,5593495D19619C07,null,null
33894,TypeUnitController,null,EB3CB12A07000000,4E343AD848856308,True,Collection[4],SA,1,5593495D19619C07,null,null
33899,TypeUnitController,10,8DB6000000000000,E4928116B7512208,True,Collection[4],SA,2,null,null,null
33907,TypeUnitController,null,A9DCC8F702000000,24867594F7651A04,True,Collection[4],SA,2,null,null,null
33912,TypeUnitController,19,34AA72EB3C010000,B37AB3B89ACE3A03,True,Collection[4],RFA,1,DE644D5719619C07,null,null
33917,TypeUnitController,null,EB3CB12A07000000,E0578D91F3799A03,True,Collection[4],SA,1,DE644D5719619C07,null,null
33923,TypeUnitController,22,B9CBD3527E2F0000,1CC42DDDB3340000,True,Collection[4],FR,null,null,null,null
33930,TypeUnitController,null,EB3CB12A07000000,93A56946822D0D00,True,Collection[4],CAN,1,5593495D19619C07,null,null
33935,TypeUnitController,null,A8CAADF3143F0000,6B9B9B9A91604B03,True,null,CAN,1,8F37594F19619C07,null,null
33940,TypeUnitController,10,8DB6000000000000,338DBB0CB6340000,True,Collection[4],CAN,2,null,null,null
33947,TypeUnitController,26,EEFCDD667ED31700,4232D3B8CB604B03,True,Collection[4],CAN,null,null,null,null
33954,TypeUnitController,null,A9DDC97403000000,A66EE3CED5604B03,True,Collection[4],CAN,1,D6173D5C19619C07,null,null
33959,TypeUnitController,2,1E73010000000000,EEADE7B3DA604B03,True,Collection[4],CAN,2,null,null,null
33969,TypeUnitController,7,34AA72B47C2F0000,6A4EFB74832D0D00,True,Collection[4],CAN,2,null,null,null
33975,TypeUnitController,null,A9DDD57A374F0000,B5DEA9B70B614B03,True,Collection[4],CAN,1,D6173D5C19619C07,null,null
33980,TypeUnitController,15,7E5CD77A07000000,216849D8D2000000,True,Collection[4],CAN,2,null,null,null
33986,TypeUnitController,14,E96CCA32DD000000,5A83BB793C614B03,True,Collection[4],CAN,2,null,null,null
33992,TypeUnitController,8,338DAA1C00000000,6887BB793C614B03,True,Collection[4],CAN,2,null,null,null
33997,TypeUnitController,12,31EAB6EA9E2F0000,CBE7818B852D0D00,True,Collection[4],CAN,2,null,null,null
34005,TypeUnitController,2,1E73010000000000,CF3534B46A614B03,True,Collection[4],CAN,2,null,null,null
34011,TypeUnitController,2,1E73010000000000,4343AB16B6340000,True,Collection[4],CAN,2,null,null,null
34018,TypeUnitController,11,31EAB6EA6E2E0000,A68CC3B779614B03,True,Collection[4],CAN,5,null,null,null
34026,TypeUnitController,19,34AA72EB3C010000,78AED368872D0D00,True,Collection[4],CAN,1,5593495D19619C07,null,null
34032,TypeUnitController,null,2034010000000000,8652481EB6340000,True,Collection[4],CAN,2,null,null,null
34039,TypeUnitController,null,EB3CB12A07000000,6ABCBA9C914C5203,True,Collection[4],CHI,1,D6173D5C19619C07,null,null
34044,TypeUnitController,null,EB3CB12A07000000,B37B9B57A04C5203,True,Collection[4],CHI,1,5593495D19619C07,null,null
34049,TypeUnitController,21,7586AA7507000000,E94DF35DA04C5203,True,Collection[4],CHI,1,8F37594F19619C07,null,null
34054,TypeUnitController,null,A9DDC97403000000,A66EE3CED54C5203,True,Collection[4],CHI,1,D6173D5C19619C07,null,null
34059,TypeUnitController,17,CBB2CE1300000000,8B814993D4000000,True,Collection[4],CHI,1,D6173D5C19619C07,null,null
34064,TypeUnitController,17,CBB2CE1300000000,8C814993D4000000,True,Collection[4],CHI,1,D6173D5C19619C07,null,null
34069,TypeUnitController,null,EB3CB12A07000000,B83ABBB7794D5203,True,Collection[4],CHI,1,5593495D19619C07,null,null
34074,TypeUnitController,11,31EAB6EA6E2E0000,4942461A00000000,True,Collection[4],CHI,5,null,null,null
34081,TypeUnitController,17,CBB2CE1300000000,42B84D5203000000,True,Collection[4],CHI,1,D6173D5C19619C07,null,null
34086,TypeUnitController,19,34AA72EB3C010000,F8ADB2B3C94D5203,True,Collection[4],CHI,1,5593495D19619C07,null,null
34091,TypeUnitController,null,EB3CB12A07000000,EA7EABB8CA4D5203,True,Collection[4],CHI,1,DE644D5719619C07,null,null
34096,TypeUnitController,null,EB3CB12A07000000,AAACC6ABCB4D5203,True,Collection[4],CHI,1,D6173D5C19619C07,null,null
