[ID],Ammunition,EffectTag,SalvoStockIndex,SalvoStockIndex_ForInterface,TirEnMouvement,TirContinu,AnimateOnlyOneSoldier
56437,89 : 77444 (True) - TAmmunition,weapon_effet_tag2,null,null,True,True,null
56438,89 : 77506 (True) - TAmmunition,weapon_effet_tag3,1,1,null,null,True
56448,89 : 77514 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
56449,89 : 77515 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
56450,89 : 77516 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
56459,89 : 77521 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
56460,89 : 77522 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
56461,89 : 77516 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
56472,89 : 77530 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
56473,89 : 77531 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
56474,89 : 77516 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
56485,89 : 77539 (True) - TAmmunition,weapon_effet_tag1,null,null,null,True,null
56493,89 : 77544 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
56494,89 : 77545 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
56495,89 : 77546 (True) - TAmmunition,weapon_effet_tag4,2,2,null,null,null
56496,89 : 77516 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
56506,89 : 77551 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
56507,89 : 77552 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
56508,89 : 77516 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
56519,89 : 77559 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
56520,89 : 77560 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
56521,89 : 77443 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,null
56522,89 : 77444 (True) - TAmmunition,weapon_effet_tag5,2,2,True,True,null
56523,89 : 77516 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
56532,89 : 77566 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
56533,89 : 77567 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
56534,89 : 77443 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,null
56535,89 : 77444 (True) - TAmmunition,weapon_effet_tag5,2,2,True,True,null
56536,89 : 77516 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
56544,89 : 77572 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
56545,89 : 77573 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
56546,89 : 77443 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,null
56547,89 : 77444 (True) - TAmmunition,weapon_effet_tag5,2,2,True,True,null
56548,89 : 77516 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
56558,89 : 77579 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
56567,89 : 77584 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
56577,89 : 77590 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
56578,89 : 77591 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
56579,89 : 77443 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,null
56580,89 : 77444 (True) - TAmmunition,weapon_effet_tag5,2,2,True,True,null
56581,89 : 77516 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
56591,89 : 77597 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
56592,89 : 77591 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
56593,89 : 77443 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,null
56594,89 : 77444 (True) - TAmmunition,weapon_effet_tag5,2,2,True,True,null
56595,89 : 77516 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
56605,89 : 77604 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
56606,89 : 77605 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
56607,89 : 77606 (True) - TAmmunition,weapon_effet_tag3,1,1,null,null,null
56608,89 : 77487 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
56617,89 : 77611 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
56625,89 : 77487 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
56635,89 : 77622 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
56636,89 : 77623 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
56637,89 : 77376 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
56638,89 : 77624 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
56643,89 : 77629 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
56644,89 : 77630 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
56645,89 : 77631 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
56646,89 : 77632 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
56651,89 : 77637 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
56652,89 : 77638 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
56653,89 : 77639 (True) - TAmmunition,weapon_effet_tag4,2,2,null,True,True
56658,89 : 77644 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
56659,89 : 77645 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
56660,89 : 77376 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
56661,89 : 77646 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
56666,89 : 77637 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
56667,89 : 77638 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
56668,89 : 77651 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
56669,89 : 77652 (True) - TAmmunition,weapon_effet_tag4,2,2,null,True,True
56674,89 : 77637 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
56675,89 : 77638 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
56676,89 : 77506 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
56681,89 : 77637 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
56682,89 : 77638 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
56683,89 : 77661 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
56684,89 : 77662 (True) - TAmmunition,weapon_effet_tag4,1,1,null,null,True
56689,89 : 77667 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
56690,89 : 77668 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
56691,89 : 77651 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
56692,89 : 77669 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
56697,89 : 77637 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
56698,89 : 77638 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
56699,89 : 77674 (True) - TAmmunition,weapon_effet_tag2,1,1,null,True,True
56704,89 : 77629 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
56705,89 : 77630 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
56706,89 : 77679 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
56711,89 : 77637 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
56712,89 : 77638 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
56713,89 : 77684 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
56718,89 : 77689 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
56719,89 : 77690 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
56720,89 : 77691 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
56721,89 : 77692 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
56726,89 : 77637 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
56727,89 : 77638 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
56728,89 : 77651 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
56742,89 : 77707 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
56743,89 : 77708 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
56744,89 : 77709 (True) - TAmmunition,weapon_effet_tag3,1,1,null,null,null
56745,89 : 77710 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
56755,89 : 77718 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
56756,89 : 77719 (True) - TAmmunition,weapon_effet_tag2,null,null,True,True,null
56757,89 : 77720 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
56765,89 : 77718 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
56766,89 : 77719 (True) - TAmmunition,weapon_effet_tag2,null,null,True,True,null
56767,89 : 77720 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
56776,89 : 77730 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
56777,89 : 77731 (True) - TAmmunition,weapon_effet_tag2,null,null,True,True,null
56778,89 : 77732 (True) - TAmmunition,weapon_effet_tag4,2,2,null,null,null
56779,89 : 77720 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
56789,89 : 77487 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
56798,89 : 77487 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
56806,89 : 77487 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
56818,89 : 77751 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
56819,89 : 77752 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
56820,89 : 77220 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
56828,89 : 77751 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
56829,89 : 77752 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
56830,89 : 77220 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
56832,89 : 77354 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
56833,89 : 77355 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
56834,89 : 77506 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
56839,89 : 77366 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
56840,89 : 77367 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
56841,89 : 77762 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
56846,89 : 77366 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
56847,89 : 77367 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
56848,89 : 77767 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
56853,89 : 77772 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
56854,89 : 77773 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
56855,89 : 77774 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
56860,89 : 77772 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
56861,89 : 77773 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
56862,89 : 77779 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
56874,89 : 77787 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
56875,89 : 77788 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
56883,89 : 77793 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
56884,89 : 77794 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
56892,89 : 77793 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
56893,89 : 77794 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
56901,89 : 77487 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
56909,89 : 77487 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
56920,89 : 77473 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
56921,89 : 77473 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,True
56922,89 : 77473 (True) - TAmmunition,weapon_effet_tag3,2,2,True,True,True
56971,89 : 77772 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
56972,89 : 77773 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
56973,89 : 77842 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
56986,89 : 77852 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
56987,89 : 77853 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
57007,89 : 77866 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
57008,89 : 77867 (True) - TAmmunition,weapon_effet_tag2,null,null,True,True,null
57010,89 : 77869 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
57011,89 : 77870 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
57012,89 : 77871 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
57013,89 : 77872 (True) - TAmmunition,weapon_effet_tag4,1,1,null,null,True
57026,89 : 77883 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
57036,89 : 77889 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
57046,89 : 77895 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
57055,89 : 77901 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
57063,89 : 77906 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
57072,89 : 77912 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
57080,89 : 77917 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
57081,89 : 77918 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
57089,89 : 77923 (True) - TAmmunition,weapon_effet_tag1,1,1,null,null,null
57090,89 : 77917 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
57091,89 : 77918 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
57099,89 : 77928 (True) - TAmmunition,weapon_effet_tag1,1,1,null,null,null
57100,89 : 77917 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
57101,89 : 77918 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
57111,89 : 77936 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,null
57112,89 : 77937 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,null
57120,89 : 77923 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
57121,89 : 77936 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,null
57122,89 : 77937 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,null
57130,89 : 77946 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
57131,89 : 77947 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,null
57132,89 : 77948 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,null
57140,89 : 77928 (True) - TAmmunition,weapon_effet_tag1,1,1,null,null,null
57141,89 : 77917 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
57142,89 : 77918 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
57151,89 : 77959 (True) - TAmmunition,weapon_effet_tag1,1,1,True,True,True
57152,89 : 77917 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
57153,89 : 77918 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
57163,89 : 77965 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
57164,89 : 77966 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
57172,89 : 77923 (True) - TAmmunition,weapon_effet_tag1,1,1,null,null,null
57173,89 : 77917 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
57174,89 : 77918 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
57186,89 : 77978 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
57187,89 : 77979 (True) - TAmmunition,weapon_effet_tag2,null,null,True,True,null
57188,89 : 77980 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
57196,89 : 77965 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
57197,89 : 77966 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
57205,89 : 77917 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
57206,89 : 77918 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
57214,89 : 77993 (True) - TAmmunition,weapon_effet_tag1,1,1,null,null,null
57215,89 : 77917 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
57216,89 : 77918 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
57224,89 : 77928 (True) - TAmmunition,weapon_effet_tag1,1,1,null,null,null
57225,89 : 77917 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
57226,89 : 77918 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
57235,89 : 77965 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
57236,89 : 77966 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
57237,89 : 77923 (True) - TAmmunition,weapon_effet_tag3,1,1,null,null,True
57247,89 : 78008 (True) - TAmmunition,weapon_effet_tag2,1,1,True,null,null
57248,89 : 78009 (True) - TAmmunition,weapon_effet_tag3,1,1,True,null,null
57257,89 : 77923 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
57258,89 : 77936 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,null
57259,89 : 77937 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,null
57268,89 : 77936 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,null
57269,89 : 77937 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,null
57277,89 : 77923 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
57278,89 : 77936 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,null
57279,89 : 77937 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,null
57287,89 : 77947 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
57288,89 : 77948 (True) - TAmmunition,weapon_effet_tag2,null,null,True,True,null
57296,89 : 77946 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
57297,89 : 77947 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,null
57298,89 : 77948 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,null
57308,89 : 78034 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
57309,89 : 78035 (True) - TAmmunition,weapon_effet_tag2,1,1,True,null,null
57310,89 : 78036 (True) - TAmmunition,weapon_effet_tag3,2,2,True,True,null
57311,89 : 78037 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,null
57319,89 : 77959 (True) - TAmmunition,weapon_effet_tag1,1,1,True,True,True
57320,89 : 78035 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
57321,89 : 78036 (True) - TAmmunition,weapon_effet_tag3,2,2,True,True,null
57322,89 : 78037 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,null
57331,89 : 78048 (True) - TAmmunition,weapon_effet_tag1,1,1,null,null,null
57332,89 : 77917 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
57333,89 : 77918 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
57341,89 : 77895 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
57361,89 : 78069 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
57369,89 : 78074 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
57377,89 : 78069 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
57385,89 : 78082 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
57396,89 : 78090 (True) - TAmmunition,weapon_effet_tag1,null,null,null,True,null
57407,89 : 78097 (True) - TAmmunition,weapon_effet_tag1,null,null,null,True,null
57415,89 : 77487 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
57425,89 : 78107 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
