[ID],ControllerName,Maxspeed,TempsDemiTour,MaxAcceleration,AutoGyr,FxPropulsionOnToken,FxPropulsionOffToken,FxStartPropulsionToken,AutoGyrWhenUncontrollable,TimeMaxBetweenRandomMoveWhenUncontrollable,TimeMinBetweenRandomMoveWhenUncontrollable,RangeChaos,AngleMaxForRandomMouvUncontrollable,RotationSpeedWhenUncontrollable,ChaosSpeed
101211,MouvementHandlerController,650000,0.1,104000,50,fx_propulsion_on,fx_propulsion_off,fx_fire,10,1,0.5,800,3.1,10,10
101270,MouvementHandlerController,130000,0.1,65000,30,fx_propulsion_on,fx_propulsion_off,fx_fire,30,1,0.5,600,3.1,15,15
101280,MouvementHandlerController,156000,0.1,78000,30,fx_propulsion_on,fx_propulsion_off,fx_fire,30,1,0.5,600,3.1,15,15
101306,MouvementHandlerController,39000,0.1,19500,30,fx_propulsion_on,fx_propulsion_off,fx_fire,30,1,0.5,800,3.1,15,15
101321,MouvementHandlerController,78000,0.1,39000,30,fx_propulsion_on,fx_propulsion_off,fx_fire,30,1,0.5,600,3.1,15,15
101350,MouvementHandlerController,39000,0.1,19500,30,fx_propulsion_on,fx_propulsion_off,fx_fire,30,1,0.5,1000,3.1,15,15
101358,MouvementHandlerController,62400,0.1,31200,30,fx_propulsion_on,fx_propulsion_off,fx_fire,30,1,0.5,800,3.1,15,15
101536,MouvementHandlerController,208000,0.1,104000,30,fx_propulsion_on,fx_propulsion_off,fx_fire,30,1,0.5,600,3.1,15,15
101661,MouvementHandlerController,780000,0.1,52000,30,fx_propulsion_on,fx_propulsion_off,fx_fire,10,1,0.5,800,3.1,10,10
101684,MouvementHandlerController,780000,0.1,52000,50,fx_propulsion_on,fx_propulsion_off,fx_fire,10,1,0.5,800,3.1,10,10
101699,MouvementHandlerController,208000,0.1,78000,30,fx_propulsion_on,fx_propulsion_off,fx_fire,30,1,0.5,600,3.1,15,15
101715,MouvementHandlerController,1040000,0.1,78000,30,fx_propulsion_on,fx_propulsion_off,fx_fire,10,1,0.5,800,3.1,10,10
101728,MouvementHandlerController,39000,0.1,52000,15,fx_propulsion_on,fx_propulsion_off,fx_fire,5,1,0.5,600,1,5,5
101735,MouvementHandlerController,780000,0.1,104000,20,fx_propulsion_on,fx_propulsion_off,fx_fire,20,1,0.5,600,2,10,15
101756,MouvementHandlerController,780000,0.1,104000,60,fx_propulsion_on,fx_propulsion_off,fx_fire,30,1,0.5,600,3.1,15,15
101845,MouvementHandlerController,780000,0.1,26000,20,fx_propulsion_on,fx_propulsion_off,fx_fire,10,1,0.5,800,3.1,10,10
102466,MouvementHandlerController,780000,0.1,104000,30,fx_propulsion_on,fx_propulsion_off,fx_fire,10,1,0.5,800,3.1,10,10
102646,MouvementHandlerController,650000,0.1,104000,30,fx_propulsion_on,fx_propulsion_off,fx_fire,10,1,0.5,800,3.1,10,10
102902,MouvementHandlerController,780000,0.1,104000,50,fx_propulsion_on,fx_propulsion_off,fx_fire,10,1,0.5,800,3.1,10,10
102907,MouvementHandlerController,182000,0.1,78000,15,fx_propulsion_on,fx_propulsion_off,fx_fire,1,1,0.5,600,0.1,0.1,5
