[ID],_ShortDatabaseName,ControllerName,TurretDescriptorList,Salves,SalvoIsMainSalvo,HasMainSalvo
32911,WeaponDescriptor_Unit_AMX_32,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32919,WeaponDescriptor_Unit_AMX_40,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32926,WeaponDescriptor_Unit_AMX_AuF1,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32932,WeaponDescriptor_Unit_AMX_PRAT_NL,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32938,WeaponDescriptor_Unit_AMX_PRI_NL,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32952,WeaponDescriptor_Unit_ANZ_90_Commando,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32957,WeaponDescriptor_Unit_ANZ_90_Diggers,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32962,WeaponDescriptor_Unit_ANZ_CMD_Squad,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32967,WeaponDescriptor_Unit_ANZ_Commando,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32972,WeaponDescriptor_Unit_ANZ_Diggers,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32977,WeaponDescriptor_Unit_ANZ_MILAN,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32986,WeaponDescriptor_Unit_ANZ_MRAAW,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32993,WeaponDescriptor_Unit_ANZ_NZSAS,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33000,WeaponDescriptor_Unit_ANZ_Pioniers,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33007,WeaponDescriptor_Unit_ANZ_RBS70,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33015,WeaponDescriptor_Unit_ANZ_Redeye,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33020,WeaponDescriptor_Unit_ANZ_SASR,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33027,WeaponDescriptor_Unit_ANZ_Scouts,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33033,WeaponDescriptor_Unit_AS90_Braveheart_UK,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33039,WeaponDescriptor_Unit_ASLAV25_ANZ,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33046,WeaponDescriptor_Unit_ASLAV25_FSV_ANZ,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33052,WeaponDescriptor_Unit_ASLAV25_TOW_ANZ,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33058,WeaponDescriptor_Unit_ASLAV_C,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33066,WeaponDescriptor_Unit_ASLAV_PC_ANZ,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33073,WeaponDescriptor_Unit_ASLAV_S_ANZ,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33081,WeaponDescriptor_Unit_ASU_85,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33088,WeaponDescriptor_Unit_ASU_85M,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33092,WeaponDescriptor_Unit_ATGM_Milan_F1,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33097,WeaponDescriptor_Unit_ATGM_Milan_F2,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33102,WeaponDescriptor_Unit_ATGM_Milan_F2A,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33107,WeaponDescriptor_Unit_ATGM_Dragon,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33112,WeaponDescriptor_Unit_ATGM_Dragon_II,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33119,WeaponDescriptor_Unit_ATS100,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33124,WeaponDescriptor_Unit_AVGP_Cougar,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33129,WeaponDescriptor_Unit_AVGP_Cougar_Reco,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33134,WeaponDescriptor_Unit_AVGP_Grizzly,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33140,WeaponDescriptor_Unit_AVGP_Grizzly_HQ,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33145,WeaponDescriptor_Unit_Achzarit,WeaponManagerController,Collection[3],Collection[29],Collection[4],null
33186,WeaponDescriptor_Unit_Assault_Engineers,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33192,WeaponDescriptor_Unit_AufkPz_BRM1,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33208,WeaponDescriptor_Unit_AufklFz_UAZ_KPV,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33212,WeaponDescriptor_Unit_B10_UNITA_SA,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33218,WeaponDescriptor_Unit_BAL_SSM,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33227,WeaponDescriptor_Unit_BJ212_type56_CHI,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33232,WeaponDescriptor_Unit_BM21_GRAD,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33239,WeaponDescriptor_Unit_BM27_RDA,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33245,WeaponDescriptor_Unit_BM27_Uragan,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33250,WeaponDescriptor_Unit_BM30_Smerch,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33255,WeaponDescriptor_Unit_BMD1K_URSS,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33262,WeaponDescriptor_Unit_BMD1P_URSS,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33267,WeaponDescriptor_Unit_BMD1_URSS,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33272,WeaponDescriptor_Unit_BMD2K_URSS,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33279,WeaponDescriptor_Unit_BMD2_URSS,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33284,WeaponDescriptor_Unit_BMD3,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33291,WeaponDescriptor_Unit_BMP1,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33298,WeaponDescriptor_Unit_BMP1D,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33304,WeaponDescriptor_Unit_BMP1K_KOPA,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33309,WeaponDescriptor_Unit_BMP1P,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33316,WeaponDescriptor_Unit_BMP1X,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33321,WeaponDescriptor_Unit_BMP1_Fin,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33326,WeaponDescriptor_Unit_BMP1_SP1,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33331,WeaponDescriptor_Unit_BMP1_SP2_RDA,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33336,WeaponDescriptor_Unit_BMP1_Sp2,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33341,WeaponDescriptor_Unit_BMP1_TJJ,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33347,WeaponDescriptor_Unit_BMP1_obr_685,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33353,WeaponDescriptor_Unit_BMP2,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33360,WeaponDescriptor_Unit_BMP2_No_missile,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33365,WeaponDescriptor_Unit_BMP2D,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33371,WeaponDescriptor_Unit_BMP2_Fin,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33376,WeaponDescriptor_Unit_BMP2_obr_1986,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33381,WeaponDescriptor_Unit_BMP3,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33388,WeaponDescriptor_Unit_BMPT,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33396,WeaponDescriptor_Unit_BMP_1_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33401,WeaponDescriptor_Unit_BM_21_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33406,WeaponDescriptor_Unit_BM_24M,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33412,WeaponDescriptor_Unit_BM_24_CHI,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33418,WeaponDescriptor_Unit_BM_24_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33424,WeaponDescriptor_Unit_BOV_1_POLO,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33433,WeaponDescriptor_Unit_BOV_3,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33439,WeaponDescriptor_Unit_BOV_30,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33444,WeaponDescriptor_Unit_BOV_M86,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33451,WeaponDescriptor_Unit_BOV_Raketas,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33458,WeaponDescriptor_Unit_BPzV_Snezka,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33464,WeaponDescriptor_Unit_BRDM1,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33470,WeaponDescriptor_Unit_BRDM1_HJ73,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33477,WeaponDescriptor_Unit_BRDM2,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33492,WeaponDescriptor_Unit_BRDM2_KonkM,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33498,WeaponDescriptor_Unit_BRDM2_Konkurs,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33503,WeaponDescriptor_Unit_BRDM2_Konkurs_M,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33508,WeaponDescriptor_Unit_BRDM2_Malyutka_M,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33513,WeaponDescriptor_Unit_BRDM2_Malyutka_P,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33518,WeaponDescriptor_Unit_BRDM2_Yug,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33523,WeaponDescriptor_Unit_BRDM3_URSS,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33528,WeaponDescriptor_Unit_BRDM_1_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33533,WeaponDescriptor_Unit_BRDM_2_Malyutka_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33538,WeaponDescriptor_Unit_BRDM_2_Malyutka_P,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33545,WeaponDescriptor_Unit_BRDM_2_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33550,WeaponDescriptor_Unit_BRDM_2_STRELA_1_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33557,WeaponDescriptor_Unit_BRDM_2_Strela_1,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33562,WeaponDescriptor_Unit_BRDM_2_Strela_1M,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33567,WeaponDescriptor_Unit_BRM1,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33572,WeaponDescriptor_Unit_BRM1K,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33577,WeaponDescriptor_Unit_BTR40,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33584,WeaponDescriptor_Unit_BTR40A,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33590,WeaponDescriptor_Unit_BTR40B,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33596,WeaponDescriptor_Unit_BTR40_Pikud,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33602,WeaponDescriptor_Unit_BTR60PB,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33607,WeaponDescriptor_Unit_BTR60PB_Fin,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33612,WeaponDescriptor_Unit_BTR60PZ,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33617,WeaponDescriptor_Unit_BTR70,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33624,WeaponDescriptor_Unit_BTR70_obr_1982,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33630,WeaponDescriptor_Unit_BTR70_Zhalo,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33636,WeaponDescriptor_Unit_BTR80,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33642,WeaponDescriptor_Unit_BTR80A_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33647,WeaponDescriptor_Unit_BTR80A_URSS,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33652,WeaponDescriptor_Unit_BTR90_URSS,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33658,WeaponDescriptor_Unit_BTRT_URSS,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33665,WeaponDescriptor_Unit_BTR_152E_ZPTU_2,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33672,WeaponDescriptor_Unit_BTR_152E_ZPTU_4,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33677,WeaponDescriptor_Unit_BTR_152_ISR,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33684,WeaponDescriptor_Unit_BTR_152_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33689,WeaponDescriptor_Unit_BTR_152_TCM,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33695,WeaponDescriptor_Unit_BTR_40A_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33700,WeaponDescriptor_Unit_BTR_50,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33707,WeaponDescriptor_Unit_BTR_50PK_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33712,WeaponDescriptor_Unit_BTR_50YVI,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33717,WeaponDescriptor_Unit_BTR_50_Vigilant,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33722,WeaponDescriptor_Unit_BTR_60PB_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33727,WeaponDescriptor_Unit_BTR_60P_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33732,WeaponDescriptor_Unit_BTR_D,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33737,WeaponDescriptor_Unit_BTR_RD_Robot,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33742,WeaponDescriptor_Unit_BTR_ZD_Skrezhet,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33748,WeaponDescriptor_Unit_BVP1,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33753,WeaponDescriptor_Unit_BVP1K,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33758,WeaponDescriptor_Unit_BVP1P,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33763,WeaponDescriptor_Unit_BVP2,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33768,WeaponDescriptor_Unit_BVP2_vz86,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33773,WeaponDescriptor_Unit_BVP_M80A,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33781,WeaponDescriptor_Unit_BVP_M80A1_Vidra,WeaponManagerController,Collection[3],Collection[29],Collection[4],null
33788,WeaponDescriptor_Unit_BVP_M96_Vidra,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33795,WeaponDescriptor_Unit_BWP1,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33800,WeaponDescriptor_Unit_BWP2,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33805,WeaponDescriptor_Unit_BWP2D,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33817,WeaponDescriptor_Unit_Bardelas,WeaponManagerController,Collection[3],Collection[29],Collection[4],null
33821,WeaponDescriptor_Unit_Barkan,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33827,WeaponDescriptor_Unit_Bateleur_SA,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33835,WeaponDescriptor_Unit_Bazak,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33840,WeaponDescriptor_Unit_Bedouins,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33846,WeaponDescriptor_Unit_Berliet_Exocet,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33853,WeaponDescriptor_Unit_Bkan_1A,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33860,WeaponDescriptor_Unit_Bkan_1C,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33865,WeaponDescriptor_Unit_Bosvark_SA,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33870,WeaponDescriptor_Unit_BpzV_Svatava,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33877,WeaponDescriptor_Unit_Bradley_COMVAT_US,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33883,WeaponDescriptor_Unit_Brdska_pesadija,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33889,WeaponDescriptor_Unit_Buffalos_85_SA,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33896,WeaponDescriptor_Unit_Buffalos_SA,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33902,WeaponDescriptor_Unit_Buffel_APC_SA,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33914,WeaponDescriptor_Unit_Bundesgrenzschutzen,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33919,WeaponDescriptor_Unit_Burgermag_SA,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33926,WeaponDescriptor_Unit_CAESAR_FR,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33932,WeaponDescriptor_Unit_CAN_85_PPLI,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33937,WeaponDescriptor_Unit_CAN_85_Pathfinders,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33943,WeaponDescriptor_Unit_CAN_Bison,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
33950,WeaponDescriptor_Unit_CAN_Bison_81mm,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33956,WeaponDescriptor_Unit_CAN_CMD_squad,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33962,WeaponDescriptor_Unit_CAN_Centurion_Mk5AT,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33972,WeaponDescriptor_Unit_CAN_Coyote,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33977,WeaponDescriptor_Unit_CAN_FireSupport,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
33995,WeaponDescriptor_Unit_CAN_Iltis_Scout,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
34000,WeaponDescriptor_Unit_CAN_LAV_TUA,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
34008,WeaponDescriptor_Unit_CAN_LeoC2_MEXAS,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
34014,WeaponDescriptor_Unit_CAN_Leopard_C2,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
34021,WeaponDescriptor_Unit_CAN_Marksman,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
34029,WeaponDescriptor_Unit_CAN_Scouts,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
34035,WeaponDescriptor_Unit_CAN_TH495,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
34041,WeaponDescriptor_Unit_CHI_85_Riflemen,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
34046,WeaponDescriptor_Unit_CHI_90_Marines,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
34051,WeaponDescriptor_Unit_CHI_90_Sword,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
34056,WeaponDescriptor_Unit_CHI_CMD_squad,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
34061,WeaponDescriptor_Unit_CHI_HN5A,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
34066,WeaponDescriptor_Unit_CHI_HN5B,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
34071,WeaponDescriptor_Unit_CHI_Marines,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
34077,WeaponDescriptor_Unit_CHI_PGZ_88,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
34083,WeaponDescriptor_Unit_CHI_QW1,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
34088,WeaponDescriptor_Unit_CHI_Rangers,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
34093,WeaponDescriptor_Unit_CHI_Reserve,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
34098,WeaponDescriptor_Unit_CHI_Riflemen,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
34103,WeaponDescriptor_Unit_CHI_Sappers,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
34108,WeaponDescriptor_Unit_CHI_Sword,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
34113,WeaponDescriptor_Unit_CHI_TkHunter,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
34118,WeaponDescriptor_Unit_CHI_TkHunter_90,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
34125,WeaponDescriptor_Unit_CMD_AMX30B,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
34141,WeaponDescriptor_Unit_CMD_Centurion_5_2,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
34147,WeaponDescriptor_Unit_CMD_Chieftain,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
34155,WeaponDescriptor_Unit_CMD_Chonma_ho_NK,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
34163,WeaponDescriptor_Unit_CMD_K277_ROK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
34170,WeaponDescriptor_Unit_CMD_KM113A1_CP_ROK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
34182,WeaponDescriptor_Unit_CMD_Leo_C1,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
34188,WeaponDescriptor_Unit_CMD_Leopard_2,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
34195,WeaponDescriptor_Unit_CMD_M48A3_ROK,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
