,Hash,String
163,C2B52C0000000000,AAM-1
164,C5352D0000000000,AIM-4D Falcon
165,48512D0000000000,AKM
166,0A712D0000000000,AM-39 Exocet
167,05D12D0000000000,AS.34 Kormoran
168,57E42D0000000000,ATGM
169,578B2F0000000000,Anti-Ship Missile Launcher
170,1621300000000000,S-13
171,8152310000000000,BK 90/L40
172,8570310000000000,M-14-OF
173,C870310000000000,9M27F
174,8273310000000000,BMD-1
175,8473310000000000,BMD-3
176,8276310000000000,BMP-1
177,8376310000000000,BMP-2
178,8476310000000000,BMP-3
179,9E76310000000000,BMPT
180,C2C5310000000000,BRM-1K #reco3
181,0EE7310000000000,BTR-D
182,8206320000000000,BVP-1
183,8306320000000000,BVP-2
184,8216320000000000,BWP-1
185,8316320000000000,BWP-2
186,A74C330000000000,HE Bomb
187,4390340000000000,YJ-82
188,8900350000000000,CF-18 HORNET
189,4721350000000000,HKP 4C
190,8421350000000000,CH-53
191,5D38350000000000,CIWS
192,08C8350000000000,M151 CRV7
193,5E20380000000000,D-10T
194,DE61380000000000,D-56T
195,C6A0380000000000,D/925
196,9CF6380000000000,DEPRECATED
197,E2C83D0000000000,Eryx
198,C342440000000000,H&K G3A2
199,C542440000000000,H&K G3KA4
200,57C6450000000000,PPZR GROM
201,C4D0450000000000,Gsh-23L
202,896E460000000000,GAU-8/A Avenger
203,0442490000000000,HJ-73
204,4B42490000000000,HJ-8A
205,4C42490000000000,HJ-8B
206,8B81490000000000,HN-5A
207,8C81490000000000,HN-5B
208,8D81490000000000,HN-5C
209,C2B1490000000000,HQ-61
210,306F4A0000000000,MIM-23A Hawk
211,66CC4E0000000000,Igla
212,1721540000000000,R-13M
213,8161560000000000,Ka-50 AKULA
214,C4D0560000000000,Kh-23
215,C6D0560000000000,Kh-25ML
216,C9D0560000000000,Kh-28
217,06D1560000000000,Kh-35
218,89D1560000000000,Kh-58
219,C7D1560000000000,Kh-66
220,AC79570000000000,Krag-Jørgensen
221,1DB7580000000000,LARS
222,17B8580000000000,LAV-M
223,C9D5580000000000,LCM 8
224,CDC2590000000000,LRAC F1
225,9CD7590000000000,LStR-40
226,49205C0000000000,M10-8
227,4A205C0000000000,M109 R.C.H.A.
228,88205C0000000000,M117
229,C2205C0000000000,M30
230,03215C0000000000,M132 ZIPPO
231,06215C0000000000,M135
232,01315C0000000000,M230
233,4A315C0000000000,M249 SAW
234,C2325C0000000000,M2A1
235,0E525C0000000000,Akan m/47D
236,08625C0000000000,#command M577 CPC
237,C2705C0000000000,M621
238,1DB75C0000000000,MARS
239,88305D0000000000,Mi-8MTV
240,C6305D0000000000,Mi-25
241,C7305D0000000000,Mi-26
242,DE305D0000000000,Mi-2T
243,06315D0000000000,Mi-35
244,4B315D0000000000,Mi-4A
245,5E325D0000000000,Mi-8 ZAOP.
246,1D675D0000000000,Multiple Rocket Launcher Vehicle
247,41715D0000000000,MM-40 Exocet
248,0B935D0000000000,MOBA
249,8CE55D0000000000,MT-LBV
250,8A005F0000000000,Mk19
251,E6AC5F0000000000,MUNA
252,D292610000000000,NOAH
253,C4C0610000000000,NR-23
254,01C1610000000000,NR-30
255,C4D0610000000000,NS-23
256,C6E1650000000000,OT-65 #reco1
257,4A02690000000000,PF-89
258,8260690000000000,PL-11
259,C471690000000000,PM-63
260,52A7690000000000,Type 49
261,42D4690000000000,H&K PSG1
262,02E2690000000000,PT-71 #reco2
263,46E2690000000000,PT-85 #reco2
264,81E2690000000000,PT-90
265,41126A0000000000,PW-80
266,04F46B0000000000,PzF 3
267,1C31700000000000,R-23R Vympel
268,5C31700000000000,R-24R Vympel
269,1C32700000000000,R-27R Vympel
270,1E32700000000000,R-27T Vympel
271,0F41700000000000,R-33E Vympel
272,5E50700000000000,R-40T Vympel
273,0161700000000000,R.530
274,5770700000000000,R-60M Molniya
275,46C0700000000000,Rb 05A
276,C5C0700000000000,Rb 24J
277,C9C0700000000000,Rb 28 Falcon
278,02C2700000000000,Rb 71
279,05C2700000000000,Rb 74
280,06C2700000000000,Rb 75
281,E635710000000000,RIMa
282,43A4710000000000,RPG-2
283,48A4710000000000,RPG-7
284,92B5740000000000,SALH
285,05B6740000000000,9K33M OSA-M
286,06B6740000000000,Strela-2M
287,CEF2740000000000,SEAD
288,E172750000000000,SMAW
289,4AA4750000000000,SPG-9
290,D7C0750000000000,#command TOPAS R-2M
291,82D0750000000000,SS-11
292,0CA2770000000000,Su-7B
293,8B61780000000000,T-55A
294,9661780000000000,T-55L
295,0362780000000000,T57-2
296,4B71780000000000,T-64A
297,4C71780000000000,T-64B
298,CB80780000000000,T-72A
299,CC80780000000000,T-72B
300,4B90780000000000,T-80A
301,4C90780000000000,T-80B
302,5F90780000000000,T-80U
303,8490780000000000,V-LKV T813
304,8691790000000000,TO-55
305,C391790000000000,TO-62
306,81327A0000000000,TY-90
307,9D677C0000000000,U-5TS
308,8B207D0000000000,#command UH-1A ACP
309,4170800000000000,V-600P
310,0151810000000000,VK-30
311,0671890000000000,XM-35
312,4437910000000000,ZIS-3
313,C4F0910000000000,ZU-23-2
314,D7B2A40000000000,Air-to-Air Missiles are used by planes during air combat against other planes. Some can be used against helicopters
315,57B4A40000000000,Air-to-Ground Missiles are anti-tank missile fired by planes against armored target. They can only be used against ground targets.
316,D125A50000000000,Heavy Machine-Guns are firing more powerful ammunitions than MMG. The Soviet 14
317,E162A50000000000,Light anti-tank weapons are modern bazookas
318,D165A50000000000,Light-Machine Guns are carried by infantry squads and provide them not only with extra firepower
319,D175A50000000000,Medium-Machine Guns are mounted on vehicles and provide them not only with extra firepower
320,D7D2A50000000000,Surface-to-Air Missiles are medium to long range weapons dedicated to engage aerial targets. They are ineffective against ground ones.
321,E1D2A50000000000,Squad Automatic Weapons are lighter LMGs carried by dedicated assault squads and providing them not only with extra firepower
322,D1D5A50000000000,Ranging from obsolete WW2 leftovers to the most modern special forces weapons
323,57D7A50000000000,Anti-ship missile designed to engage capital ships and one of the few weapons able to deal significant damage to them
324,AC79AF0000000000,Frag
325,6AEAEE0000000000,vide
326,84F1EF0000000000,PLDvK vz. 53/59
327,8AF1EF0000000000,BZK vz.59A
328,B21C040200000000,100mm
329,B24C040200000000,103mm
330,B26C040200000000,105mm
331,B27C040200000000,106mm
332,B28C040200000000,107mm
333,B21C080200000000,110mm
334,B25C080200000000,114mm
335,B26C080200000000,115mm
336,B21C0C0200000000,120mm
337,B23C0C0200000000,122mm
338,B26C0C0200000000,125mm
339,B28C0C0200000000,127mm
340,B21C100200000000,130mm
341,B26C100200000000,135mm
342,B21C140200000000,140mm
343,B23C180200000000,152mm
344,4A65180200000000,M178
345,B26C180200000000,155mm
346,B26C1C0200000000,165mm
347,B21C200200000000,170mm
348,B26C200200000000,175mm
349,2C4C240200000000,183kg
350,0442490200000000,BRDM-1 HJ-73
351,B24C040300000000,203mm
352,775A070300000000,QF 20-pdr
353,B21C0C0300000000,220mm
354,2C8C0C0300000000,227kg
355,B28C0C0300000000,227mm
356,B21C140300000000,240mm
357,2C6C140300000000,245kg
358,2C1C180300000000,250kg
359,B21C240300000000,280mm
360,57422C0300000000,Twin 2A38M
361,D7512C0300000000,2A46M
362,42522C0300000000,2A48-1
363,C4D0450300000000,Twin Gsh-23
364,C4C0610300000000,Twin NR-23
365,B21C040400000000,300mm
366,2C1C140400000000,340kg
367,C4E1210400000000,T63
368,C4C0610400000000,Triple NR-23
369,01C1610400000000,Triple NR-30
370,2C1C040500000000,400kg
371,2C1C180500000000,450kg
372,2C1C040600000000,500kg
373,CAE1210600000000,T69
374,9DC4680600000000,Bo 105P/BSH
375,B21C080700000000,610mm
376,B26C940700000000,6
377,B26C940800000000,7
378,B28C940800000000,7
379,4271050A00000000,M41
380,2C6C0C0A00000000,925kg
381,8620540A00000000,Metys
382,C220540A00000000,9K121 Vikhr
383,0141540A00000000,9K330
384,82205C0A00000000,Fagot
385,83205C0A00000000,Kobra
386,84205C0A00000000,Konkurs
387,85205C0A00000000,Kokon
388,88205C0A00000000,Bastion
389,89205C0A00000000,Sheksna
390,8A205C0A00000000,Svir
391,C1205C0A00000000,Ataka V
392,C9205C0A00000000,Agona
393,57215C0A00000000,Malyutka-M
394,5A215C0A00000000,Malyutka-P
395,1A225C0A00000000,Fleyta
396,88305C0A00000000,9M217
397,82405C0A00000000,9M311
398,07415C0A00000000,3M9
399,C3455C0A00000000,9M33M2
400,9DB7380B00000000,M113 ADATS
401,04043A0B00000000,TORNADO F.3
402,8370450B00000000,AGM-12C Bullpup
403,4671450B00000000,AGM-45B Shrike
404,0972450B00000000,AGM-78D Standard
405,4572450B00000000,AGM-84 Harpoon
406,4972450B00000000,AGM-88 HARM
407,88D0450B00000000,AGS-17
408,85714D0B00000000,AIM-54 Phoenix
409,0F724D0B00000000,AIM-7E Sparrow
410,10724D0B00000000,AIM-7F Sparrow
411,17724D0B00000000,AIM-7M Sparrow
412,8C724D0B00000000,AIM-9B
413,90724D0B00000000,AIM-9F
414,94724D0B00000000,AIM-9J
415,96724D0B00000000,AIM-9L
416,97724D0B00000000,AIM-9M
417,C921500B00000000,AJ 168
418,0722540B00000000,AK-176
419,0131540B00000000,AK230 CIWS
420,0171540B00000000,AK630 CIWS
421,17B7580B00000000,ALARM
422,C1615D0B00000000,AML 60
423,81625D0B00000000,AML 90 #reco1
424,03215E0B00000000,AMX-32
425,41215E0B00000000,AMX-40
426,88D1710B00000000,ARS-57
427,5640740B00000000,AS30L
428,4341740B00000000,AS.34 Kormoran 2
429,1C42740B00000000,AS-37 Martel AR
430,46F2750B00000000,ASU-85M
431,B109760B00000000,AS VAL
432,C4A0910B00000000,AZP-23 Amur
433,B027DF0B00000000,Command Tank
434,57A0540C00000000,BK90 Mjölner
435,8681580C00000000,BL-755
436,C711590C00000000,BLG-66 Beluga
437,57315C0C00000000,BM-24M
438,95E05C0C00000000,#command BMD-1K
439,8EA05D0C00000000,BMP-1D
440,95A05D0C00000000,#command BMP-1K
441,9AA05D0C00000000,BMP-1P
442,CEA05D0C00000000,BMP-2D
443,43025F0C00000000,Mk 82
444,44025F0C00000000,Mk 83
445,45025F0C00000000,Mk 84
446,C2E5700C00000000,BRDM-1 #reco1
447,C3E5700C00000000,BRDM-2 #reco1
448,9570710C00000000,BWR-1D #reco3
449,41C1790C00000000,BTR-40 #reco1
450,01C2790C00000000,BTR-70
451,41C2790C00000000,BTR-80
452,95A0810C00000000,#command BVP-1K
453,9AA0810C00000000,BVP-1P
454,CEA0850C00000000,BWP-2D
455,4C06990C00000000,Logisitic support vessel
456,2A7B9B0C00000000,Landing Craft Mechanized
457,D1D5090D00000000,C1 SMG
458,D1721D0D00000000,C6
459,9C10200D00000000,YJ-7R
460,86C02D0D00000000,CAR-15
461,8920480D00000000,CH-118
462,0621480D00000000,CH-135
463,0721480D00000000,CH-136 #reco2
464,4821480D00000000,CH-147 CARGO
465,99C32D0E00000000,DARDO CIWS
466,CDE2610F00000000,ENTAC
467,01A1CA0F00000000,Dual Emerlec 30
468,9120081000000000,F111G
469,DA42091000000000,F-1
470,8621481000000000,FH155
471,4542491000000000,FHJ-84
472,D172611000000000,L7A1
473,0351801000000000,FV432
474,39CD9A1000000000,PT?S FAGOT
475,AA6CC61000000000,Flamethrower
476,81F0311100000000,GBU-27/B Paveway III
477,83F0311100000000,GBU-12 Paveway II
478,C8F0311100000000,GBU-27 Paveway III
479,C440761100000000,GSz-23
480,83A09B1100000000,GAU-12/A Equalizer
481,DEA2DE1100000000,Grenade AT
482,02A4DE1100000000,F1
483,0672ED1100000000,Gv M75
484,15561A1200000000,B-5
485,9E773D1200000000,HEMTT
486,0C81501200000000,HJ-73B
487,42E9651200000000,HOT 1
488,43E9651200000000,HOT 2
489,C190741200000000,HS.820
490,94E09B1200000000,Hai Ying-1J
491,0D51C31200000000,HKP 3C
492,4B51C31200000000,HKP 4A
493,CB51C31200000000,HKP 6A #reco2
494,A6BAD31200000000,Hovea m/49
495,8219B31300000000,Igla-1
496,A019B31300000000,Igla-V
497,306FB61300000000,MIM-23B I-Hawk
498,82B2C31300000000,IKV 91
499,CBB2CE1300000000,Anti-Aircraft Team
500,DEB2CE1300000000,Anti-Tank Team
501,B79ACF1300000000,Interceptor
502,B7B9CF1300000000,Invar
503,15C60C1400000000,F-5B
504,B7CA9A1400000000,JÄGER
505,B1BA9B1400000000,Javelin
506,55C6091500000000,K1
507,1617101500000000,K30
508,15461C1500000000,ZSD-531A
509,87315C1500000000,KM256
510,01426A1500000000,KPz 70 KEILER
511,1731B41500000000,Kh-23M
512,8E32B41500000000,Kh-29D
513,9632B41500000000,Kh-29L
514,9E32B41500000000,Kh-29T
515,8B40B41500000000,Kh-31A
516,9A40B41500000000,Kh-58U
517,381DD31500000000,T813 KOLOS
518,B729D31500000000,KOMAR
519,343BD31500000000,#command KONGO
520,39EED61500000000,Kpist m/45B
521,5DA0EC1500000000,Kv-90S73
522,C242081600000000,L13A1
523,C252101600000000,L34A1
524,43C72D1600000000,LARS-2
525,C6002E1600000000,LAV-25 FSV
526,41122E1600000000,LAW 80
527,85A1411600000000,LFP 54
528,8191691600000000,LPO-50
529,88E6811600000000,LVTP-7
530,9112081700000000,SKH M/109G
531,8B100C1700000000,M201A
532,50260C1700000000,M-21OF
533,C3A2101700000000,Twin Pontiac M39A2
534,1C17141700000000,M40 RR
535,9523141700000000,M41 DK1 #reco1
536,1182181700000000,#command M577G
537,C4131C1700000000,M60E3
538,C532201700000000,M72A4 LAW
539,55C6251700000000,M8 PANSERBIL #reco1
540,4AE12D1700000000,MAT 49
541,01E2311700000000,MBT-70
542,4160341700000000,MC / GP Mk.10
543,5D66351700000000,MCLOS
544,5031381700000000,MD24-F
545,C381441700000000,Machine Gun 7.62
546,4B314C1700000000,Mi-24A
547,4E314C1700000000,Mi-24D
548,5A314C1700000000,Mi-24P
549,61314C1700000000,Mi-24W
550,15364C1700000000,Mi-2 #reco2
551,34374C1700000000,Mi-2Ro #reco3
552,DD374C1700000000,Mi-2 US
553,E0524C1700000000,Mi-4AV
554,15564C1700000000,Mi-4
555,15964C1700000000,Mi-8
556,A0974C1700000000,Mi-8T
557,D8624D1700000000,MILAN F1
558,4E67681700000000,MP5SD
559,5735691700000000,Mpi-KM
560,B89FAB1700000000,STRZELCY PODHALA?SCY
561,C8C0BA1700000000,MiG-27
562,81A1C61700000000,Mk 61
563,A75E551800000000,Deprec! 2K12 KUB
564,87205C1800000000,NM116 #reco2
565,06215C1800000000,NM135
566,43215C1800000000,NM142
567,86225C1800000000,NM195
568,C351791800000000,62 Shiki
569,B3FB9A1800000000,#command NAJIN
570,D5B2741900000000,OSA-AK
571,8190781900000000,OT-810D
572,0792791900000000,OTO Melara
573,C170AB1900000000,Oerlikon 20
574,4942461A00000000,PGZ-88
575,0B41501A00000000,Dual PJ-33A
576,C6B0581A00000000,ZPT 90
577,CC81781A00000000,PT-76B #reco1
578,306FB61A00000000,MIM-23B I-Hawk PIP II
579,4501FD1A00000000,PzF 44
580,02870C1C00000000,R-27R1 Vympel
581,5760181C00000000,R.550 Magic
582,C245201C00000000,R-73M1 Vympel
583,87D1311C00000000,RBS 56
584,01D2311C00000000,RBS 70
585,81D2311C00000000,RBS 90
586,C771451C00000000,RGM-66D
587,4572451C00000000,RGM-84 Harpoon
588,17724D1C00000000,RIM-7M Sea Sparrow
589,0702651C00000000,L23A1
590,8710691C00000000,RPG-16D
591,8910691C00000000,RPG-18
592,C310691C00000000,RPG-22
593,C710691C00000000,RPG-26
594,CA10691C00000000,RPG-29 Vampyr
595,0612691C00000000,RPG-75
596,2012691C00000000,RPG-7V
597,4851691C00000000,RPK
598,0552691C00000000,RPK-74
599,DD37741C00000000,R-55
600,B7999A1C00000000,Radar
601,338DAA1C00000000,recon
602,4460B41C00000000,Rh-503
603,6ABCBA1C00000000,Battle Rifle
604,C651351D00000000,Newnanbu M66
605,4361441D00000000,SG-542
606,4461441D00000000,SG-543
607,8297551D00000000,#command SKOT R-3
608,8397551D00000000,SKOT-2
609,DC255C1D00000000,SM1 MR block V
610,DC355C1D00000000,SM2 MR block II
611,8E12691D00000000,SPG-9D
612,C1116A1D00000000,#command SPW-60(S)
613,01126A1D00000000,SPW-70
614,41126A1D00000000,SPW-80
615,8131881D00000000,SX250
616,B75A9B1D00000000,ŽENISTÉ
617,B94EA31D00000000,PR?ZKUMNÍCI #reco2
618,B12AB71D00000000,SHMEL
619,B15AD31D00000000,SOPEL
620,F24DE71D00000000,STORMER
621,1532E81D00000000,Su-27K
622,1556101E00000000,T-34/85
623,D762181E00000000,T-55AM
624,64331C1E00000000,T-62cz
625,C2351C1E00000000,T-62M
626,E0351C1E00000000,T-62MV-1
627,15361C1E00000000,T-62D
628,16471C1E00000000,T63
629,17531C1E00000000,T-64BM
630,20531C1E00000000,T-64BV
631,0233201E00000000,T-72B1
632,C235201E00000000,T-72M1 JAGUAR
633,1667201E00000000,T75
634,2013241E00000000,T-80BV
635,DDA2651E00000000,TOPAS
636,81819A1E00000000,C15 LRSW
637,F45DA71E00000000,Tank Destroyer Prototype
638,8470B21E00000000,TGB 13
639,8DC62C2000000000,#command VAB PC
640,1C64312000000000,VBL #reco2
641,8261902100000000,WZ-551
642,D590502300000000,YJ-82K
643,93D4182400000000,Z-5
644,93D4282400000000,Z-9A
645,4160302400000000,ZB500
646,8302592400000000,WZ-550
647,C3E7692400000000,ZPTU-2
648,C5E7692400000000,ZPTU-4
649,745DBB2400000000,MONITOR ZIPPO
650,C374FD2800000000,Mi-2 #reco2
651,86E1FD2800000000,T-55 #reco1
652,03E2FD2800000000,T-72
653,57E42D2900000000,Anti-Tank Guided Missiles are dedicated anti-tank weapons
654,A74C332900000000,Bombs are dropped by planes on ground targets. Using only gravity as a mean of projection
655,5D38352900000000,Close-in weapon systems are designed to provide anti-missile point-defense. They quickly fire and destroy incoming missiles.
656,2D6EC62B00000000,Flashbang
657,2C1C048100000000,1000kg
658,44C7048100000000,BS-3
659,AF89058100000000,100 gun
660,8AE1058100000000,T69-II
661,44E2198100000000,T83
662,46E2198300000000,PLA 125
663,4672218300000000,M85
664,B28C948300000000,12
665,4771058400000000,M-46
666,B26C948500000000,14
667,47710D8600000000,M-46
668,0261198600000000,L31
669,5DE605C300000000,MO.1.01.04
670,0A29CBC400000000,23mm Z-9
671,C3750CCB00000000,2A26M2
672,C29510CB00000000,2A38M
673,013114CB00000000,2A42
674,2C1C040101000000,3000kg
675,C725CB0801000000,M6
676,B24C206501000000,4
677,B26C14A501000000,5
678,B27C18A501000000,5
679,83B12C0602000000,AA-52
680,81B1740602000000,SA.50
681,C1710D0702000000,M60
682,44740D0702000000,MG3
683,02840D0702000000,NF-1
684,57A50D0702000000,PKT
685,C3225C0702000000,M1A2
686,05015F0702000000,Mk34
687,B23C940702000000,76
688,B23C1C2502000000,7
689,8DB6044202000000,OT-810
690,C425CB8102000000,M3
691,9721089502000000,Metys-M
692,9720089702000000,Faktoriya
693,1721089702000000,Konkurs-M
694,5721089702000000,Kokon-M
695,1722089702000000,Arkan
696,9722089702000000,Refleks
697,9720109702000000,9M311M
698,C345109702000000,9M33M2
699,C295109702000000,9M38M1
700,4665189702000000,9M55K
701,57E72DCE02000000,ADATS
702,01813DCE02000000,ADEN 30
703,8A205CD102000000,Penguin
704,C3205CD102000000,AGM-122 Sidearm
705,8C715CD102000000,AGM-65B Maverick
706,8D715CD102000000,AGM-65C Maverick
707,8E715CD102000000,AGM-65D Maverick
708,8F715CD102000000,AGM-65E Maverick
709,90715CD102000000,AGM-65F Maverick
710,91715CD102000000,AGM-65G Maverick
711,DD4709D202000000,AH-1J COBRA  #reco1
712,5F5720D502000000,AKS-74U
713,5A2088D702000000,AMX-10P
714,4C4088D702000000,AMX-30
715,DD624DDA02000000,APILAS
716,9E6708DD02000000,AS.15TT
717,0DB858DD02000000,#command ASLAV-C
718,97917CDD02000000,ASU-85M
719,DDD52CDE02000000,M39
720,D7D245DE02000000,Dual purpose missile
721,413064DE02000000,ATO-200
722,412074DE02000000,ATS-103
723,38EECAE602000000,Anti-Aircraft Missile
724,304ADFE602000000,Jaktraket m/57
725,B5DEDDEE02000000,Air Superiority fighter
726,06329BF002000000,Akan m/75
727,A9DCC8F702000000,Command Armor
728,A9DDE1F802000000,Assault Squad
729,57D7590B03000000,BAL
730,15260C1703000000,BM-21
731,15560C1703000000,BM-24
732,1526681703000000,KORSHUN
733,DF70391C03000000,#command BRDM-2U
734,4B50701E03000000,BTR-40A  #reco1
735,4C50701E03000000,SPW-40 #reco1
736,5580701E03000000,#command BTR-70K
737,C120542103000000,BWK120
738,8B309B3003000000,BKAN 1A
739,8535AB3703000000,Bren L4
740,42B84D5203000000,QW-1
741,86E1395703000000,#command T-55AD-1
742,03E2395703000000,#command T-72K1
743,DE025E5903000000,COMVAT
744,DE82805C03000000,WDU-5002/B CRV7
745,DE72E96D03000000,Chu-MAT
746,A9DDC97403000000,Command Squad
747,D7D2D17703000000,Crotale
748,C320048403000000,D-30
749,01B1408F03000000,DEFA 550
750,58162D9C03000000,M47 Dragon
751,33CD9AB703000000,DRAGONER
752,A9A9DBB803000000,#command VELITELSKÝ ŠTÁB
753,0BC4410504000000,F-4F KWS
754,55C62D0604000000,F-5A
755,8131300B04000000,FAB 250
756,4160300B04000000,FAB 500
757,D740142004000000,FV432(M)
758,8621784D04000000,GCT F1
759,01E12D5304000000,GIAT 30
760,4240485D04000000,GSh-301
761,4340485D04000000,GSh-2-30
762,4740485D04000000,GSh-6-30
763,5540485D04000000,GSh-30k
764,C470485D04000000,GSh-6-23
765,8822E46604000000,M197 Vulcan
766,E96DD66A04000000,FLAKPZ. GEPARD
767,C111A97704000000,G60
768,C271A97704000000,M61
769,C871A97704000000,M67
770,4572A97704000000,M84
771,4475A97704000000,MK3
772,58C4A97704000000,RGN
773,59C4A97704000000,RGO
774,CFD2A97704000000,SAE-210
775,5639AB7704000000,Grenade Launcher
776,BB99E37A04000000,Carl Gustav M2
777,93D4209B04000000,HQ-7
778,0291749D04000000,HSS.831
779,B91ACBA604000000,Hamlet
780,6A6EFAA604000000,#command HAYATE
781,4A71F1B404000000,M-49
782,868158CC04000000,IBL-755
783,9760C6EC04000000,Igla-N
784,4420ECF004000000,IKV 103
785,B3099BFB04000000,Twin Ivakan m/36
786,93D4340805000000,J-7C
787,93D4480805000000,J-7H
788,4620841D05000000,JSW 105
789,8621841D05000000,JSW 155
790,B7CAAA2605000000,JÆGERE #reco2
791,DE72D52605000000,MAT
792,D665ED2605000000,Javelin LML
793,DE72F93A05000000,Jyu-MAT
794,57B5544C05000000,kbk AKM
795,C2921C5705000000,KM68A1
796,86E1915A05000000,SpPz T-55 #reco1
797,89216B5D05000000,Ksp m/58
798,8CA70C6605000000,Ka-29TB
