,Hash,String
162,48512D0000000000,AKM
163,0A712D0000000000,AM-39 Exocet
164,05D12D0000000000,AS.34 Kormoran
165,57E42D0000000000,ATGM
166,1621300000000000,S-13
167,8152310000000000,BK 90/L40
168,8570310000000000,M-14-OF
169,C870310000000000,9M27F
170,8273310000000000,BMD-1
171,8473310000000000,BMD-3
172,8276310000000000,BMP-1
173,8376310000000000,BMP-2
174,8476310000000000,BMP-3
175,9E76310000000000,BMPT
176,C2C5310000000000,BRM-1K #reco3
177,0EE7310000000000,BTR-D
178,8206320000000000,BVP-1
179,8306320000000000,BVP-2
180,8216320000000000,BWP-1
181,8316320000000000,BWP-2
182,A74C330000000000,HE Bomb
183,4390340000000000,Yingji-82
184,8900350000000000,CF-18 HORNET
185,4721350000000000,HKP 4C
186,8421350000000000,CH-53
187,5D38350000000000,CIWS
188,08C8350000000000,M151 CRV7
189,5E20380000000000,D-10T
190,DE61380000000000,D-56T
191,C6A0380000000000,D/925
192,9CF6380000000000,DEPRECATED
193,E2C83D0000000000,Eryx
194,C342440000000000,H&K G3A2
195,C542440000000000,H&K G3KA4
196,C4D0450000000000,Gsh-23
197,896E460000000000,GAU-8/A Avenger
198,0442490000000000,HJ-73
199,4B42490000000000,HJ-8A
200,4C42490000000000,HJ-8B
201,8B81490000000000,HN-5A
202,8C81490000000000,HN-5B
203,8D81490000000000,HN-5C
204,C2B1490000000000,HQ-61
205,306F4A0000000000,MIM-23A Hawk
206,66CC4E0000000000,Igla
207,1721540000000000,R-13M
208,8161560000000000,Ka-50 AKULA
209,C4D0560000000000,Kh-23
210,C6D0560000000000,Kh-25L
211,C9D0560000000000,Kh-28
212,06D1560000000000,Kh-35
213,89D1560000000000,Kh-58
214,C7D1560000000000,Kh-66
215,AC79570000000000,Krag-Jørgensen
216,1DB7580000000000,LARS
217,17B8580000000000,LAV-M
218,C9D5580000000000,LCM 8
219,CDC2590000000000,LRAC F1
220,49205C0000000000,M10-8
221,4A205C0000000000,M109 R.C.H.A.
222,88205C0000000000,M117
223,C2205C0000000000,M30
224,03215C0000000000,M132 ZIPPO
225,06215C0000000000,M135
226,01315C0000000000,M230
227,4A315C0000000000,M249 SAW
228,C2325C0000000000,M2A1
229,0E525C0000000000,Akan m/47D
230,08625C0000000000,#command M577 CPC
231,C2705C0000000000,M621
232,1DB75C0000000000,MARS
233,88305D0000000000,Mi-8MTV
234,C6305D0000000000,Mi-25
235,C7305D0000000000,Mi-26
236,DE305D0000000000,Mi-2T
237,06315D0000000000,Mi-35
238,4B315D0000000000,Mi-4A
239,5E325D0000000000,Mi-8 ZAOP.
240,1D675D0000000000,Multiple Rocket Launcher Vehicle
241,41715D0000000000,MM-40 Exocet
242,8CE55D0000000000,MT-LBV
243,8A005F0000000000,Mk19
244,E6AC5F0000000000,MUNA
245,D292610000000000,NOAH
246,C4C0610000000000,NR-23
247,01C1610000000000,NR-30
248,C4D0610000000000,NS-23
249,C6E1650000000000,OT-65 #reco1
250,4A02690000000000,PF-89
251,8260690000000000,PL-11
252,52A7690000000000,Type 49
253,D7C2690000000000,PRAM vz.82
254,42D4690000000000,H&K PSG1
255,02E2690000000000,PT-71 #reco2
256,46E2690000000000,PT-85 #reco2
257,81E2690000000000,PT-90
258,41126A0000000000,PW-80
259,04F46B0000000000,PzF 3
260,1C31700000000000,R-23R Vympel
261,5C31700000000000,R-24R Vympel
262,1C32700000000000,R-27R Vympel
263,1E32700000000000,R-27T Vympel
264,0F41700000000000,R-33E Vympel
265,5E50700000000000,R-40T Vympel
266,0161700000000000,R530
267,5770700000000000,R-60M Molniya
268,46C0700000000000,Rb 05A
269,C5C0700000000000,Rb 24J
270,C9C0700000000000,Rb 28 Falcon
271,02C2700000000000,Rb 71
272,05C2700000000000,Rb 74
273,06C2700000000000,Rb 75
274,E635710000000000,RIMa
275,43A4710000000000,RPG-2
276,48A4710000000000,RPG-7
277,92B5740000000000,SALH
278,05B6740000000000,9K33M OSA-M
279,06B6740000000000,Strela-2M
280,CEF2740000000000,SEAD
281,E172750000000000,SMAW
282,4AA4750000000000,SPG-9
283,D7C0750000000000,#command TOPAS R-2M
284,82D0750000000000,SS-11
285,0CA2770000000000,Su-7B
286,8B61780000000000,T-55A
287,9661780000000000,T-55L
288,0362780000000000,T57-2
289,4B71780000000000,T-64A
290,4C71780000000000,T-64B
291,CB80780000000000,T-72A
292,CC80780000000000,T-72B
293,4B90780000000000,T-80A
294,4C90780000000000,T-80B
295,5F90780000000000,T-80U
296,8490780000000000,V-LKV T813
297,8691790000000000,TO-55
298,C391790000000000,TO-62
299,81327A0000000000,TY-90
300,9D677C0000000000,U-5TS
301,8B207D0000000000,#command UH-1A ACP
302,4170800000000000,V600
303,0151810000000000,VK-30
304,0671890000000000,XM-35
305,4437910000000000,ZIS-3
306,C4F0910000000000,ZU-23-2
307,D7B2A40000000000,Air-to-Air Missiles are used by planes during air combat against other planes. Some can be used against helicopters
308,57B4A40000000000,Air-to-Ground Missiles are anti-tank missile fired by planes against armored target. They can only be used against ground targets.
309,D125A50000000000,Heavy Machine-Guns are firing more powerful ammunitions than MMG. The Soviet 14
310,E162A50000000000,Light anti-tank weapons are modern bazookas
311,D165A50000000000,Light-Machine Guns are carried by infantry squads and provide them not only with extra firepower
312,D175A50000000000,Medium-Machine Guns are mounted on vehicles and provide them not only with extra firepower
313,D7D2A50000000000,Surface-to-Air Missiles are medium to long range weapons dedicated to engage aerial targets. They are ineffective against ground ones.
314,E1D2A50000000000,Squad Automatic Weapons are lighter LMGs carried by dedicated assault squads and providing them not only with extra firepower
315,D1D5A50000000000,Ranging from obsolete WW2 leftovers to the most modern special forces weapons
316,57D7A50000000000,Anti-ship missile designed to engage capital ships and one of the few weapons able to deal significant damage to them
317,AC79AF0000000000,Frag
318,6AEAEE0000000000,vide
319,84F1EF0000000000,PLDvK vz. 53/59
320,8AF1EF0000000000,BZK vz.59A
321,B21C040200000000,100mm
322,B24C040200000000,103mm
323,B26C040200000000,105mm
324,B27C040200000000,106mm
325,B28C040200000000,107mm
326,B21C080200000000,110mm
327,B25C080200000000,114mm
328,B26C080200000000,115mm
329,B21C0C0200000000,120mm
330,B23C0C0200000000,122mm
331,B26C0C0200000000,125mm
332,B28C0C0200000000,127mm
333,B21C100200000000,130mm
334,B26C100200000000,135mm
335,B21C140200000000,140mm
336,8233180200000000,D-1
337,B23C180200000000,152mm
338,B26C180200000000,155mm
339,B26C1C0200000000,165mm
340,B21C200200000000,170mm
341,B26C200200000000,175mm
342,2C4C240200000000,183kg
343,0442490200000000,BRDM-1 HJ-73
344,B24C040300000000,203mm
345,775A070300000000,QF 20-pdr
346,B21C0C0300000000,220mm
347,2C8C0C0300000000,227kg
348,B28C0C0300000000,227mm
349,B21C140300000000,240mm
350,2C6C140300000000,245kg
351,2C1C180300000000,250kg
352,B21C240300000000,280mm
353,57422C0300000000,Twin 2A38M
354,D7512C0300000000,2A46M
355,42522C0300000000,2A48-1
356,C4D0450300000000,Twin Gsh-23
357,C4C0610300000000,Twin NR-23
358,B21C040400000000,300mm
359,2C1C140400000000,340kg
360,C4E1210400000000,T63
361,C4C0610400000000,Triple NR-23
362,01C1610400000000,Triple NR-30
363,2C1C040500000000,400kg
364,2C1C180500000000,450kg
365,2C1C040600000000,500kg
366,CAE1210600000000,T69
367,9DC4680600000000,Bo 105P/BSH
368,B21C080700000000,610mm
369,B26C940700000000,6
370,B26C940800000000,7
371,B28C940800000000,7
372,4271050A00000000,M41
373,2C6C0C0A00000000,925kg
374,8620540A00000000,Metys
375,C220540A00000000,9K121 Vikhr
376,0141540A00000000,9K330
377,82205C0A00000000,Fagot
378,83205C0A00000000,Kobra
379,84205C0A00000000,Konkurs
380,85205C0A00000000,Kokon
381,88205C0A00000000,Bastion
382,89205C0A00000000,Sheksna
383,8A205C0A00000000,Svir
384,C1205C0A00000000,Ataka V
385,C9205C0A00000000,Agona
386,57215C0A00000000,Malyutka-M
387,5A215C0A00000000,Malyutka-P
388,1A225C0A00000000,Fleyta
389,82405C0A00000000,9M311
390,07415C0A00000000,9M336
391,C3455C0A00000000,9M33M2
392,9DB7380B00000000,M113 ADATS
393,04043A0B00000000,TORNADO F.3
394,8370450B00000000,AGM-12C Bullpup
395,4671450B00000000,AGM-45B Shrike
396,0972450B00000000,AGM-78D Standard
397,4572450B00000000,AGM-84 Harpoon
398,4972450B00000000,AGM-88 HARM
399,88D0450B00000000,AGS-17
400,85714D0B00000000,AIM-54 Phoenix
401,0F724D0B00000000,AIM-7E Sparrow
402,10724D0B00000000,AIM-7F Sparrow
403,17724D0B00000000,AIM-7M Sparrow
404,8C724D0B00000000,AIM-9B
405,90724D0B00000000,AIM-9F
406,94724D0B00000000,AIM-9J
407,96724D0B00000000,AIM-9L
408,97724D0B00000000,AIM-9M
409,C921500B00000000,AJ 168
410,0722540B00000000,AK-176
411,0131540B00000000,AK230 CIWS
412,0171540B00000000,AK630 CIWS
413,17B7580B00000000,ALARM
414,C1615D0B00000000,AML 60
415,81625D0B00000000,AML 90 #reco1
416,03215E0B00000000,AMX-32
417,41215E0B00000000,AMX-40
418,88D1710B00000000,ARS-57
419,5640740B00000000,AS30L
420,4341740B00000000,AS.34 Kormoran 2
421,1C42740B00000000,AS-37 Martel AR
422,46F2750B00000000,ASU-85M
423,C4A0910B00000000,AZP-23 Amur
424,B027DF0B00000000,Command Tank
425,57A0540C00000000,BK90 Mjölner
426,8681580C00000000,BL-755
427,C711590C00000000,BLG-66 Beluga
428,57315C0C00000000,BM-24M
429,95E05C0C00000000,#command BMD-1K
430,8EA05D0C00000000,BMP-1D
431,95A05D0C00000000,#command BMP-1K
432,9AA05D0C00000000,BMP-1P
433,CEA05D0C00000000,BMP-2D
434,43025F0C00000000,Mk 82
435,44025F0C00000000,Mk 83
436,45025F0C00000000,Mk 84
437,C2E5700C00000000,BRDM-1 #reco1
438,C3E5700C00000000,BRDM-2 #reco1
439,9570710C00000000,BWR-1D #reco3
440,41C1790C00000000,BTR-40 #reco1
441,01C2790C00000000,BTR-70
442,41C2790C00000000,BTR-80
443,95A0810C00000000,#command BVP-1K
444,9AA0810C00000000,BVP-1P
445,CEA0850C00000000,BWP-2D
446,4C06990C00000000,Logisitic support vessel
447,2A7B9B0C00000000,Landing Craft Mechanized
448,D1D5090D00000000,C1 SMG
449,D1721D0D00000000,C6
450,9C10200D00000000,C-701R
451,86C02D0D00000000,CAR-15
452,8920480D00000000,CH-118
453,0621480D00000000,CH-135
454,0721480D00000000,CH-136 #reco1
455,4821480D00000000,CH-147 CARGO
456,99C32D0E00000000,DARDO CIWS
457,CDE2610F00000000,ENTAC
458,01A1CA0F00000000,Dual Emerlec 30
459,9120081000000000,F111G
460,DA42091000000000,F-1
461,8621481000000000,FH155
462,4542491000000000,FHJ-84
463,D172611000000000,L7A1
464,0351801000000000,FV432
465,39CD9A1000000000,PT?S FAGOT
466,AA6CC61000000000,Flamethrower
467,81F0311100000000,GBU-27/B Paveway III
468,83F0311100000000,GBU-12 Paveway II
469,C8F0311100000000,GBU-27 Paveway III
470,C440761100000000,GSz-23
471,83A09B1100000000,GAU-12/A Equalizer
472,DEA2DE1100000000,Grenade AT
473,02A4DE1100000000,F1
474,0672ED1100000000,Gv M75
475,9E773D1200000000,HEMTT
476,0C81501200000000,HJ-73B
477,42E9651200000000,HOT 1
478,43E9651200000000,HOT 2
479,C190741200000000,HS.820
480,94E09B1200000000,Hai Ying-1J
481,0D51C31200000000,HKP 3C
482,4B51C31200000000,HKP 4A
483,CB51C31200000000,HKP 6A #reco2
484,A6BAD31200000000,Hovea m/49
485,306FB61300000000,MIM-23B I-Hawk
486,82B2C31300000000,IKV 91
487,CBB2CE1300000000,Anti-Aircraft Team
488,DEB2CE1300000000,Anti-Tank Team
489,B79ACF1300000000,Interceptor
490,B7B9CF1300000000,Invar
491,15C60C1400000000,F-5B
492,B7CA9A1400000000,JÄGER
493,B1BA9B1400000000,Javelin
494,55C6091500000000,K1
495,1617101500000000,K30
496,15461C1500000000,ZSD-531A
497,87315C1500000000,KM256
498,01426A1500000000,KPz 70 KEILER
499,1731B41500000000,Kh-23M
500,8E32B41500000000,Kh-29D
501,9632B41500000000,Kh-29L
502,9E32B41500000000,Kh-29T
503,8B40B41500000000,Kh-31A
504,9A40B41500000000,Kh-58U
505,381DD31500000000,T813 KOLOS
506,B729D31500000000,KOMAR
507,343BD31500000000,#command KONGO
508,39EED61500000000,Kpist m/45B
509,5DA0EC1500000000,Kv-90S73
510,C242081600000000,L13A1
511,C252101600000000,L34A1
512,43C72D1600000000,LARS-2
513,C6002E1600000000,LAV-25 FSV
514,41122E1600000000,LAW 80
515,85A1411600000000,LFP 54
516,8191691600000000,LPO-50
517,88E6811600000000,LVTP-7
518,9112081700000000,SKH M/109G
519,8B100C1700000000,M201A
520,50260C1700000000,M-21OF
521,C3A2101700000000,Twin Pontiac M39A2
522,1C17141700000000,M40 RR
523,9523141700000000,M41 DK1 #reco1
524,1182181700000000,#command M577G
525,C4131C1700000000,M60E3
526,C532201700000000,M72A4 LAW
527,55C6251700000000,M8 PANSERBIL #reco1
528,4AE12D1700000000,MAT 49
529,01E2311700000000,MBT-70
530,4160341700000000,MC / GP Mk.10
531,5D66351700000000,MCLOS
532,5031381700000000,MD24-F
533,C381441700000000,Machine Gun 7.62
534,4B314C1700000000,Mi-24A
535,4E314C1700000000,Mi-24D
536,5A314C1700000000,Mi-24P
537,61314C1700000000,Mi-24W
538,15364C1700000000,Mi-2 #reco2
539,34374C1700000000,Mi-2Ro #reco3
540,DD374C1700000000,Mi-2 US
541,E0524C1700000000,Mi-4AV
542,15564C1700000000,Mi-4
543,15964C1700000000,Mi-8
544,A0974C1700000000,Mi-8T
545,D8624D1700000000,MILAN F1
546,5735691700000000,Mpi-KM
547,B89FAB1700000000,STRZELCY PODHALA?SCY
548,C8C0BA1700000000,MiG-27
549,81A1C61700000000,Mk 61
550,A75E551800000000,Deprec! 2K12 KUB
551,87205C1800000000,NM116 #reco2
552,06215C1800000000,NM135
553,43215C1800000000,NM142
554,86225C1800000000,NM195
555,C351791800000000,62 Shiki
556,B3FB9A1800000000,#command NAJIN
557,D5B2741900000000,OSA-AK
558,8190781900000000,OT-810D
559,0792791900000000,OTO Melara
560,C170AB1900000000,Oerlikon 20
561,4942461A00000000,PGZ-88
562,0B41501A00000000,Dual PJ-33A
563,C6B0581A00000000,ZPT 90
564,CC81781A00000000,PT-76B #reco1
565,306FB61A00000000,MIM-23B I-Hawk PIP II
566,4501FD1A00000000,PzF 44
567,02870C1C00000000,R-27R1 Vympel
568,5760181C00000000,R.550 Magic
569,C245201C00000000,R-73M1 Vympel
570,87D1311C00000000,RBS 56
571,01D2311C00000000,RBS 70
572,81D2311C00000000,RBS 90
573,C771451C00000000,RGM-66D
574,4572451C00000000,RGM-84 Harpoon
575,17724D1C00000000,RIM-7M Sea Sparrow
576,0702651C00000000,L23A1
577,8710691C00000000,RPG-16D
578,C710691C00000000,RPG-26
579,CA10691C00000000,RPG-29 Vampyr
580,0612691C00000000,RPG-75
581,2012691C00000000,RPG-7V
582,4851691C00000000,RPK
583,0552691C00000000,RPK-74
584,DD37741C00000000,R-55
585,B7999A1C00000000,Radar
586,338DAA1C00000000,recon
587,6ABCBA1C00000000,Battle Rifle
588,C651351D00000000,Newnanbu M66
589,4361441D00000000,SG-542
590,4461441D00000000,SG-543
591,8297551D00000000,#command SKOT R-3
592,8397551D00000000,SKOT-2
593,DC255C1D00000000,SM1 MR block V
594,DC355C1D00000000,SM2 MR block II
595,C1116A1D00000000,#command SPW-60(S)
596,01126A1D00000000,SPW-70
597,8131881D00000000,SX250
598,B75A9B1D00000000,ŽENISTÉ
599,B94EA31D00000000,PR?ZKUMNÍCI #reco2
600,B12AB71D00000000,SHMEL
601,F24DE71D00000000,STORMER
602,1532E81D00000000,Su-27K
603,1556101E00000000,T-34/85
604,D762181E00000000,T-55AM
605,64331C1E00000000,T-62cz
606,C2351C1E00000000,T-62M
607,E0351C1E00000000,T-62MV-1
608,15361C1E00000000,T-62D
609,16471C1E00000000,T63
610,17531C1E00000000,T-64BM
611,20531C1E00000000,T-64BV
612,0233201E00000000,T-72B1
613,C235201E00000000,T-72M1 JAGUAR
614,1667201E00000000,T75
615,2013241E00000000,T-80BV
616,DDA2651E00000000,TOPAS
617,81819A1E00000000,C15 LRSW
618,F45DA71E00000000,Tank Destroyer Prototype
619,8470B21E00000000,TGB 13
620,8DC62C2000000000,#command VAB PC
621,1C64312000000000,VBL #reco2
622,8261902100000000,WZ-551
623,D590502300000000,Yingji-82K
624,93D4182400000000,Z-5
625,93D4282400000000,Z-9A
626,4160302400000000,ZB500
627,8302592400000000,WZ-550
628,C3E7692400000000,ZPTU-2
629,C5E7692400000000,ZPTU-4
630,745DBB2400000000,MONITOR ZIPPO
631,C374FD2800000000,Mi-2 #reco2
632,86E1FD2800000000,T-55 #reco1
633,03E2FD2800000000,T-72
634,57E42D2900000000,Anti-Tank Guided Missiles are dedicated anti-tank weapons
635,A74C332900000000,Bombs are dropped by planes on ground targets. Using only gravity as a mean of projection
636,5D38352900000000,Close-in weapon systems are designed to provide anti-missile point-defense. They quickly fire and destroy incoming missiles.
637,2D6EC62B00000000,Flashbang
638,2C1C048100000000,1000kg
639,44C7048100000000,BS-3
640,AF89058100000000,100 gun
641,8AE1058100000000,T69-II
642,44E2198100000000,T83
643,46E2198300000000,PLA 125
644,4672218300000000,M85
645,B28C948300000000,12
646,4771058400000000,M-46
647,B26C948500000000,14
648,47710D8600000000,M-46
649,0261198600000000,L31
650,5DE605C300000000,MO.1.01.04
651,0A29CBC400000000,23mm Z-9
652,C3750CCB00000000,2A26M2
653,C29510CB00000000,2A38M
654,013114CB00000000,2A42
655,C725CB0801000000,M6
656,B24C206501000000,4
657,B26C14A501000000,5
658,B27C18A501000000,5
659,83B12C0602000000,AA-52
660,81B1740602000000,SA.50
661,C1710D0702000000,M60
662,44740D0702000000,MG3
663,02840D0702000000,NF-1
664,57A50D0702000000,PKT
665,C3225C0702000000,M1A2
666,05015F0702000000,Mk34
667,B23C940702000000,76
668,B23C1C2502000000,7
669,C425CB8102000000,M3
670,9721089502000000,Metys-M
671,9720089702000000,Faktoriya
672,1721089702000000,Konkurs-M
673,1722089702000000,Arkan
674,9722089702000000,Refleks
675,9720109702000000,9M311M
676,C345109702000000,9M33M2
677,C295109702000000,9M38M1
678,4665189702000000,9M55K
679,57E72DCE02000000,ADATS
680,01813DCE02000000,ADEN 30
681,8A205CD102000000,Penguin
682,C3205CD102000000,AGM-122 Sidearm
683,8C715CD102000000,AGM-65B Maverick
684,8D715CD102000000,AGM-65C Maverick
685,8E715CD102000000,AGM-65D Maverick
686,8F715CD102000000,AGM-65E Maverick
687,90715CD102000000,AGM-65F Maverick
688,91715CD102000000,AGM-65G Maverick
689,DD4709D202000000,AH-1J COBRA  #reco1
690,5F5720D502000000,AKS-74U
691,5A2088D702000000,AMX-10P
692,4C4088D702000000,AMX-30
693,DD624DDA02000000,APILAS
694,9E6708DD02000000,AS.15TT
695,0DB858DD02000000,#command ASLAV-C
696,97917CDD02000000,ASU-85M
697,DDD52CDE02000000,M39
698,D7D245DE02000000,Dual purpose missile
699,413064DE02000000,ATO-200
700,412074DE02000000,ATS-103
701,38EECAE602000000,Anti-Aircraft Missile
702,304ADFE602000000,Jaktraket m/57
703,B5DEDDEE02000000,Air Superiority fighter
704,06329BF002000000,Akan m/75
705,A9DCC8F702000000,Command Armor
706,A9DDE1F802000000,Assault Squad
707,15260C1703000000,BM-21
708,15560C1703000000,BM-24
709,1526681703000000,KORSHUN
710,DF70391C03000000,#command BRDM-2U
711,4B50701E03000000,BTR-40A  #reco1
712,4C50701E03000000,SPW-40 #reco1
713,5580701E03000000,#command BTR-70K
714,C120542103000000,BWK120
715,8B309B3003000000,BKAN 1A
716,8535AB3703000000,Bren L4
717,42B84D5203000000,QW-1
718,86E1395703000000,#command T-55AD-1
719,03E2395703000000,#command T-72K1
720,DE025E5903000000,COMVAT
721,DE82805C03000000,WDU-5002/B CRV7
722,DE72E96D03000000,Chu-MAT
723,A9DDC97403000000,Command Squad
724,D7D2D17703000000,Crotale
725,C320048403000000,D-30
726,01B1408F03000000,DEFA 550
727,58162D9C03000000,M47 Dragon
728,33CD9AB703000000,DRAGONER
729,A9A9DBB803000000,#command VELITELSKÝ ŠTÁB
730,0BC4410504000000,F-4F KWS
731,55C62D0604000000,F-5A
732,8131300B04000000,FAB 250
733,4160300B04000000,FAB 500
734,D740142004000000,FV432(M)
735,8621784D04000000,GCT F1
736,01E12D5304000000,GIAT 30
737,4240485D04000000,GSh-301
738,4340485D04000000,GSh-2-30
739,4740485D04000000,GSh-6-30
740,5540485D04000000,GSh-30k
741,C470485D04000000,GSh-6-23
742,8822E46604000000,M197 Vulcan
743,E96DD66A04000000,FLAKPZ. GEPARD
744,C111A97704000000,G60
745,C271A97704000000,M61
746,C871A97704000000,M67
747,4572A97704000000,M84
748,4475A97704000000,MK3
749,58C4A97704000000,RGN
750,59C4A97704000000,RGO
751,CFD2A97704000000,SAE-210
752,5639AB7704000000,Grenade Launcher
753,BB99E37A04000000,Carl Gustav M2
754,93D4209B04000000,HQ-7
755,0291749D04000000,HSS.831
756,B91ACBA604000000,Hamlet
757,4A71F1B404000000,M-49
758,868158CC04000000,IBL-755
759,9760C6EC04000000,Igla-N
760,4420ECF004000000,IKV 103
761,B3099BFB04000000,Twin Ivakan m/36
762,93D4340805000000,J-7C
763,93D4480805000000,J-7H
764,4620841D05000000,JSW 105
765,8621841D05000000,JSW 155
766,B7CAAA2605000000,JÆGERE #reco2
767,DE72D52605000000,MAT
768,DE72F93A05000000,Jyu-MAT
769,57B5544C05000000,kbk AKM
770,C2921C5705000000,KM68A1
771,86E1915A05000000,SpPz T-55 #reco1
772,89216B5D05000000,Ksp m/58
773,8CA70C6605000000,Ka-29TB
774,D6650C6D05000000,Kh-25ML
775,DA650C6D05000000,Kh-25MPU
776,03E2FD7505000000,KPz T-72
777,DA42E97E05000000,#command MITHUBISHI CV
778,04D22C9C05000000,LRAC 73
779,33EDB2AA05000000,LEGION
780,4474B9AA05000000,l.MG3
781,C1D0CFBE05000000,Twin M621
782,95D3CFBE05000000,LYNX
783,C27204C205000000,PzMrs M113
784,C37204C205000000,M106A2
785,C3A204C205000000,M109A2
786,C4A204C205000000,SKH M/109A3
787,0B1708C205000000,M110 R.A.
788,C34208C205000000,M113A1
789,C44208C205000000,M113A3
790,C25208C205000000,#command M114A1
791,C35208C205000000,M114A2 #reco1
792,C2620CC205000000,M125A1
793,55C625C205000000,M18
794,C22204C305000000,M201A1
795,8D2604C305000000,M201 #reco2
796,BFC904C305000000,M20A1 Super Bazooka
