[ID],NbFX,MountedWeaponDescriptorList,Tag,TagIndex,AngleRotationMax,AngleRotationMinPitch,AngleRotationMaxPitch,TargetPositionPhysicalPropertyName,FlyingTimeAndHitPhysicalPropertyName,OwnerTurnHisChassisVerticallyToAttack
51304,2,Collection[1],tourelle1,1,0.3490658,-0.2617994,0.3490658,TargetPositionTurret1,FlyingTimeAndHit1,null
51305,2,Collection[1],tourelle2,2,0.3490658,-0.2617994,0.3490658,null,null,null
51314,2,Collection[1],tourelle1,1,0.2792527,-0.3490658,0.1745329,TargetPositionTurret1,FlyingTimeAndHit1,null
51318,8,Collection[1],tourelle1,1,1.570796,-0.5235988,0.3490658,null,null,null
51323,2,Collection[1],tourelle2,2,0.3490658,-0.2617994,0.3490658,null,null,null
51332,1,Collection[2],tourelle1,1,0.08726646,-0.3490658,0.1745329,TargetPositionTurret1,FlyingTimeAndHit1,null
51336,2,Collection[1],tourelle2,2,0.3490658,-0.2617994,0.3490658,null,null,null
51337,8,Collection[1],tourelle3,3,1.570796,-0.5235988,0.3490658,null,null,null
51342,1,Collection[2],tourelle1,1,0.08726646,-0.3490658,0.1745329,TargetPositionTurret1,FlyingTimeAndHit1,null
51343,2,Collection[1],tourelle2,2,0.3490658,-0.2617994,0.3490658,null,null,null
51344,8,Collection[1],tourelle3,3,1.570796,-0.5235988,1.047198,null,null,null
51349,2,Collection[1],tourelle1,1,1.570796,-0.5235988,0.3490658,null,null,null
51353,8,Collection[1],tourelle1,1,1.570796,-0.5235988,1.047198,null,null,null
51361,1,Collection[1],tourelle1,1,1.570796,-0.5235988,0.3490658,null,null,null
51366,4,Collection[1],tourelle2,2,0.3490658,-0.2617994,0.3490658,null,null,null
51375,1,Collection[1],tourelle1,1,1.570796,-0.5235988,0.3490658,null,null,null
51380,2,Collection[2],tourelle1,1,0.2792527,-0.3490658,0.1745329,TargetPositionTurret1,FlyingTimeAndHit1,null
51387,4,Collection[1],tourelle1,1,0.3490658,-0.2617994,0.3490658,null,null,null
51392,4,Collection[1],tourelle2,2,0.3490658,-0.2617994,0.3490658,null,null,null
51393,4,Collection[1],tourelle3,3,1.570796,-0.5235988,0.3490658,null,null,null
51398,4,Collection[1],tourelle1,1,0.3490658,-0.2617994,0.3490658,null,null,null
51418,1,Collection[2],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51419,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51432,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51440,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51441,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51447,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51448,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51454,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51455,2,Collection[1],tourelle2,2,0.2792527,-0.1396263,0.1396263,null,null,True
51462,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51463,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51469,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51476,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51478,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51484,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51485,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51486,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51492,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51504,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51511,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51512,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51513,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51520,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51521,2,Collection[1],tourelle2,2,0.2792527,-0.1396263,0.1396263,null,null,True
51522,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51528,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51530,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51536,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51551,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51552,2,Collection[1],tourelle3,3,0.2792527,-0.08726646,0.1396263,null,null,True
51558,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51565,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51566,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51567,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51574,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51575,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51576,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51582,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51584,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51590,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51596,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51597,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51603,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51610,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51616,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51623,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51624,2,Collection[1],tourelle2,2,0.2792527,-0.1396263,0.1396263,null,null,True
51625,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51631,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51632,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51638,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51644,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51650,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51656,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51663,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51664,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51665,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51671,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51672,2,Collection[1],tourelle2,2,0.2792527,-0.1396263,0.1396263,null,null,True
51678,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51679,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51685,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51687,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51693,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51694,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51700,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51701,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51719,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51731,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51736,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51737,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51738,2,Collection[1],tourelle3,3,0.1745329,-0.1745329,0.1745329,null,null,True
