[ID],DescriptorId,Name,TypeName,TypeArme,Arme,ProjectileType,Puissance,TempsEntreDeuxTirs,TempsEntreDeuxFx,PorteeMaximale,PorteeMaximaleBateaux,AngleDispersion,RadiusSplashSuppressDamages,SuppressDamages,RayonPinned,TirIndirect,TirReflexe,FX_tir_sans_physic,FX_vitesse_de_depart,FX_frottement,FX_tir_tendu,TempsEntreDeuxSalves,NbrProjectilesSimultanes,NbTirParSalves,AffichageMunitionParSalve,Level,HitRollRule,FireDescriptor,FireTriggeringProbability,RadiusSplashPhysicalDamages,PhysicalDamages,Caliber,WeaponCursorType,PorteeMinimale,PorteeMinimaleBateaux,DispersionAtMinRange,DispersionAtMaxRange,NoiseDissimulationMalus,TempsDeVisee,InterfaceWeaponTexture,AffichageMenu,SupplyCost,SmokeDescriptor,PorteeMaximaleTBA,PorteeMinimaleTBA,PorteeMaximaleHA,MissileDescriptor,MissileTimeBetweenCorrections,Guidance,EfficaciteSelonPortee,AffecteParNombre,NeedModelChange,IsFireAndForget,IgnoreInflammabilityConditions,InterdireTirReflexe,CorrectedShotDispersionMultiplier,IsSubAmmunition,RandomDispersion,TempsAnimation,PorteeMaximaleProjectile,PorteeMinimaleProjectile,PorteeMinimaleHA
29034,00000000-0000-0000-0600-00002b080000,9CF6380000000000,9CF6380000000000,9CF6380000000000,3,3,600,0.5,0.5,208000,208000,0.1,18200,350,26000,True,True,True,10000,0.001,True,5,1,1,1,5,113 : 30955 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.25,9100,7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
53409,00000000-0000-0000-0600-0000e1070000,9CF6380000000000,9CF6380000000000,9CF6380000000000,3,null,260,0.5,0.5,208000,208000,0.1,5200,50,7800,True,True,True,10000,0.001,True,5,1,1,1,3,113 : 30955 (False) - TModernWarfareHitRollRule,null,null,2600,0.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73611,00000000-0000-0000-0600-000083070000,0822556D07000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,10,10,1404000,1404000,0.001,15808,350,15600,True,True,null,55000,0.01,null,30,1,10,10,3,113 : 30955 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.3,7904,7,B23C180200000000,7,140400,140400,15600,15600,2.01,30,78 : 85452 (True) - TUIResourceTexture,True,483,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73612,00000000-0000-0000-0600-000084070000,0822556D07000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,10,10,1404000,1404000,0.001,15808,null,15600,True,True,null,55000,0.01,null,15,1,10,10,3,113 : 30955 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.05,7904,null,B23C180200000000,7,140400,140400,15600,15600,2.01,15,78 : 85453 (True) - TUIResourceTexture,True,483,82 : 85454 (True) - TUniteDescriptor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73613,00000000-0000-0000-0600-000046060000,0822556D07000000,0B06000000000000,B31E95B36B5E0000,41,null,250,1,1,143000,143000,0.005,19760,175,2080,null,True,null,180000,0.01,True,10,1,1,1,2,113 : 85456 (False) - TModernWarfareHitRollRule,null,null,130,1,DEF248B23C180200,4,null,null,null,null,2.52,1,78 : 85455 (True) - TUIResourceTexture,True,30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73614,00000000-0000-0000-0600-0000e9030000,558B3BC820000000,0B06000000000000,D175010000000000,1,null,16,0.8,0.2,78000,78000,0.01,832,90,260,null,True,null,180000,0.01,True,2,1,10,100,3,113 : 85458 (False) - TModernWarfareHitRollRule,null,null,260,0.75,B28C948300000000,6,null,null,null,null,1.254,1,78 : 85457 (True) - TUIResourceTexture,True,20,null,65000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73639,00000000-0000-0000-0600-00008e090000,07415C0A00000000,0B06000000000000,D7D2010000000000,3,5,500,1,1,null,null,0.01,32760,360,26000,null,True,True,65000,null,null,25,1,3,3,1,113 : 85474 (False) - TModernWarfareHitRollRule,null,null,16380,9,B7999A1C00000000,3,null,null,null,null,2,0.2,78 : 85473 (True) - TUIResourceTexture,True,486,null,182000,36400,286000,82 : 85475 (True) - TUniteDescriptor,10,1,null,null,null,null,null,null,null,null,null,null,null,null,null
73650,00000000-0000-0000-0600-0000a6070000,57422C0300000000,0B06000000000000,74AE2FE5ECF21E00,3,null,14,0.2,0.012,78000,78000,0.002,3770,120,130,null,True,null,180000,0.01,True,5,1,30,500,3,113 : 85497 (False) - TModernWarfareHitRollRule,null,null,598,1,A9C9C97240000000,5,null,null,null,null,5.2,1,78 : 85496 (True) - TUIResourceTexture,True,500,null,208000,null,195000,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null
73651,00000000-0000-0000-0600-00008b090000,9720109702000000,0B06000000000000,D7D2010000000000,3,5,500,1,1,null,null,0.01,25480,280,26000,null,True,True,104000,null,null,20,1,8,8,1,113 : 85499 (False) - TModernWarfareHitRollRule,null,null,12740,7,5D66354B07000000,3,null,null,null,null,2,1,78 : 85498 (True) - TUIResourceTexture,True,952,null,247000,null,195000,82 : 85500 (True) - TUniteDescriptor,10,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73656,00000000-0000-0000-0600-00008a090000,82405C0A00000000,0B06000000000000,D7D2010000000000,3,5,500,1,1,null,null,0.01,25480,280,26000,null,True,True,104000,null,null,20,1,8,8,1,113 : 85502 (False) - TModernWarfareHitRollRule,null,null,12740,7,5D66354B07000000,3,null,null,null,null,2,1,78 : 85501 (True) - TUIResourceTexture,True,868,null,221000,null,182000,82 : 85503 (True) - TUniteDescriptor,10,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73667,00000000-0000-0000-0600-00005c050000,4120ECF44D630000,0B06000000000000,B31E95B36B5E0000,17,null,250,5,5,156000,156000,0.01,13000,115,2080,null,True,null,180000,0.01,True,5,1,22,22,2,113 : 85517 (False) - TModernWarfareHitRollRule,null,null,130,1,B21C040200000000,4,null,null,null,null,2,1,78 : 85516 (True) - TUIResourceTexture,True,440,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null,null
73668,00000000-0000-0000-0600-00006e060000,4120ECF44D630000,0B06000000000000,B31E95B36B5E0000,3,null,260,5,5,156000,156000,0.01,6500,115,7800,null,True,null,140000,0.01,True,5,1,22,22,3,113 : 85517 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.1,1950,3,B21C040200000000,4,null,null,null,null,2,1.4,78 : 85518 (True) - TUIResourceTexture,True,440,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73674,00000000-0000-0000-0600-000049050000,C5B10C0000000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,6,6,2158000,2158000,0.001,15808,350,15600,True,True,null,55000,0.01,null,30,1,5,5,3,113 : 30955 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.3,7904,7,B23C180200000000,7,215800,215800,13000,13000,2.01,10,78 : 85520 (True) - TUIResourceTexture,True,333,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73675,00000000-0000-0000-0600-00004a050000,C5B10C0000000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,6,6,2158000,2158000,0.001,15808,null,15600,True,True,null,55000,0.01,null,15,1,5,5,3,113 : 30955 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.05,7904,null,B23C180200000000,7,215800,215800,13000,13000,2.01,5,78 : 85521 (True) - TUIResourceTexture,True,333,82 : 85454 (True) - TUniteDescriptor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73676,00000000-0000-0000-0600-0000ed050000,C5B10C0000000000,0B06000000000000,B31E95B36B5E0000,50,null,250,1,1,143000,143000,0.005,19760,175,2080,null,True,null,180000,0.01,True,7.5,1,1,1,2,113 : 85523 (False) - TModernWarfareHitRollRule,null,null,130,1,DEF248B23C180200,4,null,null,null,null,2.52,1,78 : 85522 (True) - TUIResourceTexture,True,30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73677,00000000-0000-0000-0600-0000ec030000,1ED861C820000000,0B06000000000000,D175010000000000,1,null,16,0.8,0.2,78000,78000,0.01,832,90,260,null,True,null,180000,0.01,True,2,1,10,100,3,113 : 85523 (False) - TModernWarfareHitRollRule,null,null,260,0.75,B28C948300000000,6,null,null,null,null,1.254,1,78 : 85524 (True) - TUIResourceTexture,True,20,null,65000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73686,00000000-0000-0000-0600-000043050000,89B00C0000000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,10,10,1118000,1118000,0.001,12688,281,15600,True,True,null,43000,0.01,null,30,1,12,12,3,113 : 30955 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.3,6344,6,B23C0C0200000000,7,111800,111800,20800,20800,1.81,25,78 : 85528 (True) - TUIResourceTexture,True,350,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73687,00000000-0000-0000-0600-000044050000,89B00C0000000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,10,10,1118000,1118000,0.001,12688,null,15600,True,True,null,43000,0.01,null,15,1,12,12,3,113 : 30955 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.05,6344,null,B23C0C0200000000,7,111800,111800,20800,20800,1.81,12,78 : 85529 (True) - TUIResourceTexture,True,350,82 : 85530 (True) - TUniteDescriptor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73688,00000000-0000-0000-0600-0000ea050000,89B00C0000000000,0B06000000000000,B31E95B36B5E0000,43,null,250,1,1,143000,143000,0.005,15860,141,2080,null,True,null,180000,0.01,True,12,1,1,1,2,113 : 85523 (False) - TModernWarfareHitRollRule,null,null,130,1,DEF248B23C0C0200,4,null,null,null,null,2.22,1,78 : 85531 (True) - TUIResourceTexture,True,20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73701,00000000-0000-0000-0600-000037080000,C1B10C0000000000,0B06000000000000,B799DFF405000000,3,1,200,4,4,572000,572000,0.001,9360,265,15600,True,True,null,43000,0.01,null,12,1,3,3,3,113 : 30955 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.3,3120,5,B21C0C0200000000,7,57200,57200,7800,7800,1.8,8,78 : 85539 (True) - TUIResourceTexture,True,120,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73702,00000000-0000-0000-0600-000038080000,C1B10C0000000000,0B06000000000000,B799DFF405000000,3,1,200,4,4,572000,572000,0.001,9360,null,15600,True,True,null,43000,0.01,null,4,1,6,6,3,113 : 30955 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.05,3120,null,B21C0C0200000000,7,57200,57200,13000,13000,1.8,4,78 : 85540 (True) - TUIResourceTexture,True,120,82 : 85541 (True) - TUniteDescriptor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73703,00000000-0000-0000-0600-0000ec050000,C1B10C0000000000,0B06000000000000,B31E95B36B5E0000,48,null,250,1,1,143000,143000,0.01,15600,138,2080,null,True,null,180000,0.01,True,8,1,1,1,2,113 : 85456 (False) - TModernWarfareHitRollRule,null,null,130,1,DEF248B21C0C0200,4,null,null,null,null,2.2,1,78 : 85542 (True) - TUIResourceTexture,True,20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73704,00000000-0000-0000-0600-000002040000,57A50D0702000000,0B06000000000000,D175010000000000,null,null,16,0.8,0.2,65000,65000,0.01,520,55,260,null,True,null,180000,0.01,True,2,1,10,100,3,113 : 85523 (False) - TModernWarfareHitRollRule,null,null,156,0.5,B23C1C2502000000,6,null,null,null,null,1.762,1,78 : 85543 (True) - TUIResourceTexture,True,20,null,39000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73710,00000000-0000-0000-0600-000059060000,C3E0000000000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,10,10,1430000,1430000,0.001,15808,350,15600,True,True,null,55000,0.01,null,30,1,10,10,3,113 : 30955 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.3,7904,7,B23C180200000000,7,143000,143000,20800,20800,2.01,30,78 : 85545 (True) - TUIResourceTexture,True,338,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73711,00000000-0000-0000-0600-00005a060000,C3E0000000000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,10,10,1430000,1430000,0.001,15808,null,15600,True,True,null,55000,0.01,null,15,1,10,10,3,113 : 30955 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.05,7904,null,B23C180200000000,7,143000,143000,20800,20800,2.01,15,78 : 85546 (True) - TUIResourceTexture,True,338,82 : 85454 (True) - TUniteDescriptor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73712,00000000-0000-0000-0600-00002f060000,C3E0000000000000,0B06000000000000,B31E95B36B5E0000,16,null,250,1,1,143000,143000,0.005,19760,175,2080,null,True,null,180000,0.01,True,10,1,1,1,2,113 : 85523 (False) - TModernWarfareHitRollRule,null,null,130,1,B23C180200000000,4,null,null,null,null,2.52,1,78 : 85547 (True) - TUIResourceTexture,True,30,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null,null
73718,00000000-0000-0000-0600-000057060000,C3E0000000000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,12,12,1378000,1378000,0.001,15808,350,15600,True,True,null,55000,0.01,null,30,1,10,10,3,113 : 30955 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.3,7904,7,B23C180200000000,7,137800,137800,26000,26000,2.01,30,78 : 85549 (True) - TUIResourceTexture,True,250,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73719,00000000-0000-0000-0600-000058060000,C3E0000000000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,12,12,1378000,1378000,0.001,15808,null,15600,True,True,null,55000,0.01,null,15,1,10,10,3,113 : 30955 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.05,7904,null,B23C180200000000,7,137800,137800,26000,26000,2.01,15,78 : 85550 (True) - TUIResourceTexture,True,250,82 : 85454 (True) - TUniteDescriptor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73726,00000000-0000-0000-0600-000047050000,45B10C0000000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,15,15,3120000,3120000,0.001,21112,467,15600,True,True,null,55000,0.01,null,30,1,8,8,3,113 : 30955 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.3,10556,10,B24C040300000000,7,312000,312000,10400,10400,2.35,35,78 : 85553 (True) - TUIResourceTexture,True,907,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73727,00000000-0000-0000-0600-000048050000,45B10C0000000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,15,15,3120000,3120000,0.001,21112,null,15600,True,True,null,55000,0.01,null,15,1,8,8,3,113 : 30955 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.05,10556,null,B24C040300000000,7,312000,312000,10400,10400,2.35,17,78 : 85554 (True) - TUIResourceTexture,True,907,82 : 85555 (True) - TUniteDescriptor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73733,00000000-0000-0000-0600-000045050000,45B10C0000000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,15,15,2782000,2782000,0.001,21112,467,15600,True,True,null,55000,0.01,null,30,1,4,4,3,113 : 30955 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.3,10556,10,B24C040300000000,7,278200,278200,13000,13000,2.35,35,78 : 85556 (True) - TUIResourceTexture,True,353,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73734,00000000-0000-0000-0600-000046050000,45B10C0000000000,0B06000000000000,B7FAE72E4F4B0000,3,1,200,15,15,2782000,2782000,0.001,21112,null,15600,True,True,null,55000,0.01,null,15,1,4,4,3,113 : 30955 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.05,10556,null,B24C040300000000,7,278200,278200,13000,13000,2.35,17,78 : 85557 (True) - TUIResourceTexture,True,353,82 : 85555 (True) - TUniteDescriptor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73743,00000000-0000-0000-0600-000035080000,82B10C0000000000,0B06000000000000,B799DFF405000000,3,1,200,4,4,572000,572000,0.001,9360,265,15600,True,True,null,43000,0.01,null,12,1,3,3,3,113 : 30955 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.3,3120,5,B21C0C0200000000,7,57200,57200,9100,9100,1.8,8,78 : 85558 (True) - TUIResourceTexture,True,120,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73744,00000000-0000-0000-0600-000036080000,82B10C0000000000,0B06000000000000,B799DFF405000000,3,1,200,4,4,572000,572000,0.001,9360,null,15600,True,True,null,43000,0.01,null,4,1,6,6,3,113 : 30955 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.05,3120,null,B21C0C0200000000,7,57200,57200,13000,13000,1.8,4,78 : 85559 (True) - TUIResourceTexture,True,120,82 : 85541 (True) - TUniteDescriptor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73745,00000000-0000-0000-0600-0000eb050000,82B10C0000000000,0B06000000000000,B31E95B36B5E0000,48,null,250,1,1,143000,143000,0.01,15600,138,2080,null,True,null,180000,0.01,True,8,1,1,1,2,113 : 85561 (False) - TModernWarfareHitRollRule,null,null,130,1,DEF248B21C0C0200,4,null,null,null,null,2.2,1,78 : 85560 (True) - TUIResourceTexture,True,20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73748,00000000-0000-0000-0600-0000a5040000,4AE12D1700000000,0B06000000000000,D1D5010000000000,null,null,10,2,2,33800,33800,0.01,520,30,260,null,True,null,180000,0.01,True,4,1,4,40,3,113 : 85565 (False) - TModernWarfareHitRollRule,null,null,182,1,B2AC000000000000,6,130,130,null,null,1.9,1,78 : 85564 (True) - TUIResourceTexture,True,4,null,33800,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
73749,00000000-0000-0000-0600-0000a4040000,4AE12D1700000000,0B06000000000000,D1D5010000000000,null,null,10,2,2,130,130,0.01,520,30,260,null,True,null,180000,0.01,True,4,1,4,40,3,113 : 85567 (False) - TModernWarfareHitRollRule,null,null,182,1,B2AC000000000000,6,null,null,null,null,1.9,1,78 : 85566 (True) - TUIResourceTexture,True,4,null,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
73750,00000000-0000-0000-0600-0000b2040000,02840D0702000000,0B06000000000000,D165010000000000,null,null,16,1,0.2,65000,65000,0.01,2600,55,260,null,True,null,180000,0.01,True,5,1,10,100,3,113 : 85561 (False) - TModernWarfareHitRollRule,null,null,156,0.5,B23C1C2502000000,6,6500,6500,null,null,2.25,2,78 : 85568 (True) - TUIResourceTexture,True,10,null,44200,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73760,00000000-0000-0000-0600-00004b040000,ABCB75CBB5400000,0B06000000000000,5C99C7BA89E30B00,null,null,10,3,3,39000,39000,0.01,520,40,260,null,True,null,180000,0.01,True,6,1,4,40,3,113 : 85589 (False) - TModernWarfareHitRollRule,null,null,130,1,B27C18A501000000,6,130,130,null,null,1.556,1,78 : 85588 (True) - TUIResourceTexture,True,4,null,39000,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
73761,00000000-0000-0000-0600-00004a040000,ABCB75CBB5400000,0B06000000000000,5C99C7BA89E30B00,null,null,10,3,3,130,130,0.01,520,40,260,null,True,null,180000,0.01,True,6,1,4,40,3,113 : 85591 (False) - TModernWarfareHitRollRule,null,null,130,1,B27C18A501000000,6,null,null,null,null,1.556,1,78 : 85590 (True) - TUIResourceTexture,True,4,null,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
73762,00000000-0000-0000-0600-000008080000,CDC2590000000000,0B06000000000000,E162010000000000,53,null,150,1,1,52000,52000,0.015,10920,336,1300,null,True,null,40000,0.01,True,6,1,1,1,3,113 : 85593 (False) - TModernWarfareHitRollRule,null,null,130,1,DEF248B25C240000,1,null,null,null,null,2.68,null,78 : 85592 (True) - TUIResourceTexture,True,20,null,null,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null
73763,00000000-0000-0000-0600-000010040000,83B12C0602000000,0B06000000000000,E1D2010000000000,null,null,16,1,0.2,65000,65000,0.01,2600,55,260,null,True,null,180000,0.01,True,5,1,10,100,3,113 : 85595 (False) - TModernWarfareHitRollRule,null,null,156,0.5,B26C940800000000,6,null,null,null,null,2.25,2,78 : 85594 (True) - TUIResourceTexture,True,10,null,44200,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73768,00000000-0000-0000-0600-000039040000,4203000000000000,0B06000000000000,6ABCBA1C00000000,null,null,10,4,4,44200,44200,0.01,520,50,260,null,True,null,180000,0.01,True,8,1,4,40,3,113 : 85611 (False) - TModernWarfareHitRollRule,null,null,156,1,B23C1C2502000000,6,130,130,null,null,1.762,1,78 : 85610 (True) - TUIResourceTexture,True,4,null,44200,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
