[ID],NbFX,MountedWeaponDescriptorList,Tag,TagIndex,VitesseRotation,AngleRotationMax,AngleRotationMaxPitch,AngleRotationBasePitch,UnitIdleManagerDescriptor,TargetPositionPhysicalPropertyName,FlyingTimeAndHitPhysicalPropertyName,AngleRotationMinPitch,AngleRotationBase
42806,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
42810,1,Collection[2],tourelle1,1,0.5235988,0.2617994,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
42815,1,Collection[2],tourelle1,1,0.5235988,0.2617994,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
42819,1,Collection[2],tourelle1,1,0.5235988,0.2617994,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
42823,1,Collection[3],tourelle1,1,0.5235988,6.283185,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
42858,4,Collection[1],tourelle1,1,1.047198,6.283185,0.7853982,0.1745329,178 : 53429 (True) - TUnitIdleManagerDCADescriptor,null,null,-0.1745329,null
42863,4,Collection[1],tourelle1,1,1.047198,6.283185,0.7853982,0.1745329,178 : 53429 (True) - TUnitIdleManagerDCADescriptor,null,null,-0.1745329,null
42867,4,Collection[1],tourelle1,1,1.047198,6.283185,0.7853982,0.1745329,178 : 53429 (True) - TUnitIdleManagerDCADescriptor,null,null,-0.1745329,null
42871,4,Collection[1],tourelle1,1,1.047198,6.283185,0.7853982,0.1745329,178 : 53429 (True) - TUnitIdleManagerDCADescriptor,null,null,-0.1745329,null
42875,4,Collection[1],tourelle1,1,1.047198,6.283185,1.308997,0.1745329,178 : 53429 (True) - TUnitIdleManagerDCADescriptor,null,null,-0.1745329,null
42880,4,Collection[1],tourelle1,1,1.047198,6.283185,0.7853982,0.1745329,178 : 53429 (True) - TUnitIdleManagerDCADescriptor,null,null,-0.1745329,null
42885,4,Collection[1],tourelle1,1,1.047198,6.283185,0.7853982,0.1745329,178 : 53429 (True) - TUnitIdleManagerDCADescriptor,null,null,-0.1745329,null
42891,1,Collection[3],tourelle1,1,0.5235988,6.283185,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
42892,1,Collection[2],tourelle2,2,1.396263,0.08726646,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
42897,1,Collection[3],tourelle1,1,0.5235988,6.283185,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
42901,1,Collection[2],tourelle1,1,0.5235988,0.2617994,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
42905,1,Collection[2],tourelle1,1,0.8726646,6.283185,0.4363323,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
42906,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
42913,1,Collection[2],tourelle1,1,0.8726646,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
42914,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
42918,1,Collection[1],tourelle1,1,2.617994,6.283185,0.7853982,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
42922,1,Collection[2],tourelle1,1,0.5235988,6.283185,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
42926,1,Collection[2],tourelle1,1,1.396263,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
42930,1,Collection[1],tourelle1,1,1.396263,6.283185,1.308997,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
42934,1,Collection[2],tourelle1,1,1.396263,6.283185,1.308997,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
42939,1,Collection[2],tourelle1,1,0.6981317,6.283185,0.4363323,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
42940,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
42944,1,Collection[2],tourelle1,1,0.6981317,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
42945,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
42950,1,Collection[2],tourelle1,1,0.8726646,6.283185,0.4363323,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
42951,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
42955,2,Collection[1],tourelle1,1,1.396263,6.283185,1.48353,0.1745329,178 : 53429 (True) - TUnitIdleManagerDCADescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.08726646,null
42959,1,Collection[3],tourelle1,1,0.8726646,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
42960,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
42964,1,Collection[2],tourelle1,1,0.8726646,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
42965,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
42970,1,Collection[4],tourelle1,1,0.8726646,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
42971,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
42976,1,Collection[4],tourelle1,1,0.8726646,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
42977,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
42981,1,Collection[4],tourelle1,1,0.8726646,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
42982,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
42987,2,Collection[1],tourelle1,1,1.396263,6.283185,1.308997,0.1745329,178 : 53429 (True) - TUnitIdleManagerDCADescriptor,null,null,-0.1745329,null
42992,2,Collection[1],tourelle1,1,1.396263,6.283185,1.308997,0.1745329,178 : 53429 (True) - TUnitIdleManagerDCADescriptor,null,null,-0.1745329,null
42996,1,Collection[4],tourelle1,1,0.8726646,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
42997,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
43002,1,Collection[4],tourelle1,1,0.8726646,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43003,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
43008,1,Collection[3],tourelle1,1,0.5235988,6.283185,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
43009,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
43014,1,Collection[1],tourelle1,1,1.396263,6.283185,1.308997,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43018,1,Collection[1],tourelle1,1,2.617994,6.283185,0.7853982,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43103,1,Collection[3],tourelle1,1,0.5235988,6.283185,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
43104,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
43108,1,Collection[2],tourelle1,1,1.396263,6.283185,0.4363323,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43109,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
43113,1,Collection[2],tourelle1,1,1.396263,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43114,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
43118,1,Collection[3],tourelle1,1,1.396263,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43119,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
43123,1,Collection[1],tourelle1,1,2.617994,6.283185,0.7853982,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43128,1,Collection[1],tourelle1,1,2.617994,6.283185,0.7853982,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43132,1,Collection[1],tourelle1,1,2.617994,6.283185,0.7853982,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43137,1,Collection[2],tourelle1,1,0.5235988,0.2617994,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43138,1,Collection[1],tourelle2,2,0.5235988,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
43142,1,Collection[2],tourelle1,1,0.5235988,0.2617994,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43143,1,Collection[1],tourelle2,2,0.5235988,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
43177,1,Collection[2],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43181,1,Collection[2],tourelle1,1,0.6981317,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43185,1,Collection[2],tourelle1,1,0.6981317,6.283185,0.4363323,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43189,1,Collection[1],tourelle1,1,2.617994,6.283185,0.7853982,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43193,1,Collection[1],tourelle1,1,2.617994,6.283185,0.7853982,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43197,1,Collection[1],tourelle1,1,2.617994,6.283185,0.7853982,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43198,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
43199,1,Collection[1],tourelle3,3,2.617994,6.283185,0.7853982,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret3,FlyingTimeAndHit3,-0.1745329,null
43228,1,Collection[2],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43236,1,Collection[2],tourelle1,1,2.617994,6.283185,0.7853982,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43240,1,Collection[1],tourelle1,1,1.396263,6.283185,1.308997,null,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,-0.1745329,null
43245,1,Collection[1],tourelle1,1,2.617994,6.283185,0.7853982,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43249,1,Collection[1],tourelle1,1,0.5235988,3.141593,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
43253,1,Collection[1],tourelle1,1,0.5235988,3.141593,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
43257,1,Collection[1],tourelle1,1,0.5235988,3.141593,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
43261,1,Collection[1],tourelle1,1,0.5235988,3.141593,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
43265,1,Collection[2],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43269,1,Collection[3],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43273,1,Collection[3],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43277,1,Collection[2],tourelle1,1,1.396263,6.283185,0.4363323,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43281,1,Collection[3],tourelle1,1,1.396263,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43285,1,Collection[3],tourelle1,1,1.396263,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43289,1,Collection[3],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43293,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
43294,1,Collection[2],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43298,1,Collection[2],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43302,1,Collection[3],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43307,1,Collection[2],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43308,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
43312,1,Collection[2],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43316,1,Collection[2],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43320,1,Collection[3],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43324,1,Collection[3],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43328,1,Collection[2],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43329,1,Collection[1],tourelle2,2,1.396263,6.283185,1.308997,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43333,1,Collection[2],tourelle1,1,0.6981317,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43338,1,Collection[3],tourelle1,1,1.396263,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43343,1,Collection[2],tourelle1,1,1.396263,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43347,1,Collection[3],tourelle1,1,1.396263,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43351,1,Collection[2],tourelle1,1,1.396263,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43355,1,Collection[3],tourelle1,1,1.396263,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43359,1,Collection[4],tourelle1,1,0.8726646,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43363,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
43364,1,Collection[3],tourelle1,1,0.8726646,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43369,1,Collection[3],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43373,1,Collection[1],tourelle1,1,0.5235988,3.141593,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
43377,12,Collection[1],tourelle1,1,0.5235988,3.141593,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
43381,1,Collection[1],tourelle1,1,0.5235988,3.141593,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
43385,12,Collection[1],tourelle1,1,0.5235988,3.141593,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
43408,1,Collection[1],tourelle1,1,1.396263,6.283185,1.308997,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43413,2,Collection[1],tourelle1,1,1.396263,6.283185,1.308997,0.1745329,178 : 53429 (True) - TUnitIdleManagerDCADescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43418,2,Collection[1],tourelle1,1,1.396263,6.283185,1.308997,0.1745329,178 : 53429 (True) - TUnitIdleManagerDCADescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43422,1,Collection[1],tourelle1,1,2.617994,6.283185,0.7853982,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43432,1,Collection[2],tourelle1,1,1.396263,6.283185,0.4363323,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43436,1,Collection[1],tourelle1,1,2.617994,6.283185,0.7853982,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43440,1,Collection[1],tourelle1,1,1.396263,0.08726646,1.308997,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43445,1,Collection[2],tourelle1,1,2.617994,6.283185,0.7853982,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
43455,1,Collection[1],tourelle1,1,1.396263,6.283185,1.308997,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43459,1,Collection[1],tourelle1,1,1.396263,6.283185,1.308997,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43463,1,Collection[1],tourelle1,1,1.396263,6.283185,1.308997,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43467,1,Collection[1],tourelle1,1,1.396263,6.283185,1.308997,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43471,1,Collection[1],tourelle1,1,1.396263,6.283185,1.308997,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
43475,1,Collection[2],tourelle1,1,2.617994,6.283185,0.7853982,null,183 : 53743 (True) - TUnitIdleManagerWatchForwardDescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
