[ID],Ammunition,EffectTag,SalvoStockIndex,SalvoStockIndex_ForInterface,TirEnMouvement,TirContinu,AnimateOnlyOneSoldier
53795,89 : 73895 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
53803,89 : 73837 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
53804,89 : 73838 (True) - TAmmunition,weapon_effet_tag2,null,null,True,True,null
53805,89 : 73900 (True) - TAmmunition,weapon_effet_tag3,1,1,null,null,True
53815,89 : 73908 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
53816,89 : 73909 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
53817,89 : 73910 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
53826,89 : 73915 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
53827,89 : 73916 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
53828,89 : 73910 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
53839,89 : 73924 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
53840,89 : 73925 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
53841,89 : 73910 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
53852,89 : 73933 (True) - TAmmunition,weapon_effet_tag1,null,null,null,True,null
53860,89 : 73938 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
53861,89 : 73939 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
53862,89 : 73940 (True) - TAmmunition,weapon_effet_tag4,2,2,null,null,null
53863,89 : 73910 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
53873,89 : 73945 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
53874,89 : 73946 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
53875,89 : 73910 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
53886,89 : 73953 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
53887,89 : 73954 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
53888,89 : 73837 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,null
53889,89 : 73838 (True) - TAmmunition,weapon_effet_tag5,2,2,True,True,null
53890,89 : 73910 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
53899,89 : 73960 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
53900,89 : 73961 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
53901,89 : 73837 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,null
53902,89 : 73838 (True) - TAmmunition,weapon_effet_tag5,2,2,True,True,null
53903,89 : 73910 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
53911,89 : 73966 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
53912,89 : 73967 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
53913,89 : 73837 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,null
53914,89 : 73838 (True) - TAmmunition,weapon_effet_tag5,2,2,True,True,null
53915,89 : 73910 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
53925,89 : 73973 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
53934,89 : 73978 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
53944,89 : 73984 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
53945,89 : 73985 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
53946,89 : 73837 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,null
53947,89 : 73838 (True) - TAmmunition,weapon_effet_tag5,2,2,True,True,null
53948,89 : 73910 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
53958,89 : 73991 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
53959,89 : 73985 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
53960,89 : 73837 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,null
53961,89 : 73838 (True) - TAmmunition,weapon_effet_tag5,2,2,True,True,null
53962,89 : 73910 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
53972,89 : 73998 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
53973,89 : 73999 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
53974,89 : 74000 (True) - TAmmunition,weapon_effet_tag3,1,1,null,null,null
53975,89 : 73881 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
53984,89 : 74005 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
53992,89 : 73881 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
54002,89 : 74016 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
54003,89 : 74017 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54004,89 : 73770 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
54005,89 : 74018 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
54010,89 : 74023 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
54011,89 : 74024 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54012,89 : 74025 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
54013,89 : 74026 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
54018,89 : 74031 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
54019,89 : 74032 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54020,89 : 74033 (True) - TAmmunition,weapon_effet_tag4,2,2,null,True,True
54025,89 : 74038 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
54026,89 : 74039 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54027,89 : 73770 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
54028,89 : 74040 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
54033,89 : 74031 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
54034,89 : 74032 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54035,89 : 74045 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
54036,89 : 74046 (True) - TAmmunition,weapon_effet_tag4,2,2,null,True,True
54041,89 : 74031 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
54042,89 : 74032 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54043,89 : 73900 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
54048,89 : 74031 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
54049,89 : 74032 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54050,89 : 74055 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
54051,89 : 74056 (True) - TAmmunition,weapon_effet_tag4,1,1,null,null,True
54056,89 : 74061 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
54057,89 : 74062 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54058,89 : 74045 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
54059,89 : 74063 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
54064,89 : 74031 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
54065,89 : 74032 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54066,89 : 74068 (True) - TAmmunition,weapon_effet_tag2,1,1,null,True,True
54071,89 : 74023 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
54072,89 : 74024 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54073,89 : 74073 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
54078,89 : 74031 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
54079,89 : 74032 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54080,89 : 74078 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
54085,89 : 74083 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
54086,89 : 74084 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54087,89 : 74085 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
54088,89 : 74086 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
54093,89 : 74031 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
54094,89 : 74032 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54095,89 : 74045 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
54109,89 : 74101 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
54110,89 : 74102 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
54111,89 : 74103 (True) - TAmmunition,weapon_effet_tag3,1,1,null,null,null
54112,89 : 74104 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
54122,89 : 74112 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
54123,89 : 74113 (True) - TAmmunition,weapon_effet_tag2,null,null,True,True,null
54124,89 : 74114 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
54132,89 : 74112 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
54133,89 : 74113 (True) - TAmmunition,weapon_effet_tag2,null,null,True,True,null
54134,89 : 74114 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
54143,89 : 74124 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
54144,89 : 74125 (True) - TAmmunition,weapon_effet_tag2,null,null,True,True,null
54145,89 : 74126 (True) - TAmmunition,weapon_effet_tag4,2,2,null,null,null
54146,89 : 74114 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
54157,89 : 74133 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
54166,89 : 73881 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
54174,89 : 73881 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
54185,89 : 74147 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
54186,89 : 74148 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
54187,89 : 73614 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
54195,89 : 74147 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
54196,89 : 74148 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
54197,89 : 73614 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
54199,89 : 73748 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
54200,89 : 73749 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54201,89 : 73900 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
54206,89 : 73760 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
54207,89 : 73761 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54208,89 : 74158 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
54213,89 : 73760 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
54214,89 : 73761 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54215,89 : 74163 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
54220,89 : 74168 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
54221,89 : 74169 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54222,89 : 74170 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
54227,89 : 74168 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
54228,89 : 74169 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54229,89 : 74175 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
54241,89 : 74183 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
54242,89 : 74184 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
54250,89 : 74189 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
54251,89 : 74190 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
54259,89 : 74189 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
54260,89 : 74190 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
54268,89 : 73881 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
54276,89 : 73881 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
54287,89 : 73867 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
54288,89 : 73867 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,True
54289,89 : 73867 (True) - TAmmunition,weapon_effet_tag3,2,2,True,True,True
54338,89 : 74168 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
54339,89 : 74169 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54340,89 : 74237 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
54353,89 : 74247 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
54354,89 : 74248 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54374,89 : 74261 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
54375,89 : 74262 (True) - TAmmunition,weapon_effet_tag2,null,null,True,True,null
54385,89 : 74270 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
54395,89 : 74276 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
54404,89 : 74282 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
54413,89 : 74288 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
54421,89 : 74293 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
54430,89 : 74299 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
54438,89 : 74304 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
54439,89 : 74305 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54447,89 : 74310 (True) - TAmmunition,weapon_effet_tag1,1,1,null,null,null
54448,89 : 74304 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
54449,89 : 74305 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54457,89 : 74315 (True) - TAmmunition,weapon_effet_tag1,1,1,null,null,null
54458,89 : 74304 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
54459,89 : 74305 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54469,89 : 74323 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,null
54470,89 : 74324 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,null
54478,89 : 74310 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
54479,89 : 74323 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,null
54480,89 : 74324 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,null
54488,89 : 74333 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
54489,89 : 74334 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,null
54490,89 : 74335 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,null
54498,89 : 74315 (True) - TAmmunition,weapon_effet_tag1,1,1,null,null,null
54499,89 : 74304 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
54500,89 : 74305 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54509,89 : 74346 (True) - TAmmunition,weapon_effet_tag1,1,1,True,True,True
54510,89 : 74304 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
54511,89 : 74305 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54521,89 : 74352 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
54522,89 : 74353 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
54530,89 : 74310 (True) - TAmmunition,weapon_effet_tag1,1,1,null,null,null
54531,89 : 74304 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
54532,89 : 74305 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54544,89 : 74365 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
54545,89 : 74366 (True) - TAmmunition,weapon_effet_tag2,null,null,True,True,null
54546,89 : 74367 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
54554,89 : 74352 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
54555,89 : 74353 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
54563,89 : 74304 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
54564,89 : 74305 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54572,89 : 74380 (True) - TAmmunition,weapon_effet_tag1,1,1,null,null,null
54573,89 : 74304 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
54574,89 : 74305 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54582,89 : 74315 (True) - TAmmunition,weapon_effet_tag1,1,1,null,null,null
54583,89 : 74304 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
54584,89 : 74305 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54592,89 : 74352 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
54593,89 : 74353 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
54594,89 : 74310 (True) - TAmmunition,weapon_effet_tag3,1,1,null,null,True
54604,89 : 74395 (True) - TAmmunition,weapon_effet_tag2,1,1,True,null,null
54605,89 : 74396 (True) - TAmmunition,weapon_effet_tag3,1,1,True,null,null
54614,89 : 74310 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
54615,89 : 74323 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,null
54616,89 : 74324 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,null
54625,89 : 74323 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,null
54626,89 : 74324 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,null
54634,89 : 74310 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
54635,89 : 74323 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,null
54636,89 : 74324 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,null
54644,89 : 74334 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
54645,89 : 74335 (True) - TAmmunition,weapon_effet_tag2,null,null,True,True,null
54653,89 : 74333 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
54654,89 : 74334 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,null
54655,89 : 74335 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,null
54665,89 : 74421 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
54666,89 : 74422 (True) - TAmmunition,weapon_effet_tag2,1,1,True,null,null
54667,89 : 74423 (True) - TAmmunition,weapon_effet_tag3,2,2,True,True,null
54668,89 : 74424 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,null
54676,89 : 74346 (True) - TAmmunition,weapon_effet_tag1,1,1,True,True,True
54677,89 : 74422 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
54678,89 : 74423 (True) - TAmmunition,weapon_effet_tag3,2,2,True,True,null
54679,89 : 74424 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,null
54688,89 : 74435 (True) - TAmmunition,weapon_effet_tag1,1,1,null,null,null
54689,89 : 74304 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
54690,89 : 74305 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
54698,89 : 74282 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
54718,89 : 74456 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
54726,89 : 74461 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
54734,89 : 74456 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
54742,89 : 74469 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
54753,89 : 74477 (True) - TAmmunition,weapon_effet_tag1,null,null,null,True,null
54764,89 : 74484 (True) - TAmmunition,weapon_effet_tag1,null,null,null,True,null
54772,89 : 73881 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
54782,89 : 74494 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
54783,89 : 74495 (True) - TAmmunition,weapon_effet_tag2,1,1,True,null,True
54793,89 : 74334 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,null
54794,89 : 74335 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,null
54802,89 : 73614 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
