[ID],ControllerName,CommonDamageDescriptor,MaxDamages,MaxHPForHUD,Experience,AutoOrientation,Transporter,IsTargetableAsBoat
36903,DamageController,138 : 47941 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
37056,DamageController,138 : 48088 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
37063,DamageController,138 : 48094 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
37245,DamageController,138 : 48283 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
37281,DamageController,138 : 48311 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
37366,DamageController,138 : 48392 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
37407,DamageController,138 : 48434 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
37512,DamageController,138 : 48534 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
37518,DamageController,138 : 48540 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
37525,DamageController,138 : 48546 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
37552,DamageController,138 : 48572 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
37563,DamageController,138 : 48583 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
37569,DamageController,138 : 48589 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
37605,DamageController,138 : 48625 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
37611,DamageController,138 : 48631 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
37647,DamageController,138 : 48667 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
37658,DamageController,138 : 48678 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
37664,DamageController,138 : 48684 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
37671,DamageController,138 : 48690 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
37677,DamageController,138 : 48696 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
37683,DamageController,138 : 48702 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
37694,DamageController,138 : 48713 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
37886,DamageController,138 : 42859 (False) - TModernWarfareCommonDamageDescriptor,100,100,Experience,True,null,null
38007,DamageController,138 : 48965 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
38068,DamageController,138 : 49020 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
38122,DamageController,138 : 49067 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
38162,DamageController,138 : 49098 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
38169,DamageController,138 : 49104 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
38176,DamageController,138 : 49110 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
38623,DamageController,138 : 49533 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
38825,DamageController,138 : 49699 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
39107,DamageController,138 : 49938 (False) - TModernWarfareCommonDamageDescriptor,10,1,Experience,True,Transporter,True
39125,DamageController,138 : 49968 (False) - TModernWarfareCommonDamageDescriptor,50,4,Experience,null,null,True
39136,DamageController,138 : 49997 (False) - TModernWarfareCommonDamageDescriptor,40,3,Experience,null,null,null
39148,DamageController,138 : 50006 (False) - TModernWarfareCommonDamageDescriptor,100,7,Experience,null,null,True
39158,DamageController,138 : 49968 (False) - TModernWarfareCommonDamageDescriptor,80,5,Experience,null,null,True
39170,DamageController,138 : 50041 (False) - TModernWarfareCommonDamageDescriptor,200,13,Experience,null,null,True
39200,DamageController,138 : 50041 (False) - TModernWarfareCommonDamageDescriptor,250,17,Experience,null,null,True
39210,DamageController,138 : 49997 (False) - TModernWarfareCommonDamageDescriptor,40,4,Experience,null,Transporter,null
39218,DamageController,138 : 50075 (False) - TModernWarfareCommonDamageDescriptor,60,4,Experience,null,null,True
39227,DamageController,138 : 50041 (False) - TModernWarfareCommonDamageDescriptor,150,10,Experience,null,null,True
39237,DamageController,138 : 50075 (False) - TModernWarfareCommonDamageDescriptor,100,7,Experience,null,null,True
39245,DamageController,138 : 50041 (False) - TModernWarfareCommonDamageDescriptor,180,12,Experience,null,null,True
39255,DamageController,138 : 50006 (False) - TModernWarfareCommonDamageDescriptor,80,4,Experience,null,null,True
39265,DamageController,138 : 50041 (False) - TModernWarfareCommonDamageDescriptor,175,11,Experience,null,null,True
39276,DamageController,138 : 49968 (False) - TModernWarfareCommonDamageDescriptor,50,3,Experience,null,null,True
39303,DamageController,138 : 49968 (False) - TModernWarfareCommonDamageDescriptor,60,4,Experience,null,null,True
39312,DamageController,138 : 50006 (False) - TModernWarfareCommonDamageDescriptor,120,8,Experience,null,null,True
39322,DamageController,138 : 49938 (False) - TModernWarfareCommonDamageDescriptor,10,1,Experience,True,null,True
39342,DamageController,138 : 49997 (False) - TModernWarfareCommonDamageDescriptor,50,4,Experience,null,null,null
39356,DamageController,138 : 50006 (False) - TModernWarfareCommonDamageDescriptor,60,5,Experience,null,null,True
39392,DamageController,138 : 49997 (False) - TModernWarfareCommonDamageDescriptor,60,5,Experience,null,Transporter,null
39414,DamageController,138 : 50041 (False) - TModernWarfareCommonDamageDescriptor,300,20,Experience,null,null,True
39430,DamageController,138 : 50304 (False) - TModernWarfareCommonDamageDescriptor,4,4,Experience,True,null,null
39443,DamageController,138 : 50304 (False) - TModernWarfareCommonDamageDescriptor,4,4,Experience,True,Transporter,null
39455,DamageController,138 : 50304 (False) - TModernWarfareCommonDamageDescriptor,6,6,Experience,True,null,null
39529,DamageController,138 : 50389 (False) - TModernWarfareCommonDamageDescriptor,8,8,Experience,True,null,null
39604,DamageController,138 : 50304 (False) - TModernWarfareCommonDamageDescriptor,6,6,Experience,True,Transporter,null
39719,DamageController,138 : 50304 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
39727,DamageController,138 : 50304 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,Transporter,null
39735,DamageController,138 : 50304 (False) - TModernWarfareCommonDamageDescriptor,8,8,Experience,True,Transporter,null
39870,DamageController,138 : 50304 (False) - TModernWarfareCommonDamageDescriptor,8,8,Experience,True,null,null
39933,DamageController,138 : 50676 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
39942,DamageController,138 : 50676 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,Transporter,null
39949,DamageController,138 : 50676 (False) - TModernWarfareCommonDamageDescriptor,8,8,Experience,True,null,null
40079,DamageController,138 : 50389 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,Transporter,null
40086,DamageController,138 : 50389 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
40158,DamageController,138 : 50389 (False) - TModernWarfareCommonDamageDescriptor,8,8,Experience,True,Transporter,null
40793,DamageController,138 : 51420 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
40811,DamageController,138 : 51433 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
40940,DamageController,138 : 51433 (False) - TModernWarfareCommonDamageDescriptor,15,15,Experience,True,null,null
42400,DamageController,138 : 53072 (False) - TModernWarfareCommonDamageDescriptor,10,10,Experience,True,null,null
42608,DamageController,138 : 53293 (False) - TModernWarfareCommonDamageDescriptor,20,20,Experience,null,null,null
98725,DamageController,138 : 100933 (False) - TModernWarfareCommonDamageDescriptor,1,1,Experience,null,null,null
99027,DamageController,138 : 100933 (False) - TModernWarfareCommonDamageDescriptor,3,3,Experience,null,null,null
99128,DamageController,138 : 100933 (False) - TModernWarfareCommonDamageDescriptor,2,2,Experience,null,null,null
