,Hash,String
163,8570290000000000,Malyutka
164,0471290000000000,9M33
165,0971290000000000,9M38
166,C2B52C0000000000,AAM-1
167,C5352D0000000000,AIM-4D Falcon
168,48512D0000000000,AKM
169,0A712D0000000000,AM-39 Exocet
170,5D762D0000000000,AMOS
171,05D12D0000000000,AS.34 Kormoran
172,57E42D0000000000,ATGM
173,578B2F0000000000,Anti-Ship Missile Launcher
174,1621300000000000,S-13
175,8152310000000000,BK 90/L40
176,8570310000000000,M-14-OF
177,C870310000000000,9M27F
178,8273310000000000,BMD-1
179,8473310000000000,BMD-3
180,8276310000000000,BMP-1
181,8376310000000000,BMP-2
182,8476310000000000,BMP-3
183,9E76310000000000,BMPT
184,C2C5310000000000,BRM-1K #reco3
185,0EE7310000000000,BTR-D
186,8206320000000000,BVP-1
187,8306320000000000,BVP-2
188,8216320000000000,BWP-1
189,8316320000000000,BWP-2
190,A74C330000000000,HE Bomb
191,4390340000000000,YJ-82
192,8900350000000000,CF-18 HORNET
193,4721350000000000,HKP 4C
194,8421350000000000,CH-53E Super Stallion
195,5D38350000000000,CIWS
196,08C8350000000000,M151 CRV7
197,5E20380000000000,D-10T
198,DE61380000000000,D-56T
199,C6A0380000000000,D/925
200,9CF6380000000000,DEPRECATED
201,9D973D0000000000,EOTS I-Hawk
202,E2C83D0000000000,Eryx
203,99B5400000000000,FALO
204,8360410000000000,FL12
205,8660410000000000,FL15
206,C342440000000000,H&K G3A2
207,C542440000000000,H&K G3KA4
208,57C6450000000000,PPZR GROM
209,C4D0450000000000,Gsh-23L
210,896E460000000000,GAU-8/A Avenger
211,5DF6480000000000,HEOS I-HAWK
212,0442490000000000,HJ-73
213,4B42490000000000,HJ-8A
214,4C42490000000000,HJ-8B
215,8B81490000000000,HN-5A
216,8C81490000000000,HN-5B
217,8D81490000000000,HN-5C
218,C2B1490000000000,HQ-61A
219,306F4A0000000000,MIM-23A Hawk
220,66CC4E0000000000,Igla
221,1721540000000000,R-13M
222,8161560000000000,Ka-50 AKULA
223,C4D0560000000000,Kh-23
224,C6D0560000000000,Kh-25ML
225,C9D0560000000000,Kh-28
226,06D1560000000000,Kh-35
227,89D1560000000000,Kh-58
228,C7D1560000000000,Kh-66
229,AC79570000000000,Krag-Jørgensen
230,4C80580000000000,L70B
231,1DB7580000000000,LARS
232,17B8580000000000,LAV-M
233,C9D5580000000000,LCM 8
234,CDC2590000000000,LRAC F1
235,9CD7590000000000,LStR-40
236,49205C0000000000,M10-8
237,4A205C0000000000,M109 R.C.H.A.
238,88205C0000000000,M117
239,C2205C0000000000,M30
240,03215C0000000000,M132 ZIPPO
241,06215C0000000000,M135
242,01315C0000000000,M230
243,4A315C0000000000,M249 SAW
244,C2325C0000000000,M2A1
245,0E525C0000000000,Akan m/47D
246,08625C0000000000,#command M577 CPC
247,C2705C0000000000,M621
248,1DB75C0000000000,MARS
249,88305D0000000000,Mi-8MTV
250,C6305D0000000000,Mi-25
251,C7305D0000000000,Mi-26
252,DE305D0000000000,Mi-2T
253,06315D0000000000,Mi-35
254,4B315D0000000000,Mi-4A
255,5E325D0000000000,Mi-8 ZAOP.
256,1D675D0000000000,Multiple Rocket Launcher Vehicle
257,41715D0000000000,MM-40 Exocet
258,0B935D0000000000,MOBA
259,8CE55D0000000000,MT-LBV
260,8A005F0000000000,Mk19
261,E6AC5F0000000000,MUNA
262,D292610000000000,NOAH
263,C4C0610000000000,NR-23
264,01C1610000000000,NR-30
265,C4D0610000000000,NS-23
266,C6E1650000000000,OT-65 #reco1
267,4A02690000000000,PF-89
268,8260690000000000,PL-11
269,C471690000000000,PM-63
270,52A7690000000000,Type 49
271,42D4690000000000,H&K PSG1
272,02E2690000000000,PT-71 #reco2
273,46E2690000000000,PT-85 #reco2
274,81E2690000000000,PT-90
275,41126A0000000000,PW-80
276,04F46B0000000000,PzF 3
277,1C31700000000000,R-23R Vympel
278,5C31700000000000,R-24R Vympel
279,1C32700000000000,R-27R Vympel
280,1E32700000000000,R-27T Vympel
281,0F41700000000000,R-33E Vympel
282,5E50700000000000,R-40T Vympel
283,0161700000000000,R.530
284,5770700000000000,R-60M Molniya
285,46C0700000000000,Rb 05A
286,C5C0700000000000,Rb 24J
287,C9C0700000000000,Rb 28 Falcon
288,02C2700000000000,Rb 71
289,05C2700000000000,Rb 74
290,06C2700000000000,Rb 75
291,E635710000000000,RIMa
292,43A4710000000000,RPG-2
293,48A4710000000000,RPG-7
294,92B5740000000000,SALH
295,05B6740000000000,9K33M OSA-M
296,06B6740000000000,Strela-2M
297,CEF2740000000000,SEAD
298,E172750000000000,SMAW
299,4AA4750000000000,SPG-9
300,D7C0750000000000,#command TOPAS R-2M
301,82D0750000000000,SS-11
302,0CA2770000000000,Su-7B
303,8B61780000000000,T-55A
304,9661780000000000,T-55L
305,0362780000000000,T57-2
306,4B71780000000000,T-64A
307,4C71780000000000,T-64B
308,CB80780000000000,T-72A
309,CC80780000000000,T-72B
310,4B90780000000000,T-80A
311,4C90780000000000,T-80B
312,5F90780000000000,T-80U
313,8490780000000000,V-LKV T813
314,8691790000000000,TO-55
315,C391790000000000,TO-62
316,81327A0000000000,TY-90
317,9D677C0000000000,U-5TS
318,8B207D0000000000,#command UH-1A ACP
319,4170800000000000,V-600P
320,0151810000000000,VK-30
321,0671890000000000,XM-35
322,4437910000000000,ZIS-3
323,C4F0910000000000,ZU-23-2
324,D7B2A40000000000,Air-to-Air Missiles are used by planes during air combat against other planes. Some can be used against helicopters
325,57B4A40000000000,Air-to-Ground Missiles are anti-tank missile fired by planes against armored target. They can only be used against ground targets.
326,D125A50000000000,Heavy Machine-Guns are firing more powerful ammunitions than MMG. The Soviet 14
327,E162A50000000000,Light anti-tank weapons are modern bazookas
328,D165A50000000000,Light-Machine Guns are carried by infantry squads and provide them not only with extra firepower
329,D175A50000000000,Medium-Machine Guns are mounted on vehicles and provide them not only with extra firepower
330,D7D2A50000000000,Surface-to-Air Missiles are medium to long range weapons dedicated to engage aerial targets. They are ineffective against ground ones.
331,E1D2A50000000000,Squad Automatic Weapons are lighter LMGs carried by dedicated assault squads and providing them not only with extra firepower
332,D1D5A50000000000,Ranging from obsolete WW2 leftovers to the most modern special forces weapons
333,57D7A50000000000,Anti-ship missile designed to engage capital ships and one of the few weapons able to deal significant damage to them
334,AC79AF0000000000,Frag
335,6AEAEE0000000000,vide
336,84F1EF0000000000,PLDvK vz. 53/59
337,8AF1EF0000000000,BZK vz.59A
338,B21C040200000000,100mm
339,B24C040200000000,103mm
340,B26C040200000000,105mm
341,B27C040200000000,106mm
342,B28C040200000000,107mm
343,B21C080200000000,110mm
344,B25C080200000000,114mm
345,B26C080200000000,115mm
346,B21C0C0200000000,120mm
347,B23C0C0200000000,122mm
348,B26C0C0200000000,125mm
349,B28C0C0200000000,127mm
350,B21C100200000000,130mm
351,B26C100200000000,135mm
352,B21C140200000000,140mm
353,B23C180200000000,152mm
354,4A65180200000000,CN98
355,B26C180200000000,155mm
356,B26C1C0200000000,165mm
357,B21C200200000000,170mm
358,B26C200200000000,175mm
359,2C4C240200000000,183kg
360,0442490200000000,BRDM-1 HJ-73
361,B24C040300000000,203mm
362,775A070300000000,QF 20-pdr
363,B21C0C0300000000,220mm
364,2C8C0C0300000000,227kg
365,B28C0C0300000000,227mm
366,B21C140300000000,240mm
367,2C6C140300000000,245kg
368,2C1C180300000000,250kg
369,B21C240300000000,280mm
370,57422C0300000000,Twin 2A38M
371,D7512C0300000000,2A46M
372,42522C0300000000,2A48-1
373,C4D0450300000000,Twin Gsh-23
374,C4C0610300000000,Twin NR-23
375,B21C040400000000,300mm
376,2C1C140400000000,340kg
377,C4E1210400000000,T63
378,C4C0610400000000,Triple NR-23
379,01C1610400000000,Triple NR-30
380,2C1C040500000000,400kg
381,2C1C180500000000,450kg
382,2C1C040600000000,500kg
383,B21C200600000000,570mm
384,CAE1210600000000,T69
385,9DC4680600000000,Bo 105P/BSH
386,B21C080700000000,610mm
387,B26C940700000000,6
388,B26C940800000000,7
389,B28C940800000000,7
390,4271050A00000000,M41
391,2C6C0C0A00000000,925kg
392,8620540A00000000,Metys
393,C220540A00000000,9K121 Vikhr
394,0141540A00000000,9K330
395,82205C0A00000000,Fagot-M
396,83205C0A00000000,Kobra
397,84205C0A00000000,Konkurs
398,85205C0A00000000,Kokon
399,88205C0A00000000,Bastion
400,89205C0A00000000,Sheksna
401,8A205C0A00000000,Svir
402,C1205C0A00000000,Ataka V
403,C9205C0A00000000,Agona
404,57215C0A00000000,Malyutka-M
405,5A215C0A00000000,Malyutka-P
406,1A225C0A00000000,Fleyta
407,88305C0A00000000,9M217
408,82405C0A00000000,9M311
409,07415C0A00000000,3M9
410,C3455C0A00000000,9M33M2
411,9DB7380B00000000,M113 ADATS
412,04043A0B00000000,TORNADO F.3
413,8370450B00000000,AGM-12C Bullpup
414,4671450B00000000,AGM-45B Shrike
415,0972450B00000000,AGM-78D Standard
416,4572450B00000000,AGM-84 Harpoon
417,4972450B00000000,AGM-88 HARM
418,88D0450B00000000,AGS-17
419,85714D0B00000000,AIM-54 Phoenix
420,0F724D0B00000000,AIM-7E Sparrow
421,10724D0B00000000,AIM-7F Sparrow
422,17724D0B00000000,AIM-7M Sparrow
423,8C724D0B00000000,AIM-9B
424,90724D0B00000000,AIM-9F
425,94724D0B00000000,AIM-9J
426,96724D0B00000000,AIM-9L
427,97724D0B00000000,AIM-9M
428,C921500B00000000,AJ 168
429,0722540B00000000,AK-176
430,0131540B00000000,AK230 CIWS
431,0171540B00000000,AK630 CIWS
432,17B7580B00000000,ALARM
433,C1615D0B00000000,AML 60
434,81625D0B00000000,AML 90 #reco1
435,03215E0B00000000,AMX-32
436,41215E0B00000000,AMX-40
437,88D1710B00000000,ARS-57
438,5640740B00000000,AS30L
439,4341740B00000000,AS.34 Kormoran 2
440,1C42740B00000000,AS-37 Martel AR
441,46F2750B00000000,ASU-85M
442,B109760B00000000,AS VAL
443,DE20780B00000000,AT12T
444,C4A0910B00000000,AZP-23 Amur
445,B027DF0B00000000,Command Tank
446,57A0540C00000000,BK90 Mjölner
447,8681580C00000000,BL-755
448,C711590C00000000,BLG-66 Beluga
449,8CF0590C00000000,BLU1/B
450,57315C0C00000000,BM-24M
451,95E05C0C00000000,#command BMD-1K
452,8EA05D0C00000000,BMP-1D
453,95A05D0C00000000,#command BMP-1K
454,9AA05D0C00000000,BMP-1P
455,CEA05D0C00000000,BMP-2D
456,43025F0C00000000,Mk 82
457,44025F0C00000000,Mk 83
458,45025F0C00000000,Mk 84
459,C2E5700C00000000,BRDM-1 #reco1
460,C3E5700C00000000,BRDM-2 #reco1
461,9570710C00000000,BWR-1D #reco3
462,41C1790C00000000,BTR-40 #reco1
463,01C2790C00000000,BTR-70
464,41C2790C00000000,BTR-80
465,95A0810C00000000,#command BVP-1K
466,9AA0810C00000000,BVP-1P
467,CEA0850C00000000,BWP-2D
468,4C06990C00000000,Logisitic support vessel
469,2A7B9B0C00000000,Landing Craft Mechanized
470,D1D5090D00000000,C1 SMG
471,D1721D0D00000000,C6
472,9C10200D00000000,YJ-7R
473,86C02D0D00000000,CAR-15
474,C5F0310D00000000,CBU-24
475,48F2310D00000000,CBU-87
476,8920480D00000000,CH-118
477,0621480D00000000,CH-135
478,0721480D00000000,CH-136 #reco2
479,4821480D00000000,CH-147 CARGO
480,99C32D0E00000000,DARDO CIWS
481,CDE2610F00000000,ENTAC
482,01A1CA0F00000000,Dual Emerlec 30
483,9120081000000000,F111G
484,DA42091000000000,F-1
485,8621481000000000,FH155
486,4542491000000000,FHJ-84
487,D172611000000000,FN MAG
488,0351801000000000,FV432
489,39CD9A1000000000,PT?S FAGOT
490,AA6CC61000000000,Flamethrower
491,9523141100000000,m/85
492,81F0311100000000,GBU-27/B Paveway III
493,83F0311100000000,GBU-12 Paveway II
494,C8F0311100000000,GBU-27 Paveway III
495,C440761100000000,GSz-23
496,83A09B1100000000,GAU-12/A Equalizer
497,DEA2DE1100000000,Grenade AT
498,02A4DE1100000000,F1
499,0672ED1100000000,Gv M75
500,15561A1200000000,B-5
501,9E773D1200000000,HEMTT
502,0C81501200000000,HJ-73B
503,42E9651200000000,HOT 1
504,43E9651200000000,HOT 2
505,C190741200000000,HS.820
506,94E09B1200000000,Hai Ying-1J
507,0D51C31200000000,HKP 3C
508,4B51C31200000000,HKP 4A
509,CB51C31200000000,HKP 6A #reco2
510,A6BAD31200000000,Hovea m/49
511,8219B31300000000,Igla-1
512,A019B31300000000,Igla-V
513,306FB61300000000,MIM-23B I-Hawk
514,82B2C31300000000,IKV 91
515,CBB2CE1300000000,Anti-Aircraft Team
516,DEB2CE1300000000,Anti-Tank Team
517,B79ACF1300000000,Interceptor
518,B7B9CF1300000000,Invar
519,15C60C1400000000,F-5B
520,B7CA9A1400000000,JÄGER
521,B1BA9B1400000000,Javelin
522,55C6091500000000,K1
523,1617101500000000,K30
524,15461C1500000000,ZSD-531A
525,16E6351500000000,KCT #reco2
526,87315C1500000000,KM256
527,01426A1500000000,KPz 70 KEILER
528,1731B41500000000,Kh-23M
529,8E32B41500000000,Kh-29D
530,9632B41500000000,Kh-29L
531,9E32B41500000000,Kh-29T
532,8B40B41500000000,Kh-31A
533,9A40B41500000000,Kh-58U
534,381DD31500000000,T813 KOLOS
535,B729D31500000000,KOMAR
536,343BD31500000000,#command KONGO
537,39EED61500000000,Kpist m/45B
538,5DA0EC1500000000,Kv-90S73
539,C242081600000000,L13A1
540,C252101600000000,L34A1
541,43C72D1600000000,LARS-2
542,C6002E1600000000,LAV-25 FSV
543,41122E1600000000,LAW 80
544,85A1411600000000,LFP 54
545,8191691600000000,LPO-50
546,88E6811600000000,LVTP-7
547,9112081700000000,SKH M/109G
548,8B100C1700000000,M201A
549,50260C1700000000,M-21OF
550,C3A2101700000000,Twin M39A2
551,1C17141700000000,M40 RR
552,9523141700000000,M41 DK1 #reco1
553,7577181700000000,Sprangraket m/56
554,1182181700000000,#command M577G
555,C4131C1700000000,M60E3
556,C532201700000000,M72A4 LAW
557,55C6251700000000,M8 PANSERBIL #reco1
558,4AE12D1700000000,MAT 49
559,01E2311700000000,MBT-70
560,4160341700000000,MC / GP Mk.10
561,5D66351700000000,MCLOS
562,5031381700000000,MD24-F
563,C381441700000000,Machine Gun 7.62
564,4B314C1700000000,Mi-24A
565,4E314C1700000000,Mi-24D
566,5A314C1700000000,Mi-24P
567,61314C1700000000,Mi-24W
568,15364C1700000000,Mi-2 #reco2
569,34374C1700000000,Mi-2Ro #reco3
570,DD374C1700000000,Mi-2 US
571,E0524C1700000000,Mi-4AV
572,15564C1700000000,Mi-4
573,15964C1700000000,Mi-8
574,A0974C1700000000,Mi-8T
575,D8624D1700000000,MILAN F1
576,4E67681700000000,MP5SD
577,5735691700000000,Mpi-KM
578,B89FAB1700000000,STRZELCY PODHALA?SCY
579,C8C0BA1700000000,MiG-27
580,81A1C61700000000,Mk 61
581,A75E551800000000,Deprec! 2K12 KUB
582,87205C1800000000,NM116 #reco2
583,06215C1800000000,NM135
584,43215C1800000000,NM142
585,86225C1800000000,NM195
586,C351791800000000,62 Shiki
587,B3FB9A1800000000,#command NAJIN
588,D5B2741900000000,OSA-AK
589,8190781900000000,OT-810D
590,0792791900000000,OTO Melara
591,C170AB1900000000,Oerlikon 20
592,4942461A00000000,PGZ-88
593,0B41501A00000000,Dual PJ-33A
594,C6B0581A00000000,ZPT 90
595,CC81781A00000000,PT-76B #reco1
596,306FB61A00000000,MIM-23B I-Hawk PIP II
597,4501FD1A00000000,PzF 44
598,02870C1C00000000,R-27R1 Vympel
599,5760181C00000000,R.550 Magic
600,C245201C00000000,R-73M1 Vympel
601,87D1311C00000000,RBS 56
602,01D2311C00000000,RBS 70
603,81D2311C00000000,RBS 90
604,C771451C00000000,RGM-66D
605,4572451C00000000,RGM-84 Harpoon
606,17724D1C00000000,RIM-7M Sea Sparrow
607,0702651C00000000,L23A1
608,8710691C00000000,RPG-16D
609,8910691C00000000,RPG-18
610,C310691C00000000,RPG-22
611,C710691C00000000,RPG-26
612,CA10691C00000000,RPG-29 Vampyr
613,0612691C00000000,RPG-75
614,2012691C00000000,RPG-7V
615,4851691C00000000,RPK
616,0552691C00000000,RPK-74
617,DD37741C00000000,R-55
618,B7999A1C00000000,Radar
619,338DAA1C00000000,recon
620,4460B41C00000000,Rh-503
621,6ABCBA1C00000000,Battle Rifle
622,C651351D00000000,Newnanbu M66
623,4361441D00000000,SG-542
624,4461441D00000000,SG-543
625,8297551D00000000,#command SKOT R-3
626,8397551D00000000,SKOT-2
627,DC255C1D00000000,SM1 MR block V
628,DC355C1D00000000,SM2 MR block II
629,8E12691D00000000,SPG-9D
630,C1116A1D00000000,#command SPW-60(S)
631,01126A1D00000000,SPW-70
632,41126A1D00000000,SPW-80
633,8131881D00000000,SX250
634,B75A9B1D00000000,ŽENISTÉ
635,B94EA31D00000000,PR?ZKUMNÍCI #reco2
636,B12AB71D00000000,SHMEL
637,B15AD31D00000000,SOPEL
638,F24DE71D00000000,STORMER
639,1532E81D00000000,Su-27K
640,1556101E00000000,T-34/85
641,D762181E00000000,T-55AM
642,64331C1E00000000,T-62cz
643,C2351C1E00000000,T-62M
644,E0351C1E00000000,T-62MV-1
645,15361C1E00000000,T-62D
646,16471C1E00000000,T63
647,17531C1E00000000,T-64BM
648,20531C1E00000000,T-64BV
649,0233201E00000000,T-72B1
650,C235201E00000000,T-72M1 JAGUAR
651,1667201E00000000,T75
652,2013241E00000000,T-80BV
653,DDA2651E00000000,TOPAS
654,81819A1E00000000,C15 LRSW
655,F45DA71E00000000,Tank Destroyer Prototype
656,8470B21E00000000,TGB 13
657,16E6FE1F00000000,Uzi
658,8DC62C2000000000,#command VAB PC
659,1C64312000000000,VBL #reco2
660,8261902100000000,WZ-551
661,D590502300000000,YJ-82K
662,93D4182400000000,Z-5
663,93D4282400000000,Z-9A
664,4160302400000000,ZB500
665,8302592400000000,WZ-550
666,C3E7692400000000,ZPTU-2
667,C5E7692400000000,ZPTU-4
668,745DBB2400000000,MONITOR ZIPPO
669,C374FD2800000000,Mi-2 #reco2
670,86E1FD2800000000,T-55 #reco1
671,03E2FD2800000000,T-72
672,57E42D2900000000,Anti-Tank Guided Missiles are dedicated anti-tank weapons
673,A74C332900000000,Bombs are dropped by planes on ground targets. Using only gravity as a mean of projection
674,5D38352900000000,Close-in weapon systems are designed to provide anti-missile point-defense. They quickly fire and destroy incoming missiles.
675,2D6EC62B00000000,Flashbang
676,2C1C048100000000,1000kg
677,44C7048100000000,BS-3
678,AF89058100000000,100 gun
679,8AE1058100000000,T69-II
680,44E2198100000000,T83
681,46E2198300000000,PLA 125
682,4672218300000000,M85
683,B28C948300000000,12
684,4771058400000000,M-46
685,B26C948500000000,14
686,47710D8600000000,M-46
687,0261198600000000,L31
688,5DE605C300000000,MO.1.01.04
689,0A29CBC400000000,23mm Z-9
690,C3750CCB00000000,2A26M2
691,C29510CB00000000,2A38M
692,013114CB00000000,2A42
693,2C1C040101000000,3000kg
694,C725CB0801000000,M6
695,B24C206501000000,4
696,B26C14A501000000,5
697,B27C18A501000000,5
698,83B12C0602000000,AA-52
699,81B1740602000000,SA.50
700,C1710D0702000000,M60
701,D1720D0702000000,MAG 7
702,44740D0702000000,MG3
703,02840D0702000000,NF-1
704,57A50D0702000000,PKT
705,C3225C0702000000,M1A2
706,05015F0702000000,Mk34
707,B23C940702000000,76
708,B23C1C2502000000,7
709,8DB6044202000000,OT-810
710,C425CB8102000000,M3
711,9721089502000000,Metys-M
712,9720089702000000,Faktoriya
713,1721089702000000,Konkurs-M
714,5721089702000000,Kokon-M
715,1722089702000000,Arkan
716,9722089702000000,Refleks
717,9720109702000000,9M311M
718,C345109702000000,9M33M3
719,C295109702000000,9M38M1
720,4665189702000000,9M55K
721,57E72DCE02000000,ADATS
722,01813DCE02000000,ADEN 30
723,8A205CD102000000,Penguin
724,C3205CD102000000,AGM-122 Sidearm
725,8C715CD102000000,AGM-65B Maverick
726,8D715CD102000000,AGM-65C Maverick
727,8E715CD102000000,AGM-65D Maverick
728,8F715CD102000000,AGM-65E Maverick
729,90715CD102000000,AGM-65F Maverick
730,91715CD102000000,AGM-65G Maverick
731,DD4709D202000000,AH-1J COBRA  #reco1
732,16561CD202000000,AH-64 TD
733,5F5720D502000000,AKS-74U
734,5A2088D702000000,AMX-10P
735,4C4088D702000000,AMX-30
736,DD624DDA02000000,APILAS
737,9E6708DD02000000,AS.15TT
738,0DB858DD02000000,#command ASLAV-C
739,97917CDD02000000,ASU-85M
740,DDD52CDE02000000,M39
741,D7D245DE02000000,Dual purpose missile
742,413064DE02000000,ATO-200
743,412074DE02000000,ATS-103
744,38EECAE602000000,Anti-Aircraft Missile
745,304ADFE602000000,Jaktraket m/57
746,B5DEDDEE02000000,Air Superiority fighter
747,06329BF002000000,Akan m/75
748,A9DCC8F702000000,Command Armor
749,A9DDE1F802000000,Assault Squad
750,57D7590B03000000,BAL
751,15260C1703000000,BM-21
752,15560C1703000000,BM-24
753,1526681703000000,KORSHUN
754,DF70391C03000000,#command BRDM-2U
755,4B50701E03000000,BTR-40A  #reco1
756,4C50701E03000000,SPW-40 #reco1
757,5580701E03000000,#command BTR-70K
758,C120542103000000,BWK120
759,8B309B3003000000,BKAN 1A
760,8D309B3003000000,BKAN 1C
761,8535AB3703000000,Bren L4
762,01D1E23A03000000,Bushmaster II
763,42B84D5203000000,QW-1
764,86E1395703000000,#command T-55AD-1
765,03E2395703000000,#command T-72K1
766,DE025E5903000000,COMVAT
767,DE82805C03000000,WDU-5002/B CRV7
768,DE72E96D03000000,Chu-MAT
769,A9DDC97403000000,Command Squad
770,D7D2D17703000000,Crotale
771,C320048403000000,D-30
772,01B1408F03000000,DEFA 550
773,58162D9C03000000,M47 Dragon
774,33CD9AB703000000,DRAGONER
775,A9A9DBB803000000,#command VELITELSKÝ ŠTÁB
776,81C280DA03000000,EPBV 90  #reco3
777,4271D5F803000000,Eldspruta m/41
778,0BC4410504000000,F-4F KWS
779,55C62D0604000000,F-5A
780,1606150904000000,F-84F
781,8131300B04000000,FAB 250
782,4160300B04000000,FAB 500
783,D740142004000000,FV432(M)
784,8621784D04000000,GCT F1
785,01E12D5304000000,GIAT 30
786,4240485D04000000,GSh-301
787,4340485D04000000,GSh-2-30
788,4740485D04000000,GSh-6-30
789,5540485D04000000,GSh-30k
790,C470485D04000000,GSh-6-23
791,8822E46604000000,M197 Vulcan
792,E96DD66A04000000,FLAKPZ. GEPARD
793,C111A97704000000,G60
794,C271A97704000000,M61
795,C871A97704000000,M67
796,4572A97704000000,M84
797,4475A97704000000,MK3
798,58C4A97704000000,RGN
799,59C4A97704000000,RGO
800,CFD2A97704000000,SAE-210
