,Hash,String
163,0514280000000000,F4
164,B21C280000000000,90mm
165,B24C280000000000,93mm
166,B26C280000000000,95mm
167,8270290000000000,Falanga
168,8570290000000000,Malyutka
169,0471290000000000,9M33
170,0971290000000000,9M38
171,C2B52C0000000000,AAM-1
172,C5352D0000000000,AIM-4D Falcon
173,48512D0000000000,AKM
174,0A712D0000000000,AM-39 Exocet
175,5D762D0000000000,AMOS
176,82D02D0000000000,AS-11
177,05D12D0000000000,AS.34 Kormoran
178,57E42D0000000000,ATGM
179,578B2F0000000000,Anti-Ship Missile Launcher
180,1621300000000000,S-13
181,4140300000000000,B300
182,8152310000000000,BK 90/L40
183,8570310000000000,M-14-OF
184,C870310000000000,9M27F
185,8273310000000000,BMD-1
186,8473310000000000,BMD-3
187,8276310000000000,BMP-1
188,8376310000000000,BMP-2
189,8476310000000000,BMP-3
190,9E76310000000000,BMPT
191,0498310000000000,SPAT BOV 3
192,C2C5310000000000,BRM-1K #reco3
193,0EE7310000000000,BTR-D
194,8206320000000000,BVP-1
195,8306320000000000,BVP-2
196,8216320000000000,BWP-1
197,8316320000000000,BWP-2
198,A74C330000000000,HE Bomb
199,4390340000000000,YJ-82
200,8900350000000000,CF-18 HORNET
201,4721350000000000,HKP 4C
202,8421350000000000,CH-53E SUPER STALLION
203,5D38350000000000,CIWS
204,08C8350000000000,M151 CRV7
205,5E20380000000000,D-10T
206,DE61380000000000,D-56T
207,C6A0380000000000,D/925
208,9CF6380000000000,DEPRECATED
209,9D973D0000000000,EOTS I-Hawk
210,E2C83D0000000000,Eryx
211,4D22400000000000,F-18C
212,99B5400000000000,FALO
213,8360410000000000,FL12
214,8660410000000000,FL15
215,C342440000000000,H&K G3A2
216,C542440000000000,H&K G3KA4
217,C9C7440000000000,GBU-8/B HOBOS
218,57C6450000000000,PPZR GROM
219,C4D0450000000000,Gsh-23L
220,896E460000000000,GAU-8/A Avenger
221,5DF6480000000000,HEOS I-HAWK
222,8120490000000000,HH-10
223,0442490000000000,HJ-73
224,4B42490000000000,HJ-8A
225,4C42490000000000,HJ-8B
226,8B81490000000000,HN-5A
227,8C81490000000000,HN-5B
228,8D81490000000000,HN-5C
229,C2B1490000000000,HQ-61A
230,41E1490000000000,HT-40
231,DC024A0000000000,HVAR
232,DD054A0000000000,HVMS #reco1
233,306F4A0000000000,MIM-23A Hawk
234,66CC4E0000000000,Igla
235,9041500000000000,J 35F
236,9D41500000000000,J 35S
237,1721540000000000,R-13M
238,8161560000000000,Ka-50 AKULA
239,C4D0560000000000,Kh-23
240,C6D0560000000000,Kh-25ML
241,C9D0560000000000,Kh-28
242,06D1560000000000,Kh-35
243,89D1560000000000,Kh-58
244,C7D1560000000000,Kh-66
245,C301570000000000,Kk 62
246,AC79570000000000,Krag-Jørgensen
247,9721580000000000,L-15M
248,1522580000000000,L-17K
249,4C80580000000000,L70B
250,1DB7580000000000,LARS
251,17B8580000000000,LAV-M
252,C9D5580000000000,LCM 8
253,CDC2590000000000,LRAC F1
254,9CD7590000000000,LStR-40
255,EE6E5A0000000000,LAVI
256,49205C0000000000,M10-8
257,4A205C0000000000,M109 R.C.H.A.
258,88205C0000000000,M117
259,89205C0000000000,M1118
260,C2205C0000000000,M30
261,03215C0000000000,M132 ZIPPO
262,06215C0000000000,M135
263,01315C0000000000,M230
264,4A315C0000000000,M249 SAW
265,C2325C0000000000,M2A1
266,0E525C0000000000,Akan m/47D
267,08625C0000000000,#command M577 CPC
268,C2705C0000000000,M621
269,CB905C0000000000,M-82A
270,4B915C0000000000,M-84A
271,1DB75C0000000000,MARS
272,88305D0000000000,Mi-8MTV
273,C6305D0000000000,Mi-25
274,C7305D0000000000,Mi-26
275,DE305D0000000000,Mi-2T
276,06315D0000000000,Mi-35
277,4B315D0000000000,Mi-4A
278,5A325D0000000000,MI-8P
279,5E325D0000000000,Mi-8 ZAOP.
280,1D675D0000000000,Multiple Rocket Launcher Vehicle
281,41715D0000000000,MM-40 Exocet
282,0B935D0000000000,MOBA
283,45A15D0000000000,AP M-44
284,8CE55D0000000000,MT-LBV
285,8A005F0000000000,Mk19
286,E6AC5F0000000000,MUNA
287,D292610000000000,NOAH
288,C4C0610000000000,NR-23
289,01C1610000000000,NR-30
290,C4D0610000000000,NS-23
291,1DF7610000000000,NURS
292,C6E1650000000000,OT-65 #reco1
293,4A02690000000000,PF-89
294,8260690000000000,PL-11
295,C471690000000000,PM-63
296,52A7690000000000,Type 49
297,42D4690000000000,H&K PSG1
298,02E2690000000000,PT-71 #reco2
299,46E2690000000000,PT-85 #reco2
300,81E2690000000000,PT-90
301,41126A0000000000,PW-80
302,04F46B0000000000,PzF 3
303,1C31700000000000,R-23R Vympel
304,5C31700000000000,R-24R Vympel
305,1C32700000000000,R-27R Vympel
306,1E32700000000000,R-27T Vympel
307,0F41700000000000,R-33E Vympel
308,5E50700000000000,R-40T Vympel
309,0161700000000000,R.530
310,5770700000000000,R-60M Molniya
311,46C0700000000000,Rb 05A
312,C5C0700000000000,Rb 24J
313,C8C0700000000000,Rb 27 Falcon
314,C9C0700000000000,Rb 28 Falcon
315,02C2700000000000,Rb 71
316,05C2700000000000,Rb 74
317,06C2700000000000,Rb 75
318,E635710000000000,RIMa
319,43A4710000000000,RPG-2
320,48A4710000000000,RPG-7
321,C1E0710000000000,RT-20
322,8701730000000000,Rk 56
323,C301730000000000,Rk 62
324,92B5740000000000,SALH
325,05B6740000000000,9K33M OSA-M
326,06B6740000000000,Strela-2M
327,CEF2740000000000,SEAD
328,E172750000000000,SMAW
329,4AA4750000000000,SPG-9
330,D7C0750000000000,#command TOPAS R-2M
331,82D0750000000000,SS-11
332,0CA2770000000000,Su-7B
333,4C41780000000000,T-34B
334,8B61780000000000,T-55A
335,9661780000000000,T-55L
336,0362780000000000,T57-2
337,4B71780000000000,T-64A
338,4C71780000000000,T-64B
339,CB80780000000000,T-72A
340,CC80780000000000,T-72B
341,D780780000000000,T-72M
342,4B90780000000000,T-80A
343,4C90780000000000,T-80B
344,5F90780000000000,T-80U
345,8490780000000000,V-LKV T813
346,83B5780000000000,TAL-2
347,8691790000000000,TO-55
348,C391790000000000,TO-62
349,81327A0000000000,TY-90
350,9D677C0000000000,U-5TS
351,8B207D0000000000,#command UH-1A ACP
352,4170800000000000,V-600P
353,0151810000000000,VK-30
354,0671890000000000,XM-35
355,4437910000000000,ZIS-3
356,C4F0910000000000,ZU-23-2
357,D7B2A40000000000,Air-to-Air Missiles are used by planes during air combat against other planes. Some can be used against helicopters
358,57B4A40000000000,Air-to-Ground Missiles are anti-tank missile fired by planes against armored target. They can only be used against ground targets.
359,D125A50000000000,Heavy Machine-Guns are firing more powerful ammunitions than MMG. The Soviet 14
360,E162A50000000000,Light anti-tank weapons are modern bazookas
361,D165A50000000000,Light-Machine Guns are carried by infantry squads and provide them not only with extra firepower
362,D175A50000000000,Medium-Machine Guns are mounted on vehicles and provide them not only with extra firepower
363,D7D2A50000000000,Surface-to-Air Missiles are medium to long range weapons dedicated to engage aerial targets. They are ineffective against ground ones.
364,E1D2A50000000000,Squad Automatic Weapons are lighter LMGs carried by dedicated assault squads and providing them not only with extra firepower
365,D1D5A50000000000,Ranging from obsolete WW2 leftovers to the most modern special forces weapons
366,57D7A50000000000,Anti-ship missile designed to engage capital ships and one of the few weapons able to deal significant damage to them
367,AC7EA70000000000,Drug
368,AC79AF0000000000,Frag
369,6AEAEE0000000000,vide
370,84F1EF0000000000,PLDvK vz. 53/59
371,8AF1EF0000000000,BZK vz.59A
372,B21C040200000000,100mm
373,B24C040200000000,103mm
374,B26C040200000000,105mm
375,B27C040200000000,106mm
376,B28C040200000000,107mm
377,B21C080200000000,110mm
378,B25C080200000000,114mm
379,B26C080200000000,115mm
380,B21C0C0200000000,120mm
381,B23C0C0200000000,122mm
382,B26C0C0200000000,125mm
383,B28C0C0200000000,127mm
384,B29C0C0200000000,128mm
385,B21C100200000000,130mm
386,B26C100200000000,135mm
387,B21C140200000000,140mm
388,B23C180200000000,152mm
389,4A65180200000000,CN98
390,B26C180200000000,155mm
391,B21C1C0200000000,160mm
392,B26C1C0200000000,165mm
393,B21C200200000000,170mm
394,B26C200200000000,175mm
395,2C4C240200000000,183kg
396,0442490200000000,BRDM-1 HJ-73
397,B24C040300000000,203mm
398,775A070300000000,QF 20-pdr
399,B21C0C0300000000,220mm
400,2C8C0C0300000000,227kg
401,B28C0C0300000000,227mm
402,B21C140300000000,240mm
403,2C6C140300000000,245kg
404,2C1C180300000000,250kg
405,B23C1C0300000000,262mm
406,B21C240300000000,280mm
407,B21C280300000000,290mm
408,57422C0300000000,Twin 2A38M
409,D7512C0300000000,2A46M
410,42522C0300000000,2A48-1
411,C4D0450300000000,Twin Gsh-23
412,C4C0610300000000,Twin NR-23
413,B21C040400000000,300mm
414,2C1C140400000000,340kg
415,C4E1210400000000,T63
416,C4C0610400000000,Triple NR-23
417,01C1610400000000,Triple NR-30
418,2C1C040500000000,400kg
419,2C1C180500000000,450kg
420,2C1C040600000000,500kg
421,B21C200600000000,570mm
422,CAE1210600000000,T69
423,9DC4680600000000,Bo 105P/BSH
424,B21C080700000000,610mm
425,B26C940700000000,6
426,9E331C0800000000,DT 7
427,B26C940800000000,7
428,B28C940800000000,7
429,0771050A00000000,M36
430,4271050A00000000,M41
431,2C6C0C0A00000000,925kg
432,8620540A00000000,Metys
433,C220540A00000000,9K121 Vikhr
434,0141540A00000000,9K330
435,82205C0A00000000,Fagot-M
436,83205C0A00000000,Kobra
437,84205C0A00000000,Konkurs
438,85205C0A00000000,Kokon
439,88205C0A00000000,Bastion
440,89205C0A00000000,Sheksna
441,8A205C0A00000000,Svir
442,C1205C0A00000000,Ataka V
443,C9205C0A00000000,Agona
444,57215C0A00000000,Malyutka-M
445,5A215C0A00000000,Malyutka-P
446,1A225C0A00000000,Fleyta
447,88305C0A00000000,9M217
448,82405C0A00000000,9M311
449,04415C0A00000000,9M333
450,07415C0A00000000,3M9
451,C3455C0A00000000,9M33M2
452,9DB7380B00000000,M113 ADATS
453,04043A0B00000000,TORNADO F.3
454,8370450B00000000,AGM-12C Bullpup
455,4671450B00000000,AGM-45B Shrike
456,0972450B00000000,AGM-78D Standard
457,4572450B00000000,AGM-84 Harpoon
458,4972450B00000000,AGM-88 HARM
459,88D0450B00000000,AGS-17
460,85714D0B00000000,AIM-54 Phoenix
461,0F724D0B00000000,AIM-7E Sparrow
462,10724D0B00000000,AIM-7F Sparrow
463,17724D0B00000000,AIM-7M Sparrow
464,8C724D0B00000000,AIM-9B
465,8F724D0B00000000,AIM-9E
466,90724D0B00000000,AIM-9F
467,94724D0B00000000,AIM-9J
468,96724D0B00000000,AIM-9L
469,97724D0B00000000,AIM-9M
470,9D724D0B00000000,AIM-9S
471,C921500B00000000,AJ 168
472,0722540B00000000,AK-176
473,0131540B00000000,AK230 CIWS
474,0171540B00000000,AK630 CIWS
475,17B7580B00000000,ALARM
476,C1615D0B00000000,AML 60
477,81625D0B00000000,AML 90 #reco1
478,03215E0B00000000,AMX-32
479,41215E0B00000000,AMX-40
480,88D1710B00000000,ARS-57
481,5640740B00000000,AS30L
482,4341740B00000000,AS.34 Kormoran 2
483,1C42740B00000000,AS-37 Martel AR
484,46F2750B00000000,ASU-85M
485,B109760B00000000,AS VAL
486,DE20780B00000000,AT12T
487,C4A0910B00000000,AZP-23 Amur
488,E66ACE0B00000000,ANAFA
489,B027DF0B00000000,Command Tank
490,57A0540C00000000,BK90 Mjölner
491,8681580C00000000,BL-755
492,C711590C00000000,BLG-66 Beluga
493,8CF0590C00000000,BLU1/B
494,57315C0C00000000,BM-24M
495,95E05C0C00000000,#command BMD-1K
496,8EA05D0C00000000,BMP-1D
497,95A05D0C00000000,#command BMP-1K
498,9AA05D0C00000000,BMP-1P
499,A2A05D0C00000000,BMP-1KT #reco1
500,CEA05D0C00000000,BMP-2D
501,43025F0C00000000,Mk 82
502,44025F0C00000000,Mk 83
503,45025F0C00000000,Mk 84
504,0101660C00000000,SPAT BOV 30
505,8821700C00000000,BR-1-57
506,C2E5700C00000000,BRDM-1 #reco1
507,C3E5700C00000000,BRDM-2 #reco1
508,9570710C00000000,BWR-1D #reco3
509,41C1790C00000000,BTR-40 #reco1
510,81C1790C00000000,BTR-50
511,01C2790C00000000,BTR-70
512,41C2790C00000000,BTR-80
513,95A0810C00000000,#command BVP-1K
514,9AA0810C00000000,BVP-1P
515,CEA0850C00000000,BWP-2D
516,4C06990C00000000,Logisitic support vessel
517,2A7B9B0C00000000,Landing Craft Mechanized
518,B0F99B0C00000000,BAZAK
519,D1D5090D00000000,C1 SMG
520,D1721D0D00000000,C6
521,9C10200D00000000,YJ-7R
522,86C02D0D00000000,CAR-15
523,C5F0310D00000000,CBU-24
524,48F2310D00000000,CBU-87
525,8920480D00000000,CH-118
526,0621480D00000000,CH-135
527,0721480D00000000,CH-136 #reco2
528,4821480D00000000,CH-147 CARGO
529,01225C0D00000000,CM.170
530,99C32D0E00000000,DARDO CIWS
531,FE79AB0E00000000,Derby
532,B7DAD20E00000000,DOHER
533,CDE2610F00000000,ENTAC
534,01A1CA0F00000000,Dual Emerlec 30
535,9120081000000000,F111G
536,DA42091000000000,F-1
537,8621481000000000,FH155
538,4542491000000000,FHJ-84
539,D172611000000000,FN MAG
540,0351801000000000,FV432
541,39CD9A1000000000,PTŘS FAGOT
542,AA6CC61000000000,Flamethrower
543,9523141100000000,m/85
544,81F0311100000000,GBU-27/B Paveway III
545,83F0311100000000,GBU-12 Paveway II
546,C8F0311100000000,GBU-27 Paveway III
547,CC95711100000000,GROM-B
548,C440761100000000,GSz-23
549,B11B9B1100000000,Galil
550,83A09B1100000000,GAU-12/A Equalizer
551,DEA2DE1100000000,Grenade AT
552,02A4DE1100000000,F1
553,0672ED1100000000,Gv M75
554,15561A1200000000,B-5
555,9E773D1200000000,HEMTT
556,0C81501200000000,HJ-73B
557,42E9651200000000,HOT 1
558,43E9651200000000,HOT 2
559,C190741200000000,HS.820
560,BFBB9A1200000000,HAFIZ
561,B72A9B1200000000,HAMER
562,B0599B1200000000,#command HAPAK
563,94E09B1200000000,Hai Ying-1J
564,0D51C31200000000,HKP 3C
565,4B51C31200000000,HKP 4A
566,CB51C31200000000,HKP 6A #reco2
567,A6BAD31200000000,Hovea m/49
568,B9BAD31200000000,HOVET
569,0992791300000000,ITO 78
570,0A92791300000000,ITO 79
571,4792791300000000,ITO 86
572,8192791300000000,ITO 90
573,8792791300000000,ITO 96
574,8219B31300000000,Igla-1
575,A019B31300000000,Igla-V
576,306FB61300000000,MIM-23B I-Hawk
577,82B2C31300000000,IKV 91
578,CBB2CE1300000000,Anti-Aircraft Team
579,DEB2CE1300000000,Anti-Tank Team
580,B79ACF1300000000,Interceptor
581,B7B9CF1300000000,Invar
582,15C60C1400000000,F-5B
583,1D64101400000000,J 35FS
584,B7CA9A1400000000,JÄGER
585,B1BA9B1400000000,Javelin
586,55C6091500000000,K1
587,1617101500000000,K30
588,15461C1500000000,ZSD-531A
589,16E6351500000000,KCT #reco2
590,87315C1500000000,KM256
591,01426A1500000000,KPz 70 KEILER
592,1731B41500000000,Kh-23M
593,8E32B41500000000,Kh-29D
594,9632B41500000000,Kh-29L
595,9E32B41500000000,Kh-29T
596,8B40B41500000000,Kh-31A
597,9A40B41500000000,Kh-58U
598,381DD31500000000,T813 KOLOS
599,B729D31500000000,KOMAR
600,343BD31500000000,#command KONGO
601,39EED61500000000,Kpist m/45B
602,5DA0EC1500000000,Kv-90S73
603,4101F31500000000,StuK 40L/48
604,C242081600000000,L13A1
605,C252101600000000,L34A1
606,DE222D1600000000,LAHAT
607,43C72D1600000000,LARS-2
608,C6002E1600000000,LAV-25 FSV
609,41122E1600000000,LAW 80
610,85A1411600000000,LFP 54
611,8191691600000000,LPO-50
612,88E6811600000000,LVTP-7
613,2DEE9A1600000000,LAISH
614,9112081700000000,SKH M/109G
615,8B100C1700000000,M201A
616,50260C1700000000,M-21OF
617,61260D1700000000,M2
618,C3A2101700000000,Twin M39A2
619,1C17141700000000,M40 RR
620,9523141700000000,M41 DK1 #reco1
621,7577181700000000,Sprangraket m/56
622,1182181700000000,#command M577G
623,C382181700000000,M-57A2
624,C4131C1700000000,M60E3
625,0213201700000000,M-70B1
626,C532201700000000,M72A4 LAW
627,CC32201700000000,M-72AB
628,D552241700000000,#command M-84AK
629,D852241700000000,M-84AN #reco2
630,D155241700000000,M-84
631,55C6251700000000,M8 PANSERBIL #reco1
632,4AE12D1700000000,MAT 49
633,01E2311700000000,MBT-70
634,4160341700000000,MC / GP Mk.10
635,5D66351700000000,MCLOS
636,5031381700000000,MD24-F
637,8221441700000000,MG151
638,C381441700000000,Machine Gun 7.62
639,4B314C1700000000,Mi-24A
640,4E314C1700000000,Mi-24D
641,5A314C1700000000,Mi-24P
642,61314C1700000000,Mi-24W
643,15364C1700000000,Mi-2 #reco2
644,34374C1700000000,Mi-2Ro #reco3
645,DD374C1700000000,Mi-2 US
646,E0524C1700000000,Mi-4AV
647,15564C1700000000,Mi-4
648,15964C1700000000,Mi-8
649,A0974C1700000000,Mi-8T
650,D8624D1700000000,MILAN F1
651,4E67681700000000,MP5SD
652,5735691700000000,Mpi-KM
653,B89FAB1700000000,STRZELCY PODHALAŃSCY
654,C8C0BA1700000000,MiG-27
655,81A1C61700000000,Mk 61
656,ABC9EA1700000000,#command MUGAF
657,6E8EEB1700000000,Musti
658,A75E551800000000,Deprec! 2K12 KUB
659,87205C1800000000,NM116 #reco2
660,06215C1800000000,NM135
661,43215C1800000000,NM142
662,86225C1800000000,NM195
663,C351791800000000,62 Shiki
664,B3FB9A1800000000,#command NAJIN
665,BBCAAA1800000000,Negev
666,8C79D31800000000,SO-155 NORA-B
667,D5B2741900000000,OSA-AK
668,8190781900000000,OT-810D
669,0792791900000000,OTO Melara
670,C170AB1900000000,Oerlikon 20
671,4942461A00000000,PGZ-88
672,0B41501A00000000,Dual PJ-33A
673,C6B0581A00000000,ZPT 90
674,0522751A00000000,PSH 74
675,CC81781A00000000,PT-76B #reco1
676,89B1781A00000000,PTA-Kanisteri 58
677,AD7AAB1A00000000,PEREH
678,B39AAB1A00000000,PETEN
679,306FB61A00000000,MIM-23B I-Hawk PIP II
680,4501FD1A00000000,PzF 44
681,02870C1C00000000,R-27R1 Vympel
682,5760181C00000000,R.550 Magic
683,C245201C00000000,R-73M1 Vympel
684,DE722D1C00000000,RAM AT #reco1
685,87D1311C00000000,RBS 56
686,01D2311C00000000,RBS 70
687,81D2311C00000000,RBS 90
688,C771451C00000000,RGM-66D
689,4572451C00000000,RGM-84 Harpoon
690,17724D1C00000000,RIM-7M Sea Sparrow
691,0702651C00000000,L23A1
692,8710691C00000000,RPG-16D
693,8910691C00000000,RPG-18
694,C310691C00000000,RPG-22
695,C710691C00000000,RPG-26
696,CA10691C00000000,RPG-29 Vampyr
697,0612691C00000000,RPG-75
698,2012691C00000000,RPG-7V
699,4851691C00000000,RPK
700,0552691C00000000,RPK-74
701,DD37741C00000000,R-55
702,B7999A1C00000000,Radar
703,338DAA1C00000000,recon
704,4460B41C00000000,Rh-503
705,6ABCBA1C00000000,Battle Rifle
706,81212C1D00000000,SA-150 KPI
707,CB852C1D00000000,Strela-2M/A
708,C651351D00000000,Newnanbu M66
709,4361441D00000000,SG-542
710,4461441D00000000,SG-543
711,8297551D00000000,#command SKOT R-3
712,8397551D00000000,SKOT-2
713,DC255C1D00000000,SM1 MR block V
714,DC355C1D00000000,SM2 MR block II
715,8E12691D00000000,SPG-9D
716,C1116A1D00000000,#command SPW-60(S)
717,01126A1D00000000,SPW-70
718,41126A1D00000000,SPW-80
719,8131881D00000000,SX250
720,B75A9B1D00000000,ŽENISTÉ
721,B94EA31D00000000,PRŮZKUMNÍCI #reco2
722,2A3CAB1D00000000,SENKE #reco2
723,B12AB71D00000000,SHMEL
724,2E8EBB1D00000000,SISSI #reco2
725,B15AD31D00000000,SOPEL
726,F24DE71D00000000,STORMER
727,1532E81D00000000,Su-27K
728,1556101E00000000,T-34/85
729,D562181E00000000,#command T-55AK
730,D762181E00000000,T-55AM
731,64331C1E00000000,T-62cz
732,C2351C1E00000000,T-62M
733,E0351C1E00000000,T-62MV-1
734,15361C1E00000000,T-62D
735,16471C1E00000000,T63
736,17531C1E00000000,T-64BM
737,20531C1E00000000,T-64BV
738,0233201E00000000,T-72B1
739,C235201E00000000,T-72M1 JAGUAR
740,1667201E00000000,T75
741,2013241E00000000,T-80BV
742,02C22C1E00000000,OT TAB-71
743,C170351E00000000,TCM 20
744,DDA2651E00000000,TOPAS
745,81819A1E00000000,C15 LRSW
746,F45DA71E00000000,Tank Destroyer Prototype
747,8470B21E00000000,TGB 13
748,16E6FE1F00000000,Uzi
749,8DC62C2000000000,#command VAB PC
750,1C64312000000000,VBL #reco2
751,8261902100000000,WZ-551
752,41222C2200000000,XA-180
753,D590502300000000,YJ-82K
754,B78E9B2300000000,YAS'UR
755,93D4182400000000,Z-5
756,93D4282400000000,Z-9A
757,4160302400000000,ZB500
758,8302592400000000,WZ-550
759,C3E7692400000000,ZPTU-2
760,C5E7692400000000,ZPTU-4
761,661AAB2400000000,ZELDA
762,745DBB2400000000,MONITOR ZIPPO
763,C374FD2800000000,Mi-2 #reco2
764,86E1FD2800000000,T-55 #reco1
765,03E2FD2800000000,T-72
766,57E42D2900000000,Anti-Tank Guided Missiles are dedicated anti-tank weapons
767,A74C332900000000,Bombs are dropped by planes on ground targets. Using only gravity as a mean of projection
768,5D38352900000000,Close-in weapon systems are designed to provide anti-missile point-defense. They quickly fire and destroy incoming missiles.
769,2D6EC62B00000000,Flashbang
770,2C1C048100000000,1000kg
771,44C7048100000000,BS-3
772,AF89058100000000,100 gun
773,8AE1058100000000,T69-II
774,44E2198100000000,T83
775,46E2198300000000,PLA 125
776,4672218300000000,M85
777,6087218300000000,NSV
778,B28C948300000000,12
779,4771058400000000,M-46
780,2C1C048500000000,1400kg
781,B26C948500000000,14
782,2C1C048600000000,1500kg
783,47710D8600000000,M-46
784,0261198600000000,L31
785,5DE605C300000000,MO.1.01.04
786,0A29CBC400000000,23mm Z-9
787,C3750CCB00000000,2A26M2
788,C29510CB00000000,2A38M
789,013114CB00000000,2A42
790,2C1C040101000000,3000kg
791,C725CB0801000000,M6
792,B24C206501000000,4
793,B26C14A501000000,5
794,B27C18A501000000,5
795,83B12C0602000000,AA-52
796,81B1740602000000,SA.50
797,C1710D0702000000,M60
798,D1720D0702000000,MAG 7
799,44740D0702000000,MG3
800,02840D0702000000,NF-1
801,57A50D0702000000,PKT
802,C3225C0702000000,M1A2
803,05015F0702000000,Mk34
804,B23C940702000000,76
805,B23C1C2502000000,7
806,B23C282502000000,7
807,8DB6044202000000,OT-810
