,Hash,String
163,8270290000000000,Falanga
164,8570290000000000,Malyutka
165,0471290000000000,9M33
166,0971290000000000,9M38
167,C2B52C0000000000,AAM-1
168,C5352D0000000000,AIM-4D Falcon
169,48512D0000000000,AKM
170,0A712D0000000000,AM-39 Exocet
171,5D762D0000000000,AMOS
172,05D12D0000000000,AS.34 Kormoran
173,57E42D0000000000,ATGM
174,578B2F0000000000,Anti-Ship Missile Launcher
175,1621300000000000,S-13
176,4140300000000000,B300
177,8152310000000000,BK 90/L40
178,8570310000000000,M-14-OF
179,C870310000000000,9M27F
180,8273310000000000,BMD-1
181,8473310000000000,BMD-3
182,8276310000000000,BMP-1
183,8376310000000000,BMP-2
184,8476310000000000,BMP-3
185,9E76310000000000,BMPT
186,C2C5310000000000,BRM-1K #reco3
187,0EE7310000000000,BTR-D
188,8206320000000000,BVP-1
189,8306320000000000,BVP-2
190,8216320000000000,BWP-1
191,8316320000000000,BWP-2
192,A74C330000000000,HE Bomb
193,4390340000000000,YJ-82
194,8900350000000000,CF-18 HORNET
195,4721350000000000,HKP 4C
196,8421350000000000,CH-53E SUPER STALLION
197,5D38350000000000,CIWS
198,08C8350000000000,M151 CRV7
199,5E20380000000000,D-10T
200,DE61380000000000,D-56T
201,C6A0380000000000,D/925
202,9CF6380000000000,DEPRECATED
203,9D973D0000000000,EOTS I-Hawk
204,E2C83D0000000000,Eryx
205,99B5400000000000,FALO
206,8360410000000000,FL12
207,8660410000000000,FL15
208,C342440000000000,H&K G3A2
209,C542440000000000,H&K G3KA4
210,C9C7440000000000,GBU-8/B HOBOS
211,57C6450000000000,PPZR GROM
212,C4D0450000000000,Gsh-23L
213,896E460000000000,GAU-8/A Avenger
214,5DF6480000000000,HEOS I-HAWK
215,0442490000000000,HJ-73
216,4B42490000000000,HJ-8A
217,4C42490000000000,HJ-8B
218,8B81490000000000,HN-5A
219,8C81490000000000,HN-5B
220,8D81490000000000,HN-5C
221,C2B1490000000000,HQ-61A
222,DD054A0000000000,HVMS #reco1
223,306F4A0000000000,MIM-23A Hawk
224,66CC4E0000000000,Igla
225,1721540000000000,R-13M
226,8161560000000000,Ka-50 AKULA
227,C4D0560000000000,Kh-23
228,C6D0560000000000,Kh-25ML
229,C9D0560000000000,Kh-28
230,06D1560000000000,Kh-35
231,89D1560000000000,Kh-58
232,C7D1560000000000,Kh-66
233,AC79570000000000,Krag-Jørgensen
234,4C80580000000000,L70B
235,1DB7580000000000,LARS
236,17B8580000000000,LAV-M
237,C9D5580000000000,LCM 8
238,CDC2590000000000,LRAC F1
239,9CD7590000000000,LStR-40
240,EE6E5A0000000000,LAVI
241,49205C0000000000,M10-8
242,4A205C0000000000,M109 R.C.H.A.
243,88205C0000000000,M117
244,89205C0000000000,M1118
245,C2205C0000000000,M30
246,03215C0000000000,M132 ZIPPO
247,06215C0000000000,M135
248,01315C0000000000,M230
249,4A315C0000000000,M249 SAW
250,C2325C0000000000,M2A1
251,0E525C0000000000,Akan m/47D
252,08625C0000000000,#command M577 CPC
253,C2705C0000000000,M621
254,1DB75C0000000000,MARS
255,88305D0000000000,Mi-8MTV
256,C6305D0000000000,Mi-25
257,C7305D0000000000,Mi-26
258,DE305D0000000000,Mi-2T
259,06315D0000000000,Mi-35
260,4B315D0000000000,Mi-4A
261,5E325D0000000000,Mi-8 ZAOP.
262,1D675D0000000000,Multiple Rocket Launcher Vehicle
263,41715D0000000000,MM-40 Exocet
264,0B935D0000000000,MOBA
265,8CE55D0000000000,MT-LBV
266,8A005F0000000000,Mk19
267,E6AC5F0000000000,MUNA
268,D292610000000000,NOAH
269,C4C0610000000000,NR-23
270,01C1610000000000,NR-30
271,C4D0610000000000,NS-23
272,1DF7610000000000,NURS
273,C6E1650000000000,OT-65 #reco1
274,4A02690000000000,PF-89
275,8260690000000000,PL-11
276,C471690000000000,PM-63
277,52A7690000000000,Type 49
278,42D4690000000000,H&K PSG1
279,02E2690000000000,PT-71 #reco2
280,46E2690000000000,PT-85 #reco2
281,81E2690000000000,PT-90
282,41126A0000000000,PW-80
283,04F46B0000000000,PzF 3
284,1C31700000000000,R-23R Vympel
285,5C31700000000000,R-24R Vympel
286,1C32700000000000,R-27R Vympel
287,1E32700000000000,R-27T Vympel
288,0F41700000000000,R-33E Vympel
289,5E50700000000000,R-40T Vympel
290,0161700000000000,R.530
291,5770700000000000,R-60M Molniya
292,46C0700000000000,Rb 05A
293,C5C0700000000000,Rb 24J
294,C9C0700000000000,Rb 28 Falcon
295,02C2700000000000,Rb 71
296,05C2700000000000,Rb 74
297,06C2700000000000,Rb 75
298,E635710000000000,RIMa
299,43A4710000000000,RPG-2
300,48A4710000000000,RPG-7
301,92B5740000000000,SALH
302,05B6740000000000,9K33M OSA-M
303,06B6740000000000,Strela-2M
304,CEF2740000000000,SEAD
305,E172750000000000,SMAW
306,4AA4750000000000,SPG-9
307,D7C0750000000000,#command TOPAS R-2M
308,82D0750000000000,SS-11
309,0CA2770000000000,Su-7B
310,8B61780000000000,T-55A
311,9661780000000000,T-55L
312,0362780000000000,T57-2
313,4B71780000000000,T-64A
314,4C71780000000000,T-64B
315,CB80780000000000,T-72A
316,CC80780000000000,T-72B
317,4B90780000000000,T-80A
318,4C90780000000000,T-80B
319,5F90780000000000,T-80U
320,8490780000000000,V-LKV T813
321,83B5780000000000,TAL-2
322,8691790000000000,TO-55
323,C391790000000000,TO-62
324,81327A0000000000,TY-90
325,9D677C0000000000,U-5TS
326,8B207D0000000000,#command UH-1A ACP
327,4170800000000000,V-600P
328,0151810000000000,VK-30
329,0671890000000000,XM-35
330,4437910000000000,ZIS-3
331,C4F0910000000000,ZU-23-2
332,D7B2A40000000000,Air-to-Air Missiles are used by planes during air combat against other planes. Some can be used against helicopters
333,57B4A40000000000,Air-to-Ground Missiles are anti-tank missile fired by planes against armored target. They can only be used against ground targets.
334,D125A50000000000,Heavy Machine-Guns are firing more powerful ammunitions than MMG. The Soviet 14
335,E162A50000000000,Light anti-tank weapons are modern bazookas
336,D165A50000000000,Light-Machine Guns are carried by infantry squads and provide them not only with extra firepower
337,D175A50000000000,Medium-Machine Guns are mounted on vehicles and provide them not only with extra firepower
338,D7D2A50000000000,Surface-to-Air Missiles are medium to long range weapons dedicated to engage aerial targets. They are ineffective against ground ones.
339,E1D2A50000000000,Squad Automatic Weapons are lighter LMGs carried by dedicated assault squads and providing them not only with extra firepower
340,D1D5A50000000000,Ranging from obsolete WW2 leftovers to the most modern special forces weapons
341,57D7A50000000000,Anti-ship missile designed to engage capital ships and one of the few weapons able to deal significant damage to them
342,AC79AF0000000000,Frag
343,6AEAEE0000000000,vide
344,84F1EF0000000000,PLDvK vz. 53/59
345,8AF1EF0000000000,BZK vz.59A
346,B21C040200000000,100mm
347,B24C040200000000,103mm
348,B26C040200000000,105mm
349,B27C040200000000,106mm
350,B28C040200000000,107mm
351,B21C080200000000,110mm
352,B25C080200000000,114mm
353,B26C080200000000,115mm
354,B21C0C0200000000,120mm
355,B23C0C0200000000,122mm
356,B26C0C0200000000,125mm
357,B28C0C0200000000,127mm
358,B21C100200000000,130mm
359,B26C100200000000,135mm
360,B21C140200000000,140mm
361,B23C180200000000,152mm
362,4A65180200000000,CN98
363,B26C180200000000,155mm
364,B21C1C0200000000,160mm
365,B26C1C0200000000,165mm
366,B21C200200000000,170mm
367,B26C200200000000,175mm
368,2C4C240200000000,183kg
369,0442490200000000,BRDM-1 HJ-73
370,B24C040300000000,203mm
371,775A070300000000,QF 20-pdr
372,B21C0C0300000000,220mm
373,2C8C0C0300000000,227kg
374,B28C0C0300000000,227mm
375,B21C140300000000,240mm
376,2C6C140300000000,245kg
377,2C1C180300000000,250kg
378,B21C240300000000,280mm
379,B21C280300000000,290mm
380,57422C0300000000,Twin 2A38M
381,D7512C0300000000,2A46M
382,42522C0300000000,2A48-1
383,C4D0450300000000,Twin Gsh-23
384,C4C0610300000000,Twin NR-23
385,B21C040400000000,300mm
386,2C1C140400000000,340kg
387,C4E1210400000000,T63
388,C4C0610400000000,Triple NR-23
389,01C1610400000000,Triple NR-30
390,2C1C040500000000,400kg
391,2C1C180500000000,450kg
392,2C1C040600000000,500kg
393,B21C200600000000,570mm
394,CAE1210600000000,T69
395,9DC4680600000000,Bo 105P/BSH
396,B21C080700000000,610mm
397,B26C940700000000,6
398,B26C940800000000,7
399,B28C940800000000,7
400,4271050A00000000,M41
401,2C6C0C0A00000000,925kg
402,8620540A00000000,Metys
403,C220540A00000000,9K121 Vikhr
404,0141540A00000000,9K330
405,82205C0A00000000,Fagot-M
406,83205C0A00000000,Kobra
407,84205C0A00000000,Konkurs
408,85205C0A00000000,Kokon
409,88205C0A00000000,Bastion
410,89205C0A00000000,Sheksna
411,8A205C0A00000000,Svir
412,C1205C0A00000000,Ataka V
413,C9205C0A00000000,Agona
414,57215C0A00000000,Malyutka-M
415,5A215C0A00000000,Malyutka-P
416,1A225C0A00000000,Fleyta
417,88305C0A00000000,9M217
418,82405C0A00000000,9M311
419,07415C0A00000000,3M9
420,C3455C0A00000000,9M33M2
421,9DB7380B00000000,M113 ADATS
422,04043A0B00000000,TORNADO F.3
423,8370450B00000000,AGM-12C Bullpup
424,4671450B00000000,AGM-45B Shrike
425,0972450B00000000,AGM-78D Standard
426,4572450B00000000,AGM-84 Harpoon
427,4972450B00000000,AGM-88 HARM
428,88D0450B00000000,AGS-17
429,85714D0B00000000,AIM-54 Phoenix
430,0F724D0B00000000,AIM-7E Sparrow
431,10724D0B00000000,AIM-7F Sparrow
432,17724D0B00000000,AIM-7M Sparrow
433,8C724D0B00000000,AIM-9B
434,90724D0B00000000,AIM-9F
435,94724D0B00000000,AIM-9J
436,96724D0B00000000,AIM-9L
437,97724D0B00000000,AIM-9M
438,9D724D0B00000000,AIM-9S
439,C921500B00000000,AJ 168
440,0722540B00000000,AK-176
441,0131540B00000000,AK230 CIWS
442,0171540B00000000,AK630 CIWS
443,17B7580B00000000,ALARM
444,C1615D0B00000000,AML 60
445,81625D0B00000000,AML 90 #reco1
446,03215E0B00000000,AMX-32
447,41215E0B00000000,AMX-40
448,88D1710B00000000,ARS-57
449,5640740B00000000,AS30L
450,4341740B00000000,AS.34 Kormoran 2
451,1C42740B00000000,AS-37 Martel AR
452,46F2750B00000000,ASU-85M
453,B109760B00000000,AS VAL
454,DE20780B00000000,AT12T
455,C4A0910B00000000,AZP-23 Amur
456,E66ACE0B00000000,ANAFA
457,B027DF0B00000000,Command Tank
458,57A0540C00000000,BK90 Mjölner
459,8681580C00000000,BL-755
460,C711590C00000000,BLG-66 Beluga
461,8CF0590C00000000,BLU1/B
462,57315C0C00000000,BM-24M
463,95E05C0C00000000,#command BMD-1K
464,8EA05D0C00000000,BMP-1D
465,95A05D0C00000000,#command BMP-1K
466,9AA05D0C00000000,BMP-1P
467,CEA05D0C00000000,BMP-2D
468,43025F0C00000000,Mk 82
469,44025F0C00000000,Mk 83
470,45025F0C00000000,Mk 84
471,C2E5700C00000000,BRDM-1 #reco1
472,C3E5700C00000000,BRDM-2 #reco1
473,9570710C00000000,BWR-1D #reco3
474,41C1790C00000000,BTR-40 #reco1
475,01C2790C00000000,BTR-70
476,41C2790C00000000,BTR-80
477,95A0810C00000000,#command BVP-1K
478,9AA0810C00000000,BVP-1P
479,CEA0850C00000000,BWP-2D
480,4C06990C00000000,Logisitic support vessel
481,2A7B9B0C00000000,Landing Craft Mechanized
482,B0F99B0C00000000,BAZAK
483,D1D5090D00000000,C1 SMG
484,D1721D0D00000000,C6
485,9C10200D00000000,YJ-7R
486,86C02D0D00000000,CAR-15
487,C5F0310D00000000,CBU-24
488,48F2310D00000000,CBU-87
489,8920480D00000000,CH-118
490,0621480D00000000,CH-135
491,0721480D00000000,CH-136 #reco2
492,4821480D00000000,CH-147 CARGO
493,99C32D0E00000000,DARDO CIWS
494,FE79AB0E00000000,Derby
495,B7DAD20E00000000,DOHER
496,CDE2610F00000000,ENTAC
497,01A1CA0F00000000,Dual Emerlec 30
498,9120081000000000,F111G
499,DA42091000000000,F-1
500,8621481000000000,FH155
501,4542491000000000,FHJ-84
502,D172611000000000,FN MAG
503,0351801000000000,FV432
504,39CD9A1000000000,PT?S FAGOT
505,AA6CC61000000000,Flamethrower
506,9523141100000000,m/85
507,81F0311100000000,GBU-27/B Paveway III
508,83F0311100000000,GBU-12 Paveway II
509,C8F0311100000000,GBU-27 Paveway III
510,C440761100000000,GSz-23
511,B11B9B1100000000,Galil
512,83A09B1100000000,GAU-12/A Equalizer
513,DEA2DE1100000000,Grenade AT
514,02A4DE1100000000,F1
515,0672ED1100000000,Gv M75
516,15561A1200000000,B-5
517,9E773D1200000000,HEMTT
518,0C81501200000000,HJ-73B
519,42E9651200000000,HOT 1
520,43E9651200000000,HOT 2
521,C190741200000000,HS.820
522,BFBB9A1200000000,HAFIZ
523,B72A9B1200000000,HAMER
524,B0599B1200000000,#command HAPAK
525,94E09B1200000000,Hai Ying-1J
526,0D51C31200000000,HKP 3C
527,4B51C31200000000,HKP 4A
528,CB51C31200000000,HKP 6A #reco2
529,A6BAD31200000000,Hovea m/49
530,B9BAD31200000000,HOVET
531,8219B31300000000,Igla-1
532,A019B31300000000,Igla-V
533,306FB61300000000,MIM-23B I-Hawk
534,82B2C31300000000,IKV 91
535,CBB2CE1300000000,Anti-Aircraft Team
536,DEB2CE1300000000,Anti-Tank Team
537,B79ACF1300000000,Interceptor
538,B7B9CF1300000000,Invar
539,15C60C1400000000,F-5B
540,B7CA9A1400000000,JÄGER
541,B1BA9B1400000000,Javelin
542,55C6091500000000,K1
543,1617101500000000,K30
544,15461C1500000000,ZSD-531A
545,16E6351500000000,KCT #reco2
546,87315C1500000000,KM256
547,01426A1500000000,KPz 70 KEILER
548,1731B41500000000,Kh-23M
549,8E32B41500000000,Kh-29D
550,9632B41500000000,Kh-29L
551,9E32B41500000000,Kh-29T
552,8B40B41500000000,Kh-31A
553,9A40B41500000000,Kh-58U
554,381DD31500000000,T813 KOLOS
555,B729D31500000000,KOMAR
556,343BD31500000000,#command KONGO
557,39EED61500000000,Kpist m/45B
558,5DA0EC1500000000,Kv-90S73
559,C242081600000000,L13A1
560,C252101600000000,L34A1
561,DE222D1600000000,LAHAT
562,43C72D1600000000,LARS-2
563,C6002E1600000000,LAV-25 FSV
564,41122E1600000000,LAW 80
565,85A1411600000000,LFP 54
566,8191691600000000,LPO-50
567,88E6811600000000,LVTP-7
568,2DEE9A1600000000,LAISH
569,9112081700000000,SKH M/109G
570,8B100C1700000000,M201A
571,50260C1700000000,M-21OF
572,C3A2101700000000,Twin M39A2
573,1C17141700000000,M40 RR
574,9523141700000000,M41 DK1 #reco1
575,7577181700000000,Sprangraket m/56
576,1182181700000000,#command M577G
577,C4131C1700000000,M60E3
578,C532201700000000,M72A4 LAW
579,55C6251700000000,M8 PANSERBIL #reco1
580,4AE12D1700000000,MAT 49
581,01E2311700000000,MBT-70
582,4160341700000000,MC / GP Mk.10
583,5D66351700000000,MCLOS
584,5031381700000000,MD24-F
585,8221441700000000,MG151
586,C381441700000000,Machine Gun 7.62
587,4B314C1700000000,Mi-24A
588,4E314C1700000000,Mi-24D
589,5A314C1700000000,Mi-24P
590,61314C1700000000,Mi-24W
591,15364C1700000000,Mi-2 #reco2
592,34374C1700000000,Mi-2Ro #reco3
593,DD374C1700000000,Mi-2 US
594,E0524C1700000000,Mi-4AV
595,15564C1700000000,Mi-4
596,15964C1700000000,Mi-8
597,A0974C1700000000,Mi-8T
598,D8624D1700000000,MILAN F1
599,4E67681700000000,MP5SD
600,5735691700000000,Mpi-KM
601,B89FAB1700000000,STRZELCY PODHALA?SCY
602,C8C0BA1700000000,MiG-27
603,81A1C61700000000,Mk 61
604,ABC9EA1700000000,#command MUGAF
605,A75E551800000000,Deprec! 2K12 KUB
606,87205C1800000000,NM116 #reco2
607,06215C1800000000,NM135
608,43215C1800000000,NM142
609,86225C1800000000,NM195
610,C351791800000000,62 Shiki
611,B3FB9A1800000000,#command NAJIN
612,BBCAAA1800000000,Negev
613,D5B2741900000000,OSA-AK
614,8190781900000000,OT-810D
615,0792791900000000,OTO Melara
616,C170AB1900000000,Oerlikon 20
617,4942461A00000000,PGZ-88
618,0B41501A00000000,Dual PJ-33A
619,C6B0581A00000000,ZPT 90
620,CC81781A00000000,PT-76B #reco1
621,AD7AAB1A00000000,PEREH
622,B39AAB1A00000000,PETEN
623,306FB61A00000000,MIM-23B I-Hawk PIP II
624,4501FD1A00000000,PzF 44
625,02870C1C00000000,R-27R1 Vympel
626,5760181C00000000,R.550 Magic
627,C245201C00000000,R-73M1 Vympel
628,DE722D1C00000000,RAM AT #reco1
629,87D1311C00000000,RBS 56
630,01D2311C00000000,RBS 70
631,81D2311C00000000,RBS 90
632,C771451C00000000,RGM-66D
633,4572451C00000000,RGM-84 Harpoon
634,17724D1C00000000,RIM-7M Sea Sparrow
635,0702651C00000000,L23A1
636,8710691C00000000,RPG-16D
637,8910691C00000000,RPG-18
638,C310691C00000000,RPG-22
639,C710691C00000000,RPG-26
640,CA10691C00000000,RPG-29 Vampyr
641,0612691C00000000,RPG-75
642,2012691C00000000,RPG-7V
643,4851691C00000000,RPK
644,0552691C00000000,RPK-74
645,DD37741C00000000,R-55
646,B7999A1C00000000,Radar
647,338DAA1C00000000,recon
648,4460B41C00000000,Rh-503
649,6ABCBA1C00000000,Battle Rifle
650,C651351D00000000,Newnanbu M66
651,4361441D00000000,SG-542
652,4461441D00000000,SG-543
653,8297551D00000000,#command SKOT R-3
654,8397551D00000000,SKOT-2
655,DC255C1D00000000,SM1 MR block V
656,DC355C1D00000000,SM2 MR block II
657,8E12691D00000000,SPG-9D
658,C1116A1D00000000,#command SPW-60(S)
659,01126A1D00000000,SPW-70
660,41126A1D00000000,SPW-80
661,8131881D00000000,SX250
662,B75A9B1D00000000,ŽENISTÉ
663,B94EA31D00000000,PR?ZKUMNÍCI #reco2
664,B12AB71D00000000,SHMEL
665,B15AD31D00000000,SOPEL
666,F24DE71D00000000,STORMER
667,1532E81D00000000,Su-27K
668,1556101E00000000,T-34/85
669,D762181E00000000,T-55AM
670,64331C1E00000000,T-62cz
671,C2351C1E00000000,T-62M
672,E0351C1E00000000,T-62MV-1
673,15361C1E00000000,T-62D
674,16471C1E00000000,T63
675,17531C1E00000000,T-64BM
676,20531C1E00000000,T-64BV
677,0233201E00000000,T-72B1
678,C235201E00000000,T-72M1 JAGUAR
679,1667201E00000000,T75
680,2013241E00000000,T-80BV
681,C170351E00000000,TCM 20
682,DDA2651E00000000,TOPAS
683,81819A1E00000000,C15 LRSW
684,F45DA71E00000000,Tank Destroyer Prototype
685,8470B21E00000000,TGB 13
686,16E6FE1F00000000,Uzi
687,8DC62C2000000000,#command VAB PC
688,1C64312000000000,VBL #reco2
689,8261902100000000,WZ-551
690,D590502300000000,YJ-82K
691,B78E9B2300000000,YAS'UR
692,93D4182400000000,Z-5
693,93D4282400000000,Z-9A
694,4160302400000000,ZB500
695,8302592400000000,WZ-550
696,C3E7692400000000,ZPTU-2
697,C5E7692400000000,ZPTU-4
698,661AAB2400000000,ZELDA
699,745DBB2400000000,MONITOR ZIPPO
700,C374FD2800000000,Mi-2 #reco2
701,86E1FD2800000000,T-55 #reco1
702,03E2FD2800000000,T-72
703,57E42D2900000000,Anti-Tank Guided Missiles are dedicated anti-tank weapons
704,A74C332900000000,Bombs are dropped by planes on ground targets. Using only gravity as a mean of projection
705,5D38352900000000,Close-in weapon systems are designed to provide anti-missile point-defense. They quickly fire and destroy incoming missiles.
706,2D6EC62B00000000,Flashbang
707,2C1C048100000000,1000kg
708,44C7048100000000,BS-3
709,AF89058100000000,100 gun
710,8AE1058100000000,T69-II
711,44E2198100000000,T83
712,46E2198300000000,PLA 125
713,4672218300000000,M85
714,B28C948300000000,12
715,4771058400000000,M-46
716,2C1C048500000000,1400kg
717,B26C948500000000,14
718,47710D8600000000,M-46
719,0261198600000000,L31
720,5DE605C300000000,MO.1.01.04
721,0A29CBC400000000,23mm Z-9
722,C3750CCB00000000,2A26M2
723,C29510CB00000000,2A38M
724,013114CB00000000,2A42
725,2C1C040101000000,3000kg
726,C725CB0801000000,M6
727,B24C206501000000,4
728,B26C14A501000000,5
729,B27C18A501000000,5
730,83B12C0602000000,AA-52
731,81B1740602000000,SA.50
732,C1710D0702000000,M60
733,D1720D0702000000,MAG 7
734,44740D0702000000,MG3
735,02840D0702000000,NF-1
736,57A50D0702000000,PKT
737,C3225C0702000000,M1A2
738,05015F0702000000,Mk34
739,B23C940702000000,76
740,B23C1C2502000000,7
741,8DB6044202000000,OT-810
742,C425CB8102000000,M3
743,9721089502000000,Metys-M
744,9720089702000000,Faktoriya
745,1721089702000000,Konkurs-M
746,5721089702000000,Kokon-M
747,1722089702000000,Arkan
748,9722089702000000,Refleks
749,9720109702000000,9M311M
750,C345109702000000,9M33M3
751,C295109702000000,9M38M1
752,4665189702000000,9M55K
753,57E72DCE02000000,ADATS
754,01813DCE02000000,ADEN 30
755,8A205CD102000000,Penguin
756,C3205CD102000000,AGM-122 Sidearm
757,8C715CD102000000,AGM-65B Maverick
758,8D715CD102000000,AGM-65C Maverick
759,8E715CD102000000,AGM-65D Maverick
760,8F715CD102000000,AGM-65E Maverick
761,90715CD102000000,AGM-65F Maverick
762,91715CD102000000,AGM-65G Maverick
763,DD4709D202000000,AH-1J COBRA  #reco1
764,16561CD202000000,AH-64 TD
765,5F5720D502000000,AKS-74U
766,5A2088D702000000,AMX-10P
767,4C4088D702000000,AMX-30
768,DD624DDA02000000,APILAS
769,9E6708DD02000000,AS.15TT
770,0DB858DD02000000,#command ASLAV-C
771,97917CDD02000000,ASU-85M
772,DDD52CDE02000000,M39
773,D7D245DE02000000,Dual purpose missile
774,413064DE02000000,ATO-200
775,412074DE02000000,ATS-103
776,38EECAE602000000,Anti-Aircraft Missile
777,304ADFE602000000,Jaktraket m/57
778,B5DEDDEE02000000,Air Superiority fighter
779,06329BF002000000,Akan m/75
780,A9DCC8F702000000,Command Armor
781,A9DDE1F802000000,Assault Squad
782,57D7590B03000000,BAL
783,15260C1703000000,BM-21
784,15560C1703000000,BM-24
785,1526681703000000,KORSHUN
786,DF70391C03000000,#command BRDM-2U
787,4B50701E03000000,BTR-40A  #reco1
788,4C50701E03000000,SPW-40 #reco1
789,5580701E03000000,#command BTR-70K
790,C120542103000000,BWK120
791,B309DF2603000000,BARKAN
792,8B309B3003000000,BKAN 1A
793,8D309B3003000000,BKAN 1C
794,8535AB3703000000,Bren L4
795,01D1E23A03000000,Bushmaster II
796,42B84D5203000000,QW-1
797,86E1395703000000,#command T-55AD-1
798,03E2395703000000,#command T-72K1
799,DE025E5903000000,COMVAT
800,DE82805C03000000,WDU-5002/B CRV7
