[ID],_ShortDatabaseName,ControllerName,TurretDescriptorList,Salves,SalvoIsMainSalvo,HasMainSalvo
31126,WeaponDescriptor_Unit_9K35_Strela10,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31135,WeaponDescriptor_Unit_9K37_Buk,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31143,WeaponDescriptor_Unit_9K37_Buk_M1,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31152,WeaponDescriptor_Unit_AML_60_20_Serval,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31161,WeaponDescriptor_Unit_AMOS_SWE,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31169,WeaponDescriptor_Unit_AMX105_Mk61_NL,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31177,WeaponDescriptor_Unit_AMX13_FL12_NL,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31189,WeaponDescriptor_Unit_AMX13_FL15_NL,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31198,WeaponDescriptor_Unit_AMX13_VTT,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31208,WeaponDescriptor_Unit_AMX_105_AU_50,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31213,WeaponDescriptor_Unit_AMX_10_P,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31221,WeaponDescriptor_Unit_AMX_10_P_HOT,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31227,WeaponDescriptor_Unit_AMX_10_P_Milan,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31232,WeaponDescriptor_Unit_AMX_10_RC,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31240,WeaponDescriptor_Unit_AMX_10_RC_Surblindage,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31250,WeaponDescriptor_Unit_AMX_13_90,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31255,WeaponDescriptor_Unit_AMX_13_DCA,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31261,WeaponDescriptor_Unit_AMX_13_Harpon,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31266,WeaponDescriptor_Unit_AMX_30B,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31273,WeaponDescriptor_Unit_AMX_30B2,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31280,WeaponDescriptor_Unit_AMX_30B_valorise,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31285,WeaponDescriptor_Unit_AMX_30Brennus,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31292,WeaponDescriptor_Unit_AMX_30_ROLAND,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31298,WeaponDescriptor_Unit_AMX_30_ROLAND_2,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31303,WeaponDescriptor_Unit_AMX_32,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31311,WeaponDescriptor_Unit_AMX_40,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31318,WeaponDescriptor_Unit_AMX_AuF1,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31324,WeaponDescriptor_Unit_AMX_PRAT_NL,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31330,WeaponDescriptor_Unit_AMX_PRI_NL,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31344,WeaponDescriptor_Unit_ANZ_90_Commando,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31349,WeaponDescriptor_Unit_ANZ_90_Diggers,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31354,WeaponDescriptor_Unit_ANZ_CMD_Squad,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31359,WeaponDescriptor_Unit_ANZ_Commando,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31364,WeaponDescriptor_Unit_ANZ_Diggers,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31369,WeaponDescriptor_Unit_ANZ_MILAN,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31378,WeaponDescriptor_Unit_ANZ_MRAAW,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31385,WeaponDescriptor_Unit_ANZ_NZSAS,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31392,WeaponDescriptor_Unit_ANZ_Pioniers,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31399,WeaponDescriptor_Unit_ANZ_RBS70,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31407,WeaponDescriptor_Unit_ANZ_Redeye,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31412,WeaponDescriptor_Unit_ANZ_SASR,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31419,WeaponDescriptor_Unit_ANZ_Scouts,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31425,WeaponDescriptor_Unit_AS90_Braveheart_UK,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31431,WeaponDescriptor_Unit_ASLAV25_ANZ,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31438,WeaponDescriptor_Unit_ASLAV25_FSV_ANZ,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31444,WeaponDescriptor_Unit_ASLAV25_TOW_ANZ,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31450,WeaponDescriptor_Unit_ASLAV_C,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31458,WeaponDescriptor_Unit_ASLAV_PC_ANZ,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31465,WeaponDescriptor_Unit_ASLAV_S_ANZ,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31473,WeaponDescriptor_Unit_ASU_85,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31480,WeaponDescriptor_Unit_ASU_85M,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31484,WeaponDescriptor_Unit_ATGM_Milan_F1,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31489,WeaponDescriptor_Unit_ATGM_Milan_F2,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31494,WeaponDescriptor_Unit_ATGM_Milan_F2A,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31499,WeaponDescriptor_Unit_ATGM_Dragon,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31504,WeaponDescriptor_Unit_ATGM_Dragon_II,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31511,WeaponDescriptor_Unit_ATS100,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31516,WeaponDescriptor_Unit_AVGP_Cougar,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31521,WeaponDescriptor_Unit_AVGP_Cougar_Reco,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31526,WeaponDescriptor_Unit_AVGP_Grizzly,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31532,WeaponDescriptor_Unit_AVGP_Grizzly_HQ,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31537,WeaponDescriptor_Unit_Achzarit,WeaponManagerController,Collection[3],Collection[29],Collection[4],null
31578,WeaponDescriptor_Unit_Assault_Engineers,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31584,WeaponDescriptor_Unit_AufkPz_BRM1,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31600,WeaponDescriptor_Unit_AufklFz_UAZ_KPV,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31605,WeaponDescriptor_Unit_BAL_SSM,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31614,WeaponDescriptor_Unit_BJ212_type56_CHI,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31619,WeaponDescriptor_Unit_BM21_GRAD,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31626,WeaponDescriptor_Unit_BM27_RDA,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31632,WeaponDescriptor_Unit_BM27_Uragan,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31637,WeaponDescriptor_Unit_BM30_Smerch,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31642,WeaponDescriptor_Unit_BMD1K_URSS,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31649,WeaponDescriptor_Unit_BMD1P_URSS,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31654,WeaponDescriptor_Unit_BMD1_URSS,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31659,WeaponDescriptor_Unit_BMD2K_URSS,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31666,WeaponDescriptor_Unit_BMD2_URSS,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31671,WeaponDescriptor_Unit_BMD3,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31678,WeaponDescriptor_Unit_BMP1,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31685,WeaponDescriptor_Unit_BMP1D,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31691,WeaponDescriptor_Unit_BMP1K_KOPA,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31696,WeaponDescriptor_Unit_BMP1P,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31703,WeaponDescriptor_Unit_BMP1X,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31708,WeaponDescriptor_Unit_BMP1_Fin,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31713,WeaponDescriptor_Unit_BMP1_SP1,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31718,WeaponDescriptor_Unit_BMP1_SP2_RDA,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31723,WeaponDescriptor_Unit_BMP1_Sp2,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31728,WeaponDescriptor_Unit_BMP1_TJJ,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31734,WeaponDescriptor_Unit_BMP1_obr_685,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31740,WeaponDescriptor_Unit_BMP2,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31747,WeaponDescriptor_Unit_BMP2_No_missile,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31752,WeaponDescriptor_Unit_BMP2D,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31758,WeaponDescriptor_Unit_BMP2_Fin,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31763,WeaponDescriptor_Unit_BMP2_obr_1986,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31768,WeaponDescriptor_Unit_BMP3,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31775,WeaponDescriptor_Unit_BMPT,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31783,WeaponDescriptor_Unit_BMP_1_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31788,WeaponDescriptor_Unit_BM_21_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31793,WeaponDescriptor_Unit_BM_24M,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31799,WeaponDescriptor_Unit_BM_24_CHI,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31805,WeaponDescriptor_Unit_BM_24_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31811,WeaponDescriptor_Unit_BOV_1_POLO,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31820,WeaponDescriptor_Unit_BOV_3,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31826,WeaponDescriptor_Unit_BOV_30,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31831,WeaponDescriptor_Unit_BOV_M86,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31838,WeaponDescriptor_Unit_BOV_Raketas,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
31845,WeaponDescriptor_Unit_BPzV_Snezka,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31851,WeaponDescriptor_Unit_BRDM1,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31857,WeaponDescriptor_Unit_BRDM1_HJ73,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31864,WeaponDescriptor_Unit_BRDM2,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31879,WeaponDescriptor_Unit_BRDM2_KonkM,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31885,WeaponDescriptor_Unit_BRDM2_Konkurs,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31890,WeaponDescriptor_Unit_BRDM2_Konkurs_M,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31895,WeaponDescriptor_Unit_BRDM2_Malyutka_M,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31900,WeaponDescriptor_Unit_BRDM2_Malyutka_P,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31905,WeaponDescriptor_Unit_BRDM2_Yug,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31910,WeaponDescriptor_Unit_BRDM3_URSS,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31915,WeaponDescriptor_Unit_BRDM_1_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31920,WeaponDescriptor_Unit_BRDM_2_Malyutka_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31925,WeaponDescriptor_Unit_BRDM_2_Malyutka_P,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31932,WeaponDescriptor_Unit_BRDM_2_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31937,WeaponDescriptor_Unit_BRDM_2_STRELA_1_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31944,WeaponDescriptor_Unit_BRDM_2_Strela_1,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31949,WeaponDescriptor_Unit_BRDM_2_Strela_1M,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31954,WeaponDescriptor_Unit_BRM1,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31959,WeaponDescriptor_Unit_BRM1K,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31964,WeaponDescriptor_Unit_BTR40,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31971,WeaponDescriptor_Unit_BTR40A,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31977,WeaponDescriptor_Unit_BTR40B,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31983,WeaponDescriptor_Unit_BTR40_Pikud,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31989,WeaponDescriptor_Unit_BTR60PB,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31994,WeaponDescriptor_Unit_BTR60PB_Fin,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
31999,WeaponDescriptor_Unit_BTR60PZ,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32004,WeaponDescriptor_Unit_BTR70,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32011,WeaponDescriptor_Unit_BTR70_obr_1982,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32017,WeaponDescriptor_Unit_BTR70_Zhalo,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32023,WeaponDescriptor_Unit_BTR80,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32029,WeaponDescriptor_Unit_BTR80A_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32034,WeaponDescriptor_Unit_BTR80A_URSS,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32039,WeaponDescriptor_Unit_BTR90_URSS,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32045,WeaponDescriptor_Unit_BTRT_URSS,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32052,WeaponDescriptor_Unit_BTR_152E_ZPTU_2,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32059,WeaponDescriptor_Unit_BTR_152E_ZPTU_4,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32064,WeaponDescriptor_Unit_BTR_152_ISR,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32071,WeaponDescriptor_Unit_BTR_152_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32076,WeaponDescriptor_Unit_BTR_152_TCM,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32082,WeaponDescriptor_Unit_BTR_40A_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32087,WeaponDescriptor_Unit_BTR_50,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32094,WeaponDescriptor_Unit_BTR_50PK_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32099,WeaponDescriptor_Unit_BTR_50YVI,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32104,WeaponDescriptor_Unit_BTR_50_Vigilant,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32109,WeaponDescriptor_Unit_BTR_60PB_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32114,WeaponDescriptor_Unit_BTR_60P_NK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32119,WeaponDescriptor_Unit_BTR_D,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32124,WeaponDescriptor_Unit_BTR_RD_Robot,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32129,WeaponDescriptor_Unit_BTR_ZD_Skrezhet,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32135,WeaponDescriptor_Unit_BVP1,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32140,WeaponDescriptor_Unit_BVP1K,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32145,WeaponDescriptor_Unit_BVP1P,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32150,WeaponDescriptor_Unit_BVP2,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32155,WeaponDescriptor_Unit_BVP2_vz86,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32160,WeaponDescriptor_Unit_BVP_M80A,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32168,WeaponDescriptor_Unit_BVP_M80A1_Vidra,WeaponManagerController,Collection[3],Collection[29],Collection[4],null
32175,WeaponDescriptor_Unit_BVP_M96_Vidra,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32182,WeaponDescriptor_Unit_BWP1,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32187,WeaponDescriptor_Unit_BWP2,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32192,WeaponDescriptor_Unit_BWP2D,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32204,WeaponDescriptor_Unit_Bardelas,WeaponManagerController,Collection[3],Collection[29],Collection[4],null
32208,WeaponDescriptor_Unit_Barkan,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32213,WeaponDescriptor_Unit_Bazak,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32218,WeaponDescriptor_Unit_Bedouins,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32224,WeaponDescriptor_Unit_Berliet_Exocet,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32231,WeaponDescriptor_Unit_Bkan_1A,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32238,WeaponDescriptor_Unit_Bkan_1C,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32243,WeaponDescriptor_Unit_BpzV_Svatava,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32250,WeaponDescriptor_Unit_Bradley_COMVAT_US,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32256,WeaponDescriptor_Unit_Brdska_pesadija,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32262,WeaponDescriptor_Unit_Bundesgrenzschutzen,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32268,WeaponDescriptor_Unit_CAESAR_FR,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32274,WeaponDescriptor_Unit_CAN_85_PPLI,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32279,WeaponDescriptor_Unit_CAN_85_Pathfinders,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32285,WeaponDescriptor_Unit_CAN_Bison,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32292,WeaponDescriptor_Unit_CAN_Bison_81mm,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32298,WeaponDescriptor_Unit_CAN_CMD_squad,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32304,WeaponDescriptor_Unit_CAN_Centurion_Mk5AT,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32314,WeaponDescriptor_Unit_CAN_Coyote,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32319,WeaponDescriptor_Unit_CAN_FireSupport,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32337,WeaponDescriptor_Unit_CAN_Iltis_Scout,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32342,WeaponDescriptor_Unit_CAN_LAV_TUA,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32350,WeaponDescriptor_Unit_CAN_LeoC2_MEXAS,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32356,WeaponDescriptor_Unit_CAN_Leopard_C2,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32363,WeaponDescriptor_Unit_CAN_Marksman,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32371,WeaponDescriptor_Unit_CAN_Scouts,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32377,WeaponDescriptor_Unit_CAN_TH495,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32383,WeaponDescriptor_Unit_CHI_85_Riflemen,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32388,WeaponDescriptor_Unit_CHI_90_Marines,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32393,WeaponDescriptor_Unit_CHI_90_Sword,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32398,WeaponDescriptor_Unit_CHI_CMD_squad,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32403,WeaponDescriptor_Unit_CHI_HN5A,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32408,WeaponDescriptor_Unit_CHI_HN5B,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32413,WeaponDescriptor_Unit_CHI_Marines,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32419,WeaponDescriptor_Unit_CHI_PGZ_88,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32425,WeaponDescriptor_Unit_CHI_QW1,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32430,WeaponDescriptor_Unit_CHI_Rangers,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32435,WeaponDescriptor_Unit_CHI_Reserve,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32441,WeaponDescriptor_Unit_CHI_Riflemen,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32446,WeaponDescriptor_Unit_CHI_Sappers,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32451,WeaponDescriptor_Unit_CHI_Sword,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32456,WeaponDescriptor_Unit_CHI_TkHunter,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32461,WeaponDescriptor_Unit_CHI_TkHunter_90,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32468,WeaponDescriptor_Unit_CMD_AMX30B,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32484,WeaponDescriptor_Unit_CMD_Centurion_5_2,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32490,WeaponDescriptor_Unit_CMD_Chieftain,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32498,WeaponDescriptor_Unit_CMD_Chonma_ho_NK,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32506,WeaponDescriptor_Unit_CMD_K277_ROK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32513,WeaponDescriptor_Unit_CMD_KM113A1_CP_ROK,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32525,WeaponDescriptor_Unit_CMD_Leo_C1,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32531,WeaponDescriptor_Unit_CMD_Leopard_2,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32538,WeaponDescriptor_Unit_CMD_M48A3_ROK,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32546,WeaponDescriptor_Unit_CMD_M48A5_NOR,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32551,WeaponDescriptor_Unit_CMD_M60A1,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32558,WeaponDescriptor_Unit_CMD_Strv_103B,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32566,WeaponDescriptor_Unit_CMD_T55,WeaponManagerController,Collection[1],Collection[29],Collection[4],null
32573,WeaponDescriptor_Unit_CMD_T72,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32580,WeaponDescriptor_Unit_CMD_T72_RDA,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
32585,WeaponDescriptor_Unit_CMD_T80UK,WeaponManagerController,Collection[2],Collection[29],Collection[4],null
